ID,@2WAYGOVNJ,AGE,AGE3,AGE45,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BREAK09ANJ,BREAK09BNJ,BREAK09NJ,CALL,CDNUM,EDUC,EDUCCOLL,EDUCHS,EDUCWHITE,FAVCHRIS,FAVCHRIS2,FAVCORZ,FAVCORZ2,FAVDAGG,FAVDAGG2,FORCANDSNJ,FOROBAMAG,GEOCODE,GOVTDO,INC100K,INC50K,INCOME09,INCOME3,INCWHITE,ISSUE09NJ,LATINO,NECWORR2,NECWORRY,NJGOV09,OBAMA2,OBAMA4,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PROPTAXNJ,QLTNJ09,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME09,TIME3D09,TIME4,TIMEWK09,UNFRCHRIS,UNFRCORZ,UNFRNJ09,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,VOTE05NJ,WHITEREL,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
4552358.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,10.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,3.0,Unfavorable,Somewhat favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,1.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,114.0,Jon Corzine,Shares my values,Black,State questionnaire,Black,East,None,None,Male,Black male,Black men,Non-white male,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7201.0,1.34243702888489
4552357.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,6.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,4.0,Unfavorable,Somewhat favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,4.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,"Under $50,000 and non white",Omit,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,78.0,None of them,Has the right experience,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Did not vote,Non-white,No,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,7712.0,0.866438746452332
4557217.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,,,Complete,An important factor,A factor,The single most important factor,Call 3,13.0,Some college or associate degree,No college degree,More than High school graduate,,1.0,Favorable,Strongly favorable,Favorable,Strongly favorable,Favorable,For your candidate,To express opposition to Barack Obama,1.0,Government is doing too many things better left to businesses and individuals,Less than 100k,Less than 50k,"$30,000-$49,999",Less than 50 thousand,,Corruption in government,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Independent/Something else,,,Independent,,Moderate,49.0,Jon Corzine,Shares my values,,State questionnaire,,East,Protestant/Other Non-Catholic Christian,Other Christian,Female,,,,,Suburbs,Suburbs,New Jersey,Election day exit poll,Just today,Today or in the last three days,Today or in the last three days,In the last week,Chris Christie did not,Jon Corzine did,Only Corzine did,No one does,No,No,No,Version 1,Jon Corzine,,,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7306.0,1.55081784725189
4557193.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 3,12.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,3.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,Against his opponents,Barack Obama was not a factor,4.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Corruption in government,No,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,58.0,None of them,Has the right experience,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,Male,Black male,Black men,Non-white male,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,High Density Urban,Urban,Urban Core,Very downscale,8618.0,1.24632632732391
4557102.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,,Latino 45-59,Latino 45-64,Complete,An important factor,A factor,The single most important factor,Call 3,8.0,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,To express support for Barack Obama,2.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Economy/Jobs,Yes,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,96.0,Jon Corzine,Can bring needed change,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Protestant/Other Non-Catholic Christian,Other Christian,,,,,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did,Only Corzine did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7055.0,0.5728719830513
4552223.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,Complete,An important factor,A factor,One of several important factors,Call 1,9.0,Some college or associate degree,No college degree,More than High school graduate,White no college degree,3.0,Unfavorable,Somewhat favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,2.0,Government should do more to solve problems,Less than 100k,50k or more,"$50,000-$74,999",50 to 100 thousand,"Over $50,000 and white",Property taxes,No,Worried,Somewhat worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,14.0,Jon Corzine,Has the right experience,White,State questionnaire,White,East,Catholic,Catholic,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,White Catholics,No,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,7666.0,0.858315110206604
4557014.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,The single most important factor,Call 3,10.0,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,1.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,118.0,Jon Corzine,Omit,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Protestant,Male,Black male,Black men,Non-white male,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Chris Christie did not,Jon Corzine did not,Neither did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,High Density Urban,Urban,Urban Core,Upscale,7083.0,0.858279407024384
4556997.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 3,10.0,College graduate,College graduate,More than High school graduate,Non white college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,1.0,Government should do more to solve problems,100k or more,50k or more,"$100,000-$149,999",100 thousand or more,"Over $50,000 and non white",Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Independent/Something else,Black non-Democrat,Black Independent,Something else,Non-White Democrats,Conservative,118.0,Jon Corzine,Shares my values,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,Male,Black male,Black men,Non-white male,Non-white,"Cities 50,000-500,000","Cities over 50,000",New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did not,Jon Corzine did,Only Corzine did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,Non-white,No,High Density Urban,Urban,Urban Core,Upscale,7083.0,0.858279407024384
4556909.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,,White 45-59,White 45-64,Complete,An important factor,A factor,The single most important factor,Call 3,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,Against his opponents,Barack Obama was not a factor,5.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and white",Corruption in government,No,Worried,Very worried,Jon Corzine,Approve,Somewhat approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,44.0,None of them,Can bring needed change,White,State questionnaire,White,East,Catholic,Catholic,Female,Non-black female,White women,White female,White female,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, I do",Yes,I am,Yes,Version 1,Jon Corzine,White Catholics,No,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.840857982635498
4556832.0,Jon Corzine,45-65,30-59,45+,45-59,50-64,50-59,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 3,10.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,3.0,Unfavorable,Somewhat favorable,Favorable,Somewhat unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,1.0,Government should do more to solve problems,Less than 100k,Less than 50k,"$15,000-$29,999",Less than 50 thousand,"Under $50,000 and non white",Corruption in government,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,114.0,Jon Corzine,Can bring needed change,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Protestant,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Earlier in October,Earlier than that,In October,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7201.0,1.3663991689682
4556811.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,White 60+,White 45-64,Complete,An important factor,A factor,One of several important factors,Call 3,2.0,High school graduate,No college degree,High school graduate or less,White no college degree,2.0,Favorable,Strongly favorable,Favorable,Somewhat favorable,Favorable,For your candidate,To express support for Barack Obama,5.0,Government should do more to solve problems,Less than 100k,Less than 50k,"Under $15,000",Less than 50 thousand,"Under $50,000 and white",Health care,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,44.0,Jon Corzine,Has the right experience,White,State questionnaire,White,East,Catholic,Catholic,Male,Non-black male,White men,White male,White male,Suburbs,Suburbs,New Jersey,Election day exit poll,Sometime in September,Earlier than that,In September,Earlier than that,Chris Christie did,Jon Corzine did,Both did,"Yes, someone else does",Yes,Someone else in household is,No,Version 1,Jon Corzine,White Catholics,Yes,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,8051.0,0.934858381748199
4556768.0,Jon Corzine,45-65,60+,45+,60+,50-64,60-64,,Latino 60+,Latino 45-64,Complete,An important factor,A factor,One of several important factors,Call 3,10.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly favorable,Favorable,For your candidate,To express support for Barack Obama,1.0,Government should do more to solve problems,Less than 100k,50k or more,"$75,000-$99,999",50 to 100 thousand,"Over $50,000 and non white",Omit,Yes,Worried,Very worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Liberal,114.0,Jon Corzine,Omit,Black,State questionnaire,Hispanic/Latino,East,Something else,Something else,Female,Non-black female,Latino women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did not,Only Christie did,"Yes, someone else does",Yes,Someone else in household is,No,Version 1,Jon Corzine,Non-white,No,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7201.0,1.54626679420471
4556749.0,Jon Corzine,45-65,30-59,45+,45-59,40-49,45-49,Black 45-59,Black 45-59,Black 45-64,Complete,An important factor,A factor,One of several important factors,Call 3,10.0,Some college or associate degree,No college degree,More than High school graduate,Non white no college degree,4.0,Unfavorable,Strongly favorable,Favorable,Strongly unfavorable,Unfavorable,For your candidate,Barack Obama was not a factor,1.0,Government should do more to solve problems,,,,,,Economy/Jobs,No,Worried,Somewhat worried,Jon Corzine,Approve,Strongly approve,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,114.0,None of them,Can bring needed change,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Other Christian,Female,Black female,Black women,Non-white female,Non-white,Suburbs,Suburbs,New Jersey,Election day exit poll,Before that,Earlier than that,Before that,Earlier than that,Chris Christie did,Jon Corzine did,Both did,No one does,No,No,No,Version 1,Jon Corzine,Non-white,,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,7201.0,1.3663991689682
