STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,JBUSH,GORBSH3,HISPANIC,REL5,WEIGHT
10.0,106.0,10.0,SECOND CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.823
10.0,106.0,11.0,THIRD CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.823
10.0,106.0,12.0,THIRD CALL,60-64,MALE,MCCAIN,NO,NO,SOMETHING ELSE,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,SOMETHING ELSE,1.927
10.0,107.0,1.0,FIRST CALL,65-74,,BUSH,YES,OMITS,REPUBLICAN,SOMETHING ELSE,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,,SOMETHING ELSE,0.343
10.0,107.0,2.0,FIRST CALL,,MALE,KEYES,OMITS,OMITS,,,,,,,,STATE,NORTH,,,,,OMITS,OMITS,OMITS,OMITS,OMITS,,,0.319
10.0,107.0,3.0,FIRST CALL,50-59,FEMALE,MCCAIN,OMITS,OMITS,,,,,,18-64,18-74,STATE,NORTH,45-59,,50-64,50-64,UNFAVORABLE,UNFAVORABLE,FAVORABLE,OMITS,OMITS,,,0.388
10.0,107.0,4.0,FIRST CALL,,MALE,BUSH,OMITS,OMITS,,,,,,,,STATE,NORTH,,,,,FAVORABLE,FAVORABLE,OMITS,OMITS,OMITS,,,0.399
10.0,107.0,5.0,FIRST CALL,25-29,FEMALE,BUSH,NO,YES,INDEPENDENT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,18-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,SOMETHING ELSE,0.399
10.0,107.0,6.0,FIRST CALL,65-74,,BUSH,YES,OMITS,REPUBLICAN,,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,,,0.353
10.0,107.0,7.0,FIRST CALL,18-24,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.41000000000000003
10.0,107.0,8.0,FIRST CALL,25-29,,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.399
10.0,107.0,9.0,FIRST CALL,40-44,MALE,MCCAIN,NO,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.398
10.0,107.0,10.0,SECOND CALL,65-74,MALE,BUSH,OMITS,YES,REPUBLICAN,,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,NORTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,OMITS,FAVORABLE,BUSH,,,0.353
10.0,107.0,11.0,SECOND CALL,60-64,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.353
10.0,107.0,12.0,SECOND CALL,,MALE,BUSH,OMITS,OMITS,,,,,,,,STATE,NORTH,,,,,OMITS,OMITS,OMITS,OMITS,OMITS,,,0.399
10.0,107.0,13.0,SECOND CALL,25-29,FEMALE,BUSH,YES,YES,INDEPENDENT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,18-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.399
10.0,107.0,14.0,SECOND CALL,,FEMALE,BUSH,OMITS,OMITS,,,,,,,,STATE,NORTH,,,,,FAVORABLE,FAVORABLE,OMITS,OMITS,OMITS,,,0.388
10.0,107.0,15.0,THIRD CALL,45-49,MALE,BUSH,OMITS,YES,REPUBLICAN,,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,OMITS,UNFAVORABLE,FAVORABLE,BUSH,NO,,0.399
10.0,107.0,16.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",,,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.388
10.0,107.0,17.0,THIRD CALL,50-59,MALE,MCCAIN,NO,NO,INDEPENDENT,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,SOMETHING ELSE,0.398
10.0,107.0,18.0,THIRD CALL,30-39,MALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.398
10.0,107.0,19.0,THIRD CALL,50-59,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.399
10.0,107.0,20.0,THIRD CALL,50-59,,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.388
10.0,107.0,21.0,THIRD CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,SOMETHING ELSE,0.399
10.0,107.0,22.0,THIRD CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.388
10.0,107.0,23.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.388
10.0,107.0,24.0,THIRD CALL,50-59,FEMALE,MCCAIN,NO,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.388
10.0,107.0,25.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.399
10.0,107.0,26.0,THIRD CALL,,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,MODERATE,MODERATE,,,STATE,NORTH,,REPUBLICAN,,,FAVORABLE,OMITS,OMITS,FAVORABLE,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.388
10.0,107.0,27.0,THIRD CALL,60-64,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.353
10.0,107.0,28.0,THIRD CALL,50-59,,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.399
10.0,108.0,1.0,FIRST CALL,30-39,MALE,MCCAIN,NO,NO,INDEPENDENT,NONE,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,NONE,1.349
10.0,108.0,2.0,FIRST CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.349
10.0,108.0,3.0,FIRST CALL,40-44,FEMALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.313
10.0,108.0,4.0,FIRST CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.349
10.0,108.0,5.0,FIRST CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.313
10.0,108.0,6.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.349
10.0,108.0,7.0,FIRST CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.313
10.0,108.0,8.0,FIRST CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.349
10.0,108.0,9.0,FIRST CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,1.349
10.0,108.0,10.0,FIRST CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,OMITS,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.313
10.0,108.0,11.0,FIRST CALL,45-49,FEMALE,KEYES,NO,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,NO,PROTESTANT/OTHER CHRISTIAN,1.05
10.0,108.0,12.0,SECOND CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,NONE,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,NONE,1.313
10.0,108.0,13.0,SECOND CALL,45-49,MALE,BUSH,YES,NO,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.349
10.0,108.0,14.0,SECOND CALL,18-24,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.35
10.0,108.0,15.0,SECOND CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.349
10.0,108.0,16.0,THIRD CALL,30-39,FEMALE,BUSH,YES,NO,DEMOCRAT,NONE,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,NONE,1.313
10.0,108.0,17.0,THIRD CALL,25-29,FEMALE,MCCAIN,YES,NO,INDEPENDENT,NONE,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,18-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,NONE,1.35
10.0,108.0,18.0,THIRD CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.349
10.0,108.0,19.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,SOMETHING ELSE,1.349
10.0,108.0,20.0,THIRD CALL,40-44,MALE,MCCAIN,YES,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,CATHOLIC,1.349
10.0,111.0,1.0,FIRST CALL,65-74,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.58
10.0,111.0,2.0,FIRST CALL,65-74,MALE,MCCAIN,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,REPUBLICAN,65+,65-74,OMITS,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.614
10.0,111.0,3.0,FIRST CALL,60-64,MALE,MCCAIN,NO,NO,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,SOMETHING ELSE,0.614
10.0,111.0,4.0,FIRST CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.516
10.0,111.0,5.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.58
10.0,111.0,6.0,FIRST CALL,65-74,,MCCAIN,NO,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,NO,PROTESTANT/OTHER CHRISTIAN,0.614
10.0,111.0,7.0,FIRST CALL,50-59,MALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.516
10.0,111.0,8.0,FIRST CALL,65-74,,MCCAIN,NO,OMITS,INDEPENDENT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,OMITS,NO,PROTESTANT/OTHER CHRISTIAN,0.614
10.0,111.0,9.0,FIRST CALL,40-44,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.516
10.0,111.0,10.0,FIRST CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.516
10.0,111.0,11.0,FIRST CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,SOUTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.58
10.0,111.0,12.0,FIRST CALL,60-64,FEMALE,MCCAIN,NO,NO,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,PROTESTANT/OTHER CHRISTIAN,0.614
10.0,111.0,13.0,SECOND CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.516
10.0,111.0,14.0,SECOND CALL,60-64,MALE,MCCAIN,NO,NO,REPUBLICAN,SOMETHING ELSE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,SOMETHING ELSE,0.614
10.0,111.0,15.0,SECOND CALL,25-29,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,SOMETHING ELSE,0.486
10.0,111.0,16.0,SECOND CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,SOMETHING ELSE,0.516
10.0,111.0,17.0,SECOND CALL,65-74,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,SOUTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.58
10.0,111.0,18.0,SECOND CALL,75+,FEMALE,MCCAIN,YES,NO,SOMETHING ELSE,CATHOLIC,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,CATHOLIC,0.614
10.0,111.0,19.0,SECOND CALL,30-39,MALE,MCCAIN,NO,NO,REPUBLICAN,CATHOLIC,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,REPUBLICAN,30-39,30-39,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NEITHER,NO,CATHOLIC,0.545
10.0,111.0,20.0,SECOND CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.516
10.0,111.0,21.0,SECOND CALL,30-39,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.516
10.0,111.0,22.0,SECOND CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.516
10.0,111.0,23.0,SECOND CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,SOUTH,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,CATHOLIC,0.58
10.0,111.0,24.0,SECOND CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.516
