QTYPE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,CANDSOK,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,STR8TALK,MCSAYDO,REFORMER,CONFEDER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BORNSC,DEBATE,BEATDEM,WEIGHT
STATE,UPSTATE,41.0,34.0,49.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,YES,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,NO,BOTH,YES,YES,NO,LOYAL REPUBLICAN,YES,NO,NO,BUSH,1.11
STATE,UPSTATE,41.0,34.0,50.0,THIRD CALL,45-49,WHITE,FEMALE,OTHER,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,WORSE,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,NO,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,0.0
STATE,UPSTATE,41.0,34.0,51.0,THIRD CALL,45-49,WHITE,FEMALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,NEITHER,NO,NEITHER,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,MCCAIN,1.061
STATE,UPSTATE,41.0,34.0,52.0,THIRD CALL,45-49,WHITE,MALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,NO,BOTH,YES,YES,NO,LOYAL REPUBLICAN,NO,YES,YES,BUSH,1.154
STATE,UPSTATE,41.0,34.0,53.0,THIRD CALL,40-44,WHITE,FEMALE,KEYES,TODAY,LIKE SOMEONE ELSE TO ENTER,OMITS,OMITS,OMITS,NO,LEGAL IN MOST CASES,YES,SAME,OMITS,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,OMITS,NO,NEITHER,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,MCCAIN,1.065
STATE,UPSTATE,41.0,34.0,54.0,THIRD CALL,50-59,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,BOTH,YES,BOTH,NO,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,BUSH,1.11
STATE,UPSTATE,41.0,34.0,55.0,THIRD CALL,40-44,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,OMITS,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,BOTH,NO,NO,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,MCCAIN,1.061
STATE,UPSTATE,41.0,34.0,56.0,THIRD CALL,45-49,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,LIKE SOMEONE ELSE TO ENTER,MORAL VALUES,OMITS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,NEITHER,YES,NEITHER,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,NO,NO,BUSH,1.154
STATE,UPSTATE,41.0,34.0,57.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,NO,YES,NO,LOYAL REPUBLICAN,NO,YES,YES,BUSH,1.11
STATE,UPSTATE,41.0,37.0,1.0,FIRST CALL,65-74,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,WORSE,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,NEITHER,YES,BOTH,NO,YES,NO,LOYAL REPUBLICAN,NO,NO,YES,BUSH,0.808
STATE,UPSTATE,41.0,37.0,2.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,REPUBLICAN,65+,65-74,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,NO,YES,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,0.803
STATE,UPSTATE,41.0,37.0,3.0,FIRST CALL,60-64,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,OMITS,OMITS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,SAME,OMITS,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,BOTH,YES,BOTH,YES,,YES,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,0.84
STATE,UPSTATE,41.0,37.0,4.0,FIRST CALL,65-74,WHITE,MALE,BUSH,THIS YEAR,LIKE SOMEONE ELSE TO ENTER,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,WORSE,TAX CUT,INDEPENDENT,COLLEGE GRADUATE,NO,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,0.84
STATE,UPSTATE,41.0,37.0,5.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,MILITARY RECORD,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,MCCAIN,YES,BOTH,YES,YES,YES,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,0.647
STATE,UPSTATE,41.0,37.0,6.0,FIRST CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,LIKE SOMEONE ELSE TO ENTER,SOCIAL SECURITY/MEDICARE,MILITARY RECORD,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,YES,"UNDER $15,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,BOTH,NO,MCCAIN,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,MCCAIN,0.803
STATE,UPSTATE,41.0,37.0,7.0,FIRST CALL,40-44,WHITE,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,OMITS,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,YES,MCCAIN,0.647
STATE,UPSTATE,41.0,37.0,8.0,FIRST CALL,75+,WHITE,FEMALE,MCCAIN,BEFORE THAT,SATISFIED WITH CANDIDATES,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,NO,SAME,TAX CUT,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,MCCAIN,0.772
STATE,UPSTATE,41.0,37.0,9.0,FIRST CALL,50-59,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,0.678
STATE,UPSTATE,41.0,37.0,10.0,FIRST CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,LIKE SOMEONE ELSE TO ENTER,MORAL VALUES,MILITARY RECORD,CANDS PERSONAL QUALITIES,YES,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NEITHER,YES,YES,YES,NOT TIED TO PARTY LEADERS,YES,NO,YES,MCCAIN,0.647
STATE,UPSTATE,41.0,37.0,11.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,OMITS,YES,OMITS,NO,YES,NO,LOYAL REPUBLICAN,,NO,YES,BUSH,0.808
STATE,UPSTATE,41.0,37.0,12.0,FIRST CALL,18-24,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,ABORTION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,OMITS,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,18-24,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,YES,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.756
STATE,UPSTATE,41.0,37.0,13.0,FIRST CALL,75+,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,NO,NO,YES,NOT TIED TO PARTY LEADERS,NO,NO,YES,MCCAIN,0.803
STATE,UPSTATE,41.0,37.0,14.0,FIRST CALL,25-29,WHITE,MALE,KEYES,BEFORE THAT,SATISFIED WITH CANDIDATES,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,NEITHER,YES,NEITHER,NO,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,0.724
STATE,UPSTATE,41.0,37.0,15.0,FIRST CALL,75+,WHITE,MALE,MCCAIN,THIS YEAR,LIKE SOMEONE ELSE TO ENTER,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,YES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,YES,YES,YES,OMITS,NO,YES,NO,MCCAIN,0.803
STATE,UPSTATE,41.0,37.0,16.0,FIRST CALL,60-64,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,OMITS,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,YES,YES,NO,LOYAL REPUBLICAN,,YES,NO,BUSH,0.808
STATE,UPSTATE,41.0,37.0,17.0,FIRST CALL,60-64,WHITE,FEMALE,MCCAIN,TODAY,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,BOTH,YES,BOTH,YES,NO,NO,NOT TIED TO PARTY LEADERS,NO,YES,YES,OMITS,0.772
STATE,UPSTATE,41.0,37.0,18.0,FIRST CALL,45-49,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,NEITHER,YES,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,NO,NO,BUSH,0.652
STATE,UPSTATE,41.0,37.0,19.0,FIRST CALL,45-49,WHITE,MALE,KEYES,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,NO,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.65
STATE,UPSTATE,41.0,37.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,NO,BOTH,YES,YES,NO,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.652
STATE,UPSTATE,41.0,37.0,21.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,SATISFIED WITH CANDIDATES,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,YES,YES,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,0.652
STATE,UPSTATE,41.0,37.0,22.0,SECOND CALL,75+,WHITE,MALE,BUSH,WITHIN LAST WEEK,SATISFIED WITH CANDIDATES,TAXES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,OMITS,"UNDER $15,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,OMITS,BUSH,OMITS,BOTH,NO,YES,YES,NOT TIED TO PARTY LEADERS,,NO,NO,BUSH,0.84
STATE,UPSTATE,41.0,37.0,23.0,SECOND CALL,50-59,BLACK,MALE,MCCAIN,THIS YEAR,SATISFIED WITH CANDIDATES,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,OMITS,NO,SAME,STRENGTHEN SOCIAL SECURITY,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"UNDER $15,000",NO,,,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,MCCAIN,NO,MCCAIN,OMITS,NO,NO,LOYAL REPUBLICAN,NO,YES,NO,MCCAIN,0.729
STATE,UPSTATE,41.0,37.0,24.0,SECOND CALL,45-49,WHITE,FEMALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,OMITS,BUSH,OMITS,BUSH,YES,YES,NO,LOYAL REPUBLICAN,NO,NO,NO,BUSH,0.652
STATE,UPSTATE,41.0,37.0,25.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,COLLEGE GRADUATE,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,NO,NO,LOYAL REPUBLICAN,NO,YES,NO,BUSH,0.678
STATE,UPSTATE,41.0,37.0,26.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,YES,NO,NO,NOT TIED TO PARTY LEADERS,NO,YES,NO,BUSH,0.652
STATE,UPSTATE,41.0,37.0,27.0,SECOND CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,BUSH,YES,NEITHER,YES,YES,YES,LOYAL REPUBLICAN,NO,YES,NO,BUSH,0.678
STATE,UPSTATE,41.0,37.0,28.0,SECOND CALL,30-39,WHITE,MALE,BUSH,BEFORE THAT,SATISFIED WITH CANDIDATES,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,WORSE,TAX CUT,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,YES,BOTH,YES,YES,NO,LOYAL REPUBLICAN,NO,YES,YES,BUSH,0.678
STATE,UPSTATE,41.0,37.0,29.0,SECOND CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,NO,NO,YES,LOYAL REPUBLICAN,YES,YES,YES,BUSH,0.678
STATE,UPSTATE,41.0,37.0,30.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,THIS YEAR,SATISFIED WITH CANDIDATES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,SAME,TAX CUT,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,FAVORABLE,UNFAVORABLE,BUSH,YES,BUSH,YES,YES,NO,NOT TIED TO PARTY LEADERS,YES,YES,NO,BUSH,0.727
STATE,UPSTATE,41.0,37.0,31.0,SECOND CALL,25-29,WHITE,FEMALE,BUSH,TODAY,SATISFIED WITH CANDIDATES,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,BOTH,NO,BOTH,YES,YES,NO,LOYAL REPUBLICAN,YES,YES,NO,BUSH,0.727
