STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REGREPMD,REL5,WEIGHT
21.0,62.0,11.0,SECOND CALL,30-39,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,NO,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,0.6990000000000001
21.0,62.0,12.0,SECOND CALL,40-44,FEMALE,BUSH,WITHIN LAST WEEK,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.768
21.0,62.0,13.0,SECOND CALL,18-24,FEMALE,MCCAIN,TODAY,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,NONE,,NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,BOTH,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,NONE,0.705
21.0,62.0,14.0,SECOND CALL,45-49,MALE,KEYES,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.63
21.0,62.0,15.0,SECOND CALL,75+,MALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,NONE,"$75,000-$99,999",YES,MODERATE,MODERATE,65+,75+,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,OMITS,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,UNDECLARED/INDEPENDENT,NONE,0.903
21.0,62.0,16.0,SECOND CALL,40-44,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BOTH,NO,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.776
21.0,62.0,17.0,SECOND CALL,25-29,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.79
21.0,62.0,18.0,SECOND CALL,18-24,FEMALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,UNDECLARED/INDEPENDENT,CATHOLIC,0.705
21.0,62.0,19.0,SECOND CALL,50-59,FEMALE,BUSH,TODAY,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",YES,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,BUSH,GORE,OMITS,NEITHER,OMITS,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.768
21.0,62.0,20.0,THIRD CALL,18-24,MALE,BUSH,TODAY,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NONE,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,BOTH,NO,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,NONE,0.79
21.0,62.0,21.0,THIRD CALL,40-44,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,0.6990000000000001
21.0,62.0,22.0,THIRD CALL,25-29,MALE,MCCAIN,THIS YEAR,EDUCATION,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,NONE,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,BUSH,UNDECLARED/INDEPENDENT,NONE,0.712
21.0,62.0,23.0,THIRD CALL,40-44,MALE,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.6990000000000001
21.0,62.0,24.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,BUSH,NO,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.768
21.0,62.0,25.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.768
21.0,62.0,26.0,THIRD CALL,45-49,MALE,BUSH,TODAY,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,UNDECLARED/INDEPENDENT,CATHOLIC,0.776
21.0,62.0,27.0,THIRD CALL,50-59,MALE,MCCAIN,WITHIN LAST 3 DAYS,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,BOTH,YES,YES,LOYAL REPUBLICAN,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.6990000000000001
21.0,62.0,28.0,THIRD CALL,25-29,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,0.79
21.0,62.0,29.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,OMITS,OMITS,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,0.768
21.0,62.0,30.0,THIRD CALL,50-59,MALE,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,STRONG LEADER,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,NOT COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,GORE,GORE,OMITS,OMITS,NO,OMITS,NO,,NOT TIED TO PARTY LEADERS,OMITS,UNDECLARED/INDEPENDENT,,0.6990000000000001
21.0,63.0,1.0,FIRST CALL,50-59,MALE,MCCAIN,TODAY,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,YES,YES,LOYAL REPUBLICAN,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.145
21.0,63.0,2.0,FIRST CALL,60-64,FEMALE,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,OMITS,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,CATHOLIC,1.322
21.0,63.0,3.0,FIRST CALL,30-39,FEMALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,OMITS,NO,OMITS,OMITS,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,UNDECLARED/INDEPENDENT,CATHOLIC,1.135
21.0,63.0,4.0,FIRST CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,NOT COMPLETED,SUBURBAN WASHINGTON D.C.,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,BUSH,GORE,OMITS,OMITS,NO,OMITS,YES,,LOYAL REPUBLICAN,OMITS,REPUBLICAN,,1.2570000000000001
21.0,63.0,5.0,FIRST CALL,45-49,MALE,BUSH,WITHIN LAST 3 DAYS,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,OMITS,OMITS,YES,STRENGTHEN SOCIAL SECURITY,OMITS,DEMOCRAT,,,"$30,000-$49,000",OMITS,,,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,40-49,DEMOCRAT,40-49,40-49,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,GORE,OMITS,BUSH,NO,OMITS,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,UNDECLARED/INDEPENDENT,,1.2690000000000001
21.0,63.0,6.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,NOT TIED TO PARTY LEADERS,MCCAIN,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.334
21.0,63.0,7.0,FIRST CALL,18-24,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,NO,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,1.292
21.0,63.0,8.0,FIRST CALL,60-64,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,1.478
21.0,63.0,9.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,CATHOLIC,1.2570000000000001
21.0,63.0,10.0,FIRST CALL,50-59,FEMALE,BUSH,BEFORE THAT,OMITS,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,NOT COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,BUSH,OMITS,OMITS,OMITS,NO,OMITS,YES,,LOYAL REPUBLICAN,OMITS,REPUBLICAN,,1.2570000000000001
21.0,63.0,11.0,FIRST CALL,50-59,MALE,MCCAIN,BEFORE THAT,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NEITHER,NO,YES,NOT TIED TO PARTY LEADERS,MCCAIN,UNDECLARED/INDEPENDENT,CATHOLIC,1.145
21.0,63.0,12.0,SECOND CALL,50-59,,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,OMITS,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.2570000000000001
21.0,63.0,13.0,SECOND CALL,18-24,,BUSH,BEFORE THAT,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,NO,OMITS,NO,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.292
21.0,63.0,14.0,SECOND CALL,60-64,MALE,BUSH,BEFORE THAT,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,MCCAIN,TOO CONSERVATIVE,NEITHER,YES,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.478
21.0,63.0,15.0,SECOND CALL,65-74,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,REPUBLICAN,PROTESTANT/OTHER CHRISTIAN,1.465
21.0,63.0,16.0,SECOND CALL,25-29,FEMALE,KEYES,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,COMPLETED,SUBURBAN WASHINGTON D.C.,18-29,25-29,REPUBLICAN,25-29,25-29,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,OMITS,YES,NEITHER,NO,NO,OMITS,BUSH,REPUBLICAN,CATHOLIC,1.04
21.0,63.0,17.0,SECOND CALL,65-74,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,NOT COMPLETED,SUBURBAN WASHINGTON D.C.,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,NO,,LOYAL REPUBLICAN,OMITS,REPUBLICAN,,1.322
