STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,STANDLIV,ISSUE,QUALITY,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,FINSIT,UNION,PARTYID,EDUC,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,RACEREL,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,BCPERSON,INTERNET,STEC,RELPUB,BRADHLTH,WEIGHT
8.0,50.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,ECONOMY/JOBS,,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,WORSE,YES,DEMOCRAT,POST GRADUATE STUDY,YES,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,NO,GOOD,PUBLIC,YES,0.968
8.0,50.0,9.0,FIRST CALL,50-59,WHITE,MALE,GORE,WITHIN LAST WEEK,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.993
8.0,50.0,10.0,SECOND CALL,,WHITE,FEMALE,GORE,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,OMITS,,OMITS,,,,,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,,,,,,OMITS,,OMITS,OMITS,OMITS,0.968
8.0,50.0,11.0,SECOND CALL,45-49,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,HEALTH CARE,,APPROVE,BOTH,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,1.17
8.0,50.0,12.0,SECOND CALL,50-59,WHITE,MALE,GORE,BEFORE THAT,WILL FALL,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.993
8.0,50.0,13.0,SECOND CALL,18-24,BLACK,FEMALE,GORE,WITHIN LAST 3 DAYS,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,OMITS,COMPLETE,NEW CASTLE COUNTY,18-29,18-24,DEMOCRAT,18-24,18-24,FAVORABLE,YES,GOOD,NOT PUBLIC,YES,1.0030000000000001
8.0,50.0,14.0,THIRD CALL,45-49,WHITE,FEMALE,BRADLEY,TODAY,WILL RISE,EDUCATION,NOT TYPICAL POLITICIAN,APPROVE,ONLY BRADLEY,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,NO,GOOD,PUBLIC,NO,1.1400000000000001
8.0,50.0,15.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,TODAY,WILL RISE,SS/MEDICARE,NOT TYPICAL POLITICIAN,APPROVE,BOTH,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,,YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,NOT SO GOOD,PUBLIC,NO,0.967
8.0,50.0,16.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,OMITS,CAN WIN IN NOVEMBER,DISAPPROVE,BOTH,OMITS,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,1.17
8.0,53.0,1.0,FIRST CALL,40-44,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,NEITHER,BRADLEY PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.672
8.0,53.0,2.0,FIRST CALL,40-44,WHITE,FEMALE,BRADLEY,BEFORE THAT,WILL RISE,SS/MEDICARE,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.655
8.0,53.0,3.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,SS/MEDICARE,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.654
8.0,53.0,4.0,FIRST CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,WILL RISE,OMITS,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,WORSE,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NEITHER,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,YES,0.655
8.0,53.0,5.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,THIS YEAR,OMITS,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.672
8.0,53.0,6.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,HEALTH CARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,NEITHER,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.672
8.0,53.0,7.0,FIRST CALL,40-44,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,ECONOMY/JOBS,STANDS UP FOR BELIEFS,DISAPPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.672
8.0,53.0,8.0,FIRST CALL,65-74,WHITE,FEMALE,BRADLEY,TODAY,WILL FALL,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.654
8.0,53.0,9.0,FIRST CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,ECONOMY/JOBS,,APPROVE,BOTH,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,YES,EXCELLENT,PUBLIC,YES,0.5710000000000001
8.0,53.0,10.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.555
8.0,53.0,11.0,FIRST CALL,40-44,WHITE,MALE,GORE,THIS YEAR,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.5710000000000001
8.0,53.0,12.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,SOMEWHAT IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,YES,GOOD,NOT PUBLIC,YES,0.555
8.0,53.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,HEALTH CARE,,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.555
8.0,53.0,14.0,SECOND CALL,40-44,WHITE,MALE,GORE,TODAY,OMITS,ECONOMY/JOBS,,APPROVE,ONLY GORE,BOTH THE SAME,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.5710000000000001
8.0,53.0,15.0,SECOND CALL,30-39,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,WORLD AFFAIRS,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.5710000000000001
8.0,53.0,16.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,OMITS,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,75+,FAVORABLE,NO,GOOD,NOT PUBLIC,OMITS,0.555
8.0,53.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,YES,INDEPENDENT,POST GRADUATE STUDY,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,YES,GOOD,PUBLIC,NO,0.555
8.0,53.0,18.0,SECOND CALL,75+,WHITE,FEMALE,GORE,BEFORE THAT,WILL RISE,OMITS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,NOT IMPORTANT AT ALL,CANDS POSITIONS ON ISSUES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,YES,,NO,MODERATE,MODERATE,65+,75+,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,75+,UNFAVORABLE,NO,EXCELLENT,NOT PUBLIC,YES,0.555
8.0,53.0,19.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,WILL RISE,EDUCATION,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,OMITS,YES,0.555
8.0,53.0,20.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,ECONOMY/JOBS,REPRESENTS CONSERVATIVE VALUES,APPROVE,BOTH,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,YES,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.655
8.0,53.0,21.0,SECOND CALL,40-44,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,OMITS,CAN WIN IN NOVEMBER,APPROVE,BOTH,BOTH THE SAME,VERY IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,OMITS,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.655
8.0,53.0,22.0,SECOND CALL,75+,WHITE,MALE,BRADLEY,THIS YEAR,WILL RISE,SS/MEDICARE,CAN WIN IN NOVEMBER,OMITS,OMITS,BOTH THE SAME,NOT IMPORTANT AT ALL,OMITS,OMITS,,,,OMITS,,OMITS,,,65+,75+,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,75+,OMITS,,OMITS,OMITS,NO,0.671
8.0,53.0,23.0,SECOND CALL,25-29,BLACK,MALE,BRADLEY,TODAY,WILL RISE,EDUCATION,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,YES,GOOD,NOT PUBLIC,NO,0.6960000000000001
8.0,53.0,24.0,SECOND CALL,25-29,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,TAXES,,APPROVE,BOTH,BOTH THE SAME,OMITS,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,18-29,25-29,DEMOCRAT,25-29,25-29,FAVORABLE,YES,OMITS,NOT PUBLIC,NO,0.684
8.0,53.0,25.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,OMITS,STANDS UP FOR BELIEFS,DISAPPROVE,NEITHER,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,INDEPENDENT,COLLEGE GRADUATE,NO,,NO,MODERATE,MODERATE,65+,18-74,NEITHER,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,,GOOD,NOT PUBLIC,NO,0.654
8.0,53.0,26.0,SECOND CALL,75+,WHITE,FEMALE,BRADLEY,THIS YEAR,WILL RISE,SS/MEDICARE,CAN WIN IN NOVEMBER,OMITS,OMITS,BOTH THE SAME,NOT IMPORTANT AT ALL,OMITS,OMITS,,,,OMITS,,OMITS,,,65+,75+,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,60+,60+,,65+,75+,OMITS,,OMITS,OMITS,NO,0.654
8.0,53.0,27.0,SECOND CALL,,WHITE,,BRADLEY,TODAY,WILL FALL,OMITS,OMITS,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,,,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,,,DEMOCRAT,,,UNFAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.672
8.0,53.0,28.0,THIRD CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,OMITS,OMITS,,APPROVE,BOTH,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,,NO,MODERATE,MODERATE,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.654
8.0,53.0,29.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL RISE,EDUCATION,CAN WIN IN NOVEMBER,APPROVE,OMITS,OMITS,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,FAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.655
8.0,53.0,30.0,THIRD CALL,40-44,BLACK,FEMALE,BRADLEY,THIS YEAR,WILL RISE,OMITS,CAN WIN IN NOVEMBER,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,ONLY BRADLEY,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,YES,EXCELLENT,PUBLIC,NO,0.649
8.0,53.0,31.0,THIRD CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,WILL FALL,SS/MEDICARE,,DISAPPROVE,ONLY BRADLEY,BOTH THE SAME,NOT TOO IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"UNDER $15,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,OMITS,COMPLETE,NEW CASTLE COUNTY,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,NO,GOOD,PUBLIC,NO,0.654
8.0,53.0,32.0,THIRD CALL,30-39,BLACK,MALE,BRADLEY,THIS YEAR,WILL RISE,OMITS,,OMITS,NEITHER,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,NO,,NO,MODERATE,MODERATE,18-64,18-74,NEITHER,COMPLETE,NEW CASTLE COUNTY,30-44,30-39,DEMOCRAT,30-39,30-39,OMITS,YES,GOOD,NOT PUBLIC,NO,0.666
8.0,53.0,33.0,THIRD CALL,50-59,WHITE,FEMALE,BRADLEY,BEFORE THAT,WILL FALL,CAMPAIGN FINANCE REFORM,OMITS,APPROVE,ONLY BRADLEY,BOTH THE SAME,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,NO,GOOD,NOT PUBLIC,NO,0.655
8.0,53.0,34.0,THIRD CALL,65-74,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,OMITS,OMITS,OMITS,APPROVE,ONLY BRADLEY,BOTH THE SAME,SOMEWHAT IMPORTANT,CANDS PERSONAL QUALITIES,OMITS,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OMITS,"UNDER $15,000",OMITS,VERY LIBERAL,LIBERAL,65+,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,65+,65-74,OMITS,NO,EXCELLENT,OMITS,OMITS,0.654
8.0,53.0,35.0,THIRD CALL,40-44,BLACK,MALE,BRADLEY,THIS YEAR,WILL RISE,HEALTH CARE,,APPROVE,ONLY BRADLEY,BRADLEY PLAN BETTER,NOT IMPORTANT AT ALL,CANDS PERSONAL QUALITIES,SAME,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,30-44,40-49,DEMOCRAT,40-49,40-49,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.666
8.0,53.0,36.0,THIRD CALL,18-24,WHITE,FEMALE,OTHER,WITHIN LAST 3 DAYS,WILL RISE,WORLD AFFAIRS,,OMITS,OMITS,OMITS,SOMEWHAT IMPORTANT,OMITS,OMITS,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,NOT COMPLETE,NEW CASTLE COUNTY,18-29,18-24,,18-24,18-24,OMITS,,OMITS,OMITS,NO,0.892
8.0,53.0,37.0,THIRD CALL,60-64,WHITE,MALE,GORE,BEFORE THAT,OMITS,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,APPROVE,ONLY GORE,BOTH THE SAME,VERY IMPORTANT,CANDS PERSONAL QUALITIES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,NO,EXCELLENT,NOT PUBLIC,NO,0.5700000000000001
8.0,53.0,38.0,THIRD CALL,60-64,WHITE,MALE,GORE,BEFORE THAT,WILL RISE,SS/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,ONLY GORE,GORE PLAN BETTER,VERY IMPORTANT,CANDS POSITIONS ON ISSUES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,ONLY GORE,COMPLETE,NEW CASTLE COUNTY,60+,60+,DEMOCRAT,50-64,50-64,FAVORABLE,YES,EXCELLENT,NOT PUBLIC,NO,0.5700000000000001
