AGEABC,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,CLINTON,UNION,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,GORE,TXPSREFD,BCPERSON,GWMRCSRV,GORBSH3,HISPANIC,QRACE,REL5,WEIGHT
18-24,44.0,84.0,36.0,THIRD CALL,18-24,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,INDEPENDENT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,18-29,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.548
50-59,44.0,84.0,37.0,THIRD CALL,50-59,OTHER,MALE,BRADLEY,DISAPPROVE,YES,DEMOCRAT,CATHOLIC,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,BUSH,NO,OTHER,CATHOLIC,0.453
50-59,44.0,84.0,38.0,THIRD CALL,50-59,OTHER,MALE,BRADLEY,DISAPPROVE,YES,DEMOCRAT,CATHOLIC,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,BUSH,NO,OTHER,CATHOLIC,0.453
30-39,44.0,84.0,39.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,YES,GORE,,BLACK,PROTESTANT/OTHER CHRISTIAN,0.59
60+,44.0,84.0,40.0,THIRD CALL,60-64,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.781
60+,44.0,84.0,41.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.783
25-29,44.0,84.0,42.0,THIRD CALL,25-29,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,DEMOCRAT,25-29,25-29,FAVORABLE,FAVORABLE,NO,FAVORABLE,YES,BUSH,YES,HISPANIC/LATINO,CATHOLIC,0.55
60+,44.0,84.0,43.0,THIRD CALL,60-64,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.55
40-49,44.0,84.0,44.0,THIRD CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.59
50-59,44.0,84.0,45.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.59
60+,44.0,84.0,46.0,THIRD CALL,60-64,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.781
40-49,44.0,84.0,47.0,THIRD CALL,40-44,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,HISPANIC/LATINO,CATHOLIC,0.589
60+,44.0,84.0,48.0,THIRD CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,OMITS,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.783
40-49,44.0,86.0,1.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,NO,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.441
25-29,44.0,86.0,2.0,FIRST CALL,25-29,WHITE,MALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,BUSH,NO,WHITE,CATHOLIC,1.485
30-39,44.0,86.0,3.0,FIRST CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.987
30-39,44.0,86.0,4.0,FIRST CALL,30-39,HISPANIC/LATINO,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,BUSH,YES,HISPANIC/LATINO,CATHOLIC,1.012
40-49,44.0,86.0,5.0,FIRST CALL,45-49,HISPANIC/LATINO,MALE,OTHER,DISAPPROVE,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,BUSH,YES,WHITE,PROTESTANT/OTHER CHRISTIAN,0.61
60+,44.0,86.0,6.0,FIRST CALL,60-64,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,60+,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,NO,FAVORABLE,OMITS,GORE,YES,HISPANIC/LATINO,CATHOLIC,1.477
40-49,44.0,86.0,7.0,FIRST CALL,45-49,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.441
60+,44.0,86.0,8.0,FIRST CALL,75+,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,UNFAVORABLE,NO,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,1.303
30-39,44.0,86.0,9.0,FIRST CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,INDEPENDENT,CATHOLIC,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,OMITS,YES,UNFAVORABLE,NO,BUSH,YES,HISPANIC/LATINO,CATHOLIC,0.987
50-59,44.0,86.0,10.0,FIRST CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,OMITS,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.987
25-29,44.0,86.0,11.0,FIRST CALL,25-29,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$100,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,18-29,DEMOCRAT,25-29,25-29,FAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.898
60+,44.0,86.0,12.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,OMITS,FAVORABLE,NO,FAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.856
60+,44.0,86.0,13.0,FIRST CALL,75+,WHITE,MALE,OTHER,DISAPPROVE,NO,INDEPENDENT,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,NO,BUSH,NO,WHITE,CATHOLIC,1.299
40-49,44.0,86.0,14.0,FIRST CALL,40-44,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,INDEPENDENT,NONE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,NONE,0.871
50-59,44.0,86.0,15.0,FIRST CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,NO,GORE,YES,WHITE,CATHOLIC,0.987
60+,44.0,86.0,16.0,FIRST CALL,75+,WHITE,,BRADLEY,DISAPPROVE,YES,INDEPENDENT,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.447
60+,44.0,86.0,17.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,,WHITE,PROTESTANT/OTHER CHRISTIAN,2.104
60+,44.0,86.0,18.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,APPROVE,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,OMITS,OMITS,UNFAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.157
40-49,44.0,86.0,19.0,FIRST CALL,40-44,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.871
50-59,44.0,86.0,20.0,FIRST CALL,50-59,HISPANIC/LATINO,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,YES,FAVORABLE,NO,BUSH,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.871
50-59,44.0,86.0,21.0,SECOND CALL,50-59,HISPANIC/LATINO,MALE,GORE,APPROVE,,DEMOCRAT,CATHOLIC,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,YES,,CATHOLIC,0.871
60+,44.0,86.0,22.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,NO,OMITS,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.856
25-29,44.0,86.0,23.0,SECOND CALL,25-29,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.898
60+,44.0,86.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,BRADLEY,OMITS,NO,DEMOCRAT,PROTESTANT,,MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,FAVORABLE,UNFAVORABLE,OMITS,UNFAVORABLE,OMITS,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.447
30-39,44.0,86.0,25.0,SECOND CALL,30-39,HISPANIC/LATINO,MALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,YES,FAVORABLE,YES,BUSH,YES,HISPANIC/LATINO,CATHOLIC,0.871
40-49,44.0,86.0,26.0,SECOND CALL,40-44,WHITE,MALE,BRADLEY,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,NO,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.441
40-49,44.0,86.0,27.0,SECOND CALL,40-44,WHITE,FEMALE,BRADLEY,APPROVE,NO,INDEPENDENT,NONE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,YES,NEITHER,NO,WHITE,NONE,1.633
,44.0,86.0,28.0,SECOND CALL,,WHITE,MALE,OTHER,OMITS,,,,,,,,,STATE,SOUTH,,,,,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,WHITE,,0.868
30-39,44.0,86.0,29.0,SECOND CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.987
40-49,44.0,86.0,30.0,SECOND CALL,45-49,WHITE,FEMALE,OTHER,DISAPPROVE,NO,INDEPENDENT,PROTESTANT,,,,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,NO,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.985
50-59,44.0,86.0,31.0,SECOND CALL,50-59,WHITE,MALE,BRADLEY,APPROVE,NO,INDEPENDENT,NONE,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,NO,UNFAVORABLE,NO,NEITHER,NO,WHITE,NONE,1.441
60+,44.0,86.0,32.0,SECOND CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,65+,75+,STATE,SOUTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,YES,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.856
50-59,44.0,86.0,33.0,SECOND CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,NO,GORE,,HISPANIC/LATINO,CATHOLIC,0.987
60+,44.0,86.0,34.0,SECOND CALL,60-64,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,1.477
30-39,44.0,86.0,35.0,SECOND CALL,30-39,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,INDEPENDENT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.871
30-39,44.0,86.0,36.0,SECOND CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,BUSH,YES,HISPANIC/LATINO,CATHOLIC,0.987
40-49,44.0,86.0,37.0,SECOND CALL,45-49,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.871
40-49,44.0,86.0,38.0,SECOND CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,YES,WHITE,PROTESTANT/OTHER CHRISTIAN,0.987
60+,44.0,86.0,39.0,SECOND CALL,65-74,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",MODERATE,MODERATE,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,YES,,PROTESTANT/OTHER CHRISTIAN,1.303
40-49,44.0,86.0,40.0,SECOND CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.987
60+,44.0,86.0,41.0,SECOND CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,NO,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,2.104
60+,44.0,86.0,42.0,SECOND CALL,65-74,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,1.303
40-49,44.0,86.0,43.0,SECOND CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,DISAPPROVE,NO,INDEPENDENT,CATHOLIC,,MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,YES,UNFAVORABLE,YES,OMITS,YES,HISPANIC/LATINO,CATHOLIC,0.987
40-49,44.0,86.0,44.0,SECOND CALL,40-44,WHITE,FEMALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,SOUTH,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,YES,UNFAVORABLE,YES,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.633
40-49,44.0,86.0,45.0,SECOND CALL,40-44,HISPANIC/LATINO,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,BUSH,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.987
50-59,44.0,86.0,46.0,THIRD CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,YES,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.987
50-59,44.0,86.0,47.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,1.4060000000000001
18-24,44.0,86.0,48.0,THIRD CALL,18-24,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"UNDER $15,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,18-29,DEMOCRAT,18-24,18-24,FAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.898
50-59,44.0,86.0,49.0,THIRD CALL,50-59,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,OMITS,FAVORABLE,OMITS,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.871
30-39,44.0,86.0,50.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.987
30-39,44.0,86.0,51.0,THIRD CALL,30-39,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,SOUTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,NO,GORE,YES,HISPANIC/LATINO,CATHOLIC,0.987
40-49,44.0,86.0,52.0,THIRD CALL,45-49,HISPANIC/LATINO,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,BUSH,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,0.987
40-49,44.0,86.0,53.0,THIRD CALL,40-44,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,INDEPENDENT,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,SOUTH,30-44,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,NO,UNFAVORABLE,YES,GORE,YES,HISPANIC/LATINO,SOMETHING ELSE,0.871
60+,44.0,86.0,54.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,SOUTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,NO,FAVORABLE,YES,GORE,NO,WHITE,CATHOLIC,2.104
