AGEABC,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,BUSHKNOW,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,MCCAIN,GORE,TXPSREFD,GWMRCSRV,GORBSH3,HISPANIC,REL5,WEIGHT
50-59,44.0,284.0,7.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.429
30-39,44.0,284.0,8.0,FIRST CALL,30-39,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,CATHOLIC,0.425
50-59,44.0,284.0,9.0,FIRST CALL,50-59,FEMALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.464
50-59,44.0,284.0,10.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.429
60+,44.0,284.0,11.0,FIRST CALL,60-64,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.434
50-59,44.0,284.0,12.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,INDEPENDENT,CATHOLIC,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,CATHOLIC,0.429
40-49,44.0,284.0,13.0,FIRST CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.425
60+,44.0,284.0,14.0,FIRST CALL,75+,,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,,VERY LIBERAL,LIBERAL,65+,75+,STATE,HOUSTON,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.439
60+,44.0,284.0,15.0,FIRST CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,OMITS,OMITS,OMITS,BUSH,YES,CATHOLIC,0.401
50-59,44.0,284.0,16.0,FIRST CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.429
60+,44.0,284.0,17.0,SECOND CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,OMITS,OMITS,OMITS,BUSH,YES,CATHOLIC,0.401
50-59,44.0,284.0,18.0,SECOND CALL,50-59,MALE,BUSH,YES,YES,INDEPENDENT,CATHOLIC,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,CATHOLIC,0.429
50-59,44.0,284.0,19.0,SECOND CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,CATHOLIC,0.464
40-49,44.0,284.0,20.0,SECOND CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.425
60+,44.0,284.0,21.0,SECOND CALL,75+,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,,VERY LIBERAL,LIBERAL,65+,75+,STATE,HOUSTON,60+,REPUBLICAN,65+,75+,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,OMITS,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.47500000000000003
25-29,44.0,284.0,22.0,THIRD CALL,25-29,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.401
50-59,44.0,284.0,23.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.429
25-29,44.0,284.0,24.0,THIRD CALL,25-29,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,YES,BUSH,YES,CATHOLIC,0.339
50-59,44.0,284.0,25.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.429
50-59,44.0,284.0,26.0,THIRD CALL,50-59,FEMALE,BUSH,YES,NO,INDEPENDENT,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.464
40-49,44.0,284.0,27.0,THIRD CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,OMITS,UNFAVORABLE,NO,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.392
60+,44.0,284.0,28.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,INDEPENDENT,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.439
50-59,44.0,284.0,29.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.464
50-59,44.0,284.0,30.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,OMITS,UNFAVORABLE,YES,YES,BUSH,NO,SOMETHING ELSE,0.429
50-59,44.0,284.0,31.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,REPUBLICAN,SOMETHING ELSE,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,SOMETHING ELSE,0.464
18-24,44.0,284.0,32.0,THIRD CALL,18-24,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.371
60+,44.0,284.0,33.0,THIRD CALL,65-74,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,YES,BUSH,YES,CATHOLIC,0.434
60+,44.0,284.0,34.0,THIRD CALL,65-74,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"UNDER $15,000",VERY LIBERAL,LIBERAL,65+,18-74,STATE,HOUSTON,60+,REPUBLICAN,65+,65-74,FAVORABLE,OMITS,OMITS,YES,YES,BUSH,,CATHOLIC,0.439
60+,44.0,284.0,35.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,JEWISH,"$75,000-$99,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,HOUSTON,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,JEWISH,0.439
18-24,44.0,284.0,36.0,THIRD CALL,18-24,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,18-24,18-24,FAVORABLE,FAVORABLE,UNFAVORABLE,OMITS,YES,BUSH,NO,CATHOLIC,0.401
40-49,44.0,284.0,37.0,THIRD CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.429
25-29,44.0,284.0,38.0,THIRD CALL,25-29,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,18-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.367
30-39,44.0,284.0,39.0,THIRD CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.429
60+,44.0,284.0,40.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,INDEPENDENT,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,60+,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,YES,CATHOLIC,0.401
60+,44.0,284.0,41.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,60+,DEMOCRAT,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.434
40-49,44.0,284.0,42.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,SOMETHING ELSE,0.429
50-59,44.0,284.0,43.0,THIRD CALL,50-59,MALE,KEYES,NO,NO,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,50-64,50-64,UNFAVORABLE,OMITS,FAVORABLE,NO,NO,GORE,NO,PROTESTANT/OTHER CHRISTIAN,0.117
40-49,44.0,284.0,44.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,FAVORABLE,NO,NO,BUSH,YES,SOMETHING ELSE,0.425
50-59,44.0,284.0,45.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.429
60+,44.0,284.0,46.0,THIRD CALL,60-64,FEMALE,BUSH,YES,YES,REPUBLICAN,PROTESTANT,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,60+,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,OMITS,YES,BUSH,YES,PROTESTANT/OTHER CHRISTIAN,0.434
50-59,44.0,284.0,47.0,THIRD CALL,50-59,FEMALE,BUSH,YES,YES,SOMETHING ELSE,OTHER CHRISTIAN,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.464
40-49,44.0,284.0,48.0,THIRD CALL,40-44,MALE,BUSH,NO,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,YES,CATHOLIC,0.392
60+,44.0,284.0,49.0,THIRD CALL,75+,FEMALE,BUSH,YES,OMITS,REPUBLICAN,PROTESTANT,"UNDER $15,000",MODERATE,MODERATE,65+,75+,STATE,HOUSTON,60+,REPUBLICAN,65+,75+,FAVORABLE,OMITS,FAVORABLE,NO,YES,BUSH,,PROTESTANT/OTHER CHRISTIAN,0.47500000000000003
30-39,44.0,284.0,50.0,THIRD CALL,30-39,FEMALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,HOUSTON,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,CATHOLIC,0.464
60+,44.0,284.0,51.0,THIRD CALL,75+,MALE,BUSH,YES,YES,INDEPENDENT,PROTESTANT,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,HOUSTON,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,FAVORABLE,FAVORABLE,NO,OMITS,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,0.439
40-49,44.0,285.0,1.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.653
40-49,44.0,285.0,2.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.653
30-39,44.0,285.0,3.0,THIRD CALL,30-39,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,30-44,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.653
50-59,44.0,285.0,4.0,THIRD CALL,50-59,MALE,BUSH,NO,NO,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,SOMETHING ELSE,1.653
40-49,44.0,285.0,5.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,SOMETHING ELSE,1.653
40-49,44.0,285.0,6.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.653
40-49,44.0,285.0,7.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.653
50-59,44.0,285.0,8.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.653
40-49,44.0,285.0,9.0,THIRD CALL,45-49,MALE,BUSH,YES,YES,REPUBLICAN,CATHOLIC,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,YES,CATHOLIC,1.5190000000000001
40-49,44.0,285.0,10.0,THIRD CALL,45-49,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,FAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.653
60+,44.0,285.0,11.0,THIRD CALL,60-64,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,2.146
50-59,44.0,285.0,12.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.653
50-59,44.0,285.0,13.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,SOMETHING ELSE,1.653
50-59,44.0,285.0,14.0,THIRD CALL,50-59,MALE,BUSH,YES,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.653
50-59,44.0,285.0,15.0,THIRD CALL,50-59,MALE,BUSH,NO,NO,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,SOMETHING ELSE,1.653
50-59,44.0,285.0,16.0,THIRD CALL,50-59,MALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,SOMETHING ELSE,1.653
50-59,44.0,285.0,17.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$30,000-$49,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,FAVORABLE,YES,YES,BUSH,NO,SOMETHING ELSE,1.5
50-59,44.0,285.0,18.0,THIRD CALL,50-59,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,SOMETHING ELSE,1.5
60+,44.0,285.0,19.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$75,000-$99,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,EAST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,SOMETHING ELSE,1.948
40-49,44.0,285.0,20.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.5
40-49,44.0,285.0,21.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.5
60+,44.0,285.0,22.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,SOMETHING ELSE,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,SOMETHING ELSE,1.948
60+,44.0,285.0,23.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,JEWISH,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,EAST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,NO,BUSH,NO,JEWISH,1.948
60+,44.0,285.0,24.0,THIRD CALL,60-64,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,NO,NO,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.948
40-49,44.0,285.0,25.0,THIRD CALL,45-49,FEMALE,BUSH,NO,YES,REPUBLICAN,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,EAST,45-59,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,UNFAVORABLE,YES,YES,BUSH,NO,PROTESTANT/OTHER CHRISTIAN,1.5
