BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,ASHCROFT,PREVPRI,VETVOTER,CARNAHAN,BEATDEM,REL5,WEIGHT
COMPLETED,SOUTHWEST,26.0,56.0,44.0,THIRD CALL,30-39,FEMALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,FAVORABLE,YES,NO,UNFAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,2.653
COMPLETED,SOUTHWEST,26.0,56.0,45.0,THIRD CALL,30-39,FEMALE,KEYES,TODAY,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,OMITS,MCCAIN,FAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,2.04
COMPLETED,SOUTHWEST,26.0,56.0,46.0,THIRD CALL,45-49,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,UNFAVORABLE,YES,NO,FAVORABLE,MCCAIN,SOMETHING ELSE,2.737
COMPLETED,SOUTHWEST,26.0,56.0,47.0,THIRD CALL,45-49,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,2.964
COMPLETED,SOUTHWEST,26.0,56.0,48.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,3.059
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,1.0,FIRST CALL,50-59,FEMALE,BUSH,BEFORE THAT,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.866
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,2.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",YES,,,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,BUSH,NO,BUSH,FAVORABLE,YES,NO,OMITS,BUSH,CATHOLIC,0.917
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,3.0,FIRST CALL,60-64,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,BOTH,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.932
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,4.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,OMITS,BOTH,FAVORABLE,YES,YES,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.917
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,5.0,SECOND CALL,50-59,FEMALE,BUSH,WITHIN LAST 3 DAYS,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,OMITS,OMITS,SOMETHING ELSE,POST GRADUATE STUDY,CATHOLIC,,OMITS,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,OMITS,OMITS,UNFAVORABLE,YES,NO,UNFAVORABLE,BUSH,CATHOLIC,0.866
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,6.0,SECOND CALL,30-39,MALE,BUSH,BEFORE THAT,TAXES,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,NONE,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,BUSH,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,NONE,0.917
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,7.0,SECOND CALL,75+,MALE,BUSH,THIS YEAR,EDUCATION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,BUSH,FAVORABLE,NO,YES,UNFAVORABLE,BUSH,CATHOLIC,0.932
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,8.0,SECOND CALL,65-74,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,BUSH,FAVORABLE,YES,NO,FAVORABLE,BUSH,CATHOLIC,0.88
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,9.0,SECOND CALL,75+,,MCCAIN,WITHIN LAST 3 DAYS,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,FAVORABLE,YES,NO,UNFAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.937
NOT COMPLETED,NORTH/SOUTHEAST,26.0,59.0,10.0,SECOND CALL,65-74,FEMALE,BUSH,THIS YEAR,OMITS,STRONG LEADER,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,OMITS,OMITS,OMITS,YES,,FAVORABLE,OMITS,,0.88
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,11.0,SECOND CALL,40-44,FEMALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.866
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,12.0,SECOND CALL,75+,FEMALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,,YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,DEMOCRAT,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,OMITS,BOTH,FAVORABLE,,NO,FAVORABLE,OMITS,PROTESTANT/OTHER CHRISTIAN,0.937
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,13.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,YES,BUSH,FAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.932
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,14.0,SECOND CALL,65-74,MALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,YES,BOTH,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.932
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,15.0,SECOND CALL,40-44,MALE,BUSH,TODAY,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NONE,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NEITHER,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,NONE,0.917
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,16.0,SECOND CALL,40-44,FEMALE,MCCAIN,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,OMITS,OMITS,OMITS,OMITS,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,YES,,,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,OMITS,OMITS,FAVORABLE,ONLY REPUBLICANS,OMITS,OMITS,OMITS,BOTH,OMITS,OMITS,OMITS,YES,NO,OMITS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.922
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,17.0,SECOND CALL,40-44,FEMALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NONE,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NEITHER,UNFAVORABLE,YES,NO,FAVORABLE,BUSH,NONE,0.866
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,18.0,SECOND CALL,45-49,MALE,BUSH,TODAY,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NEITHER,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.917
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,19.0,SECOND CALL,40-44,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NEITHER,FAVORABLE,YES,YES,UNFAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.978
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,20.0,THIRD CALL,30-39,MALE,BUSH,TODAY,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NEITHER,FAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.917
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,21.0,THIRD CALL,40-44,,BUSH,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",OMITS,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,BUSH,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,CATHOLIC,0.917
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,22.0,THIRD CALL,75+,MALE,BUSH,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,NO,BOTH,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.932
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,23.0,THIRD CALL,75+,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,FAVORABLE,YES,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.88
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,24.0,THIRD CALL,65-74,MALE,KEYES,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,OMITS,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,OMITS,ONLY REPUBLICANS,BUSH,OMITS,OMITS,OMITS,YES,BUSH,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,1.339
NOT COMPLETED,NORTH/SOUTHEAST,26.0,59.0,25.0,THIRD CALL,50-59,MALE,BUSH,WITHIN LAST 3 DAYS,WORLD AFFAIRS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,YES,,OMITS,OMITS,,0.917
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,26.0,THIRD CALL,60-64,FEMALE,BUSH,WITHIN LAST 3 DAYS,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,OMITS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,FAVORABLE,NO,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.88
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,27.0,THIRD CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,BUSH,FAVORABLE,YES,YES,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.932
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,28.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,OMITS,NEITHER,FAVORABLE,YES,NO,UNFAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.866
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,29.0,THIRD CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,DEMOCRAT,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,UNFAVORABLE,NO,NO,UNFAVORABLE,MCCAIN,CATHOLIC,0.922
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,30.0,THIRD CALL,60-64,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,FAVORABLE,YES,NO,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.937
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,31.0,THIRD CALL,60-64,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,FAVORABLE,NO,YES,UNFAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.993
COMPLETED,NORTH/SOUTHEAST,26.0,59.0,32.0,THIRD CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,BOTH,FAVORABLE,NO,NO,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.866
