QTYPE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,BUSHUNFR,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,BUSH,MCCAIN,WEIGHT,GEOCODE,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,INTERNET,BUSHENGL,BEATDEM,CAMPFIN
STATE,23.0,56.0,17.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,1.5250000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,YES,BOTH,YES,NO,LOYAL REPUBLICAN,YES,NOT MUCH,MCCAIN,HELP
STATE,23.0,56.0,18.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,YES,SOMETHING ELSE,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,NEITHER,NO,NO,NOT TIED TO PARTY LEADERS,NO,SOMEWHAT,BUSH,HELP
STATE,23.0,56.0,19.0,THIRD CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,1.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,BUSH,NO,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,56.0,20.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,1.5250000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,YES,GREAT DEAL,MCCAIN,HELP
STATE,23.0,56.0,21.0,THIRD CALL,45-49,WHITE,FEMALE,MCCAIN,THIS YEAR,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,YES,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,1.647,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,MCCAIN,HELP
STATE,23.0,56.0,22.0,THIRD CALL,45-49,HISPANIC/LATINO,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,MILITARY RECORD,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,1.409,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,YES,SOMEWHAT,MCCAIN,HELP
STATE,23.0,56.0,23.0,THIRD CALL,25-29,WHITE,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,1.49,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,MCCAIN,NO,YES,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HELP
STATE,23.0,56.0,24.0,THIRD CALL,40-44,BLACK,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,SAME,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,1.494,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,56.0,25.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OMITS,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,1.5250000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,MCCAIN,HELP
STATE,23.0,56.0,26.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,OMITS,MCCAIN,YES,NO,LOYAL REPUBLICAN,YES,NOT MUCH,BUSH,HURT
STATE,23.0,56.0,27.0,THIRD CALL,45-49,WHITE,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,DEMOCRAT,40-49,40-49,OMITS,FAVORABLE,1.5250000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,MCCAIN,YES,YES,LOYAL REPUBLICAN,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,56.0,28.0,THIRD CALL,50-59,WHITE,MALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,NO,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,50-59,REPUBLICAN,50-64,50-64,FAVORABLE,UNFAVORABLE,1.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,BUSH,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,HURT
STATE,23.0,56.0,29.0,THIRD CALL,30-39,WHITE,MALE,BUSH,TODAY,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,OMITS,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,,NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,1.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,56.0,30.0,THIRD CALL,40-44,WHITE,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,BETTER,TAX CUT,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,,NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,FAVORABLE,1.5250000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,NOT AT ALL,MCCAIN,HURT
STATE,23.0,56.0,31.0,THIRD CALL,40-44,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,TAXES,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,1.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,NO,OMITS,YES,NO,LOYAL REPUBLICAN,YES,NOT MUCH,BUSH,HELP
STATE,23.0,56.0,32.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,1.5250000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,NO,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,MCCAIN,HELP
STATE,23.0,56.0,33.0,THIRD CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,TAXES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,1.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,YES,BOTH,NO,NO,LOYAL REPUBLICAN,YES,SOMEWHAT,BUSH,HELP
STATE,23.0,56.0,34.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,OMITS,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,BUSH,HURT
STATE,23.0,56.0,35.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,NOT AT ALL,BUSH,HURT
STATE,23.0,56.0,36.0,THIRD CALL,25-29,WHITE,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NO,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,UNFAVORABLE,1.708,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,YES,SOMEWHAT,BUSH,HELP
STATE,23.0,56.0,37.0,THIRD CALL,60-64,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,CAN WIN IN NOVEMBER,OMITS,NO,LEGAL IN MOST CASES,NO,OMITS,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,COLLEGE GRADUATE,YES,,NO,VERY LIBERAL,LIBERAL,18-64,18-74,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,2.237,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,YES,OMITS,NO,NO,NOT TIED TO PARTY LEADERS,NO,GREAT DEAL,MCCAIN,HELP
STATE,23.0,56.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,THIS YEAR,EDUCATION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,,NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,BUSH,HURT
STATE,23.0,56.0,39.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN ALL CASES,YES,SAME,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,YES,"$75,000-$99,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,OMITS,1.887,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,YES,GREAT DEAL,BUSH,HELP
STATE,23.0,56.0,40.0,THIRD CALL,65-74,WHITE,MALE,UNCOMMITTED,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,SAME,TAX CUT,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NO,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,65+,18-74,COMPLETE,60+,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,0.9410000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,YES,BOTH,NO,YES,OMITS,NO,NOT MUCH,BUSH,OMITS
STATE,23.0,56.0,41.0,THIRD CALL,25-29,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OMITS,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,18-29,25-29,REPUBLICAN,25-29,25-29,FAVORABLE,FAVORABLE,1.844,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,OMITS,BOTH,YES,NO,OMITS,YES,NOT AT ALL,BUSH,HELP
STATE,23.0,56.0,42.0,THIRD CALL,40-44,WHITE,FEMALE,UNCOMMITTED,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,SAME,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,FAVORABLE,0.748,SUBURBS - OAKLAND AND MACOMB COUNTIES,NEITHER,YES,BOTH,YES,NO,LOYAL REPUBLICAN,NO,NOT AT ALL,OMITS,HURT
STATE,23.0,59.0,1.0,SECOND CALL,65-74,WHITE,MALE,BUSH,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,,YES,LEGAL IN MOST CASES,YES,,,,,,,,,,,65+,18-74,NOT COMPLETE,60+,60+,,65+,65-74,FAVORABLE,OMITS,1.042,SUBURBS - OAKLAND AND MACOMB COUNTIES,,OMITS,,,,,,,,
STATE,23.0,59.0,2.0,SECOND CALL,45-49,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,WORSE,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,0.722,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT MUCH,MCCAIN,HELP
STATE,23.0,59.0,3.0,SECOND CALL,45-49,WHITE,FEMALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,BETTER,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,UNFAVORABLE,FAVORABLE,0.722,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,59.0,4.0,SECOND CALL,30-39,WHITE,MALE,BUSH,WITHIN LAST 3 DAYS,OMITS,HAS THE RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,30-44,30-39,REPUBLICAN,30-39,30-39,FAVORABLE,FAVORABLE,0.767,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,NEITHER,YES,YES,LOYAL REPUBLICAN,YES,NOT MUCH,BUSH,HELP
STATE,23.0,59.0,5.0,SECOND CALL,30-39,,FEMALE,BUSH,TODAY,MORAL VALUES,HAS THE RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OMITS,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,FAVORABLE,UNFAVORABLE,0.8280000000000001,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,YES,SOMEWHAT,BUSH,OMITS
STATE,23.0,59.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,BETTER,TAX CUT,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,YES,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,45-59,50-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,0.722,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,59.0,7.0,SECOND CALL,65-74,WHITE,MALE,MCCAIN,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,60+,60+,INDEPENDENT/OTHER,65+,65-74,UNFAVORABLE,FAVORABLE,0.908,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,OMITS,NO,YES,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,OMITS
STATE,23.0,59.0,8.0,SECOND CALL,45-49,WHITE,MALE,BUSH,THIS YEAR,ABORTION,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,BETTER,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,45-59,40-49,REPUBLICAN,40-49,40-49,FAVORABLE,UNFAVORABLE,0.767,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,NO,BUSH,YES,NO,LOYAL REPUBLICAN,NO,SOMEWHAT,BUSH,HELP
STATE,23.0,59.0,9.0,SECOND CALL,75+,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,NOT A TYPICAL POLITICIAN,,YES,ILLEGAL IN ALL CASES,YES,,,,,,,,,,,65+,75+,NOT COMPLETE,60+,60+,,65+,75+,UNFAVORABLE,FAVORABLE,0.908,SUBURBS - OAKLAND AND MACOMB COUNTIES,,NO,,,,,,,,
STATE,23.0,59.0,10.0,SECOND CALL,60-64,WHITE,MALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,MILITARY RECORD,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN ALL CASES,YES,BETTER,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,OMITS,FAVORABLE,0.908,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,NO,GREAT DEAL,MCCAIN,HELP
STATE,23.0,59.0,11.0,SECOND CALL,60-64,WHITE,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,MILITARY RECORD,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN MOST CASES,NO,SAME,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,OMITS,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,60+,60+,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,0.981,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,NO,MCCAIN,NO,NO,OMITS,NO,GREAT DEAL,MCCAIN,HELP
STATE,23.0,59.0,12.0,THIRD CALL,25-29,WHITE,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,SAME,OMITS,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,0.706,SUBURBS - OAKLAND AND MACOMB COUNTIES,BUSH,NO,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,NO,NOT AT ALL,MCCAIN,HELP
STATE,23.0,59.0,13.0,THIRD CALL,60-64,WHITE,MALE,BUSH,THIS YEAR,OMITS,OMITS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,BETTER,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,60+,60+,REPUBLICAN,50-64,50-64,FAVORABLE,FAVORABLE,1.042,SUBURBS - OAKLAND AND MACOMB COUNTIES,BOTH,YES,BUSH,YES,YES,LOYAL REPUBLICAN,NO,NOT MUCH,BUSH,HURT
STATE,23.0,59.0,14.0,THIRD CALL,30-39,WHITE,FEMALE,MCCAIN,BEFORE THAT,EDUCATION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,SAME,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,YES,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,COMPLETE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,0.722,SUBURBS - OAKLAND AND MACOMB COUNTIES,MCCAIN,YES,MCCAIN,YES,NO,LOYAL REPUBLICAN,YES,GREAT DEAL,MCCAIN,HELP
