QRACE,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRIN,VETVOTER,MCRRIGHT,VERSION,ONLYREPS,REALWIN,GORE,BRADLEY,BEATDEM,GAY,HISPANIC,REL5,REGCA,NOVCHOIC,WEIGHT,BACKSIDE,GEOCODE
WHITE,5.0,88.0,9.0,FIRST CALL,60-64,WHITE,MALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,YES,REPUBLICAN,,,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.554,COMPLETED,CENTRAL VALLEY/NORTH
BLACK,5.0,88.0,11.0,FIRST CALL,65-74,BLACK,MALE,KEYES,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,NO,INDEPENDENT,,,"$100,000 OR MORE",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,,,,GORE,GORE,,NEITHER,MCCAIN,YES,,,2, KEYES,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.74,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,14.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,0.5640000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,19.0,FIRST CALL,18-24,WHITE,FEMALE,BUSH,,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.656,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,20.0,FIRST CALL,30-39,WHITE,FEMALE,BUSH,,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,GREAT DEAL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.636,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,21.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,,,TOO CONSERVATIVE,,,,YES,SOMEWHAT,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.5640000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,22.0,FIRST CALL,50-59,WHITE,MALE,BUSH,,OMITS,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.5640000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,23.0,FIRST CALL,50-59,WHITE,FEMALE,BUSH,,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,OMITS,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,ABOUT RIGHT,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,0.636,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,24.0,FIRST CALL,50-59,WHITE,FEMALE,MCCAIN,,MORAL VALUES,NEW IDEAS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,,TAX CUT,,NO,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT MUCH,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,0.5750000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,26.0,SECOND CALL,30-39,WHITE,FEMALE,BUSH,BEFORE THAT,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,NO,REPUBLICAN,,,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.636,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,28.0,SECOND CALL,75+,WHITE,MALE,BUSH,WITHIN LAST WEEK,,,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,YES,REPUBLICAN,,,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,,,,BUSH,GORE,,BOTH,BUSH,NO,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.614,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,29.0,SECOND CALL,50-59,WHITE,FEMALE,BUSH,WITHIN LAST WEEK,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,OMITS,REPUBLICAN,,,"$100,000 OR MORE",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,MCCAIN,,NEITHER,OMITS,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.636,COMPLETED,CENTRAL VALLEY/NORTH
HISPANIC,5.0,88.0,32.0,SECOND CALL,45-49,HISPANIC/LATINO,MALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,YES,REPUBLICAN,,,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,GORE,GORE,,MCCAIN,MCCAIN,NO,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,YES,,REPUBLICAN,NOT SATISFIED,0.464,COMPLETED,CENTRAL VALLEY/NORTH
ASIAN,5.0,88.0,35.0,SECOND CALL,40-44,ASIAN,FEMALE,MCCAIN,BEFORE THAT,,,CANDS PERSONAL QUALITIES,,,,BETTER,,YES,YES,INDEPENDENT,,,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,,,,OMITS,MCCAIN,,MCCAIN,MCCAIN,NO,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.5750000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,38.0,SECOND CALL,25-29,WHITE,MALE,BUSH,,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT MUCH,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.581,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,40.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,GREAT DEAL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.6910000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,41.0,SECOND CALL,40-44,WHITE,MALE,MCCAIN,,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,YES,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,YES,SOMEWHAT,1,,,UNFAVORABLE,FAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.51,COMPLETED,CENTRAL VALLEY/NORTH
HISPANIC,5.0,88.0,43.0,SECOND CALL,30-39,HISPANIC/LATINO,FEMALE,MCCAIN,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT MUCH,1,,,UNFAVORABLE,UNFAVORABLE,MCCAIN,NO,YES,CATHOLIC,REPUBLICAN,,0.523,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,44.0,SECOND CALL,30-39,HISPANIC/LATINO,MALE,MCCAIN,,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,YES,CATHOLIC,REPUBLICAN,,0.464,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,45.0,SECOND CALL,65-74,WHITE,FEMALE,BUSH,,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT MUCH,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.6910000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,50.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,THIS YEAR,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BUSH,BUSH,YES,,,2,BUSH,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.636,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,51.0,THIRD CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,,,OMITS,,,,OMITS,,,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,,,,BUSH,MCCAIN,,OMITS,BUSH,YES,,,2,OMITS,WINS AMONG PARTY REGISTERED,,,,,,,REPUBLICAN,OMITS,0.5640000000000001,NOT COMPLETED,CENTRAL VALLEY/NORTH
ASIAN,5.0,88.0,52.0,THIRD CALL,40-44,ASIAN,FEMALE,BUSH,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BUSH,BOTH,YES,,,2,BUSH,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.636,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,54.0,THIRD CALL,65-74,WHITE,MALE,MCCAIN,TODAY,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,NO,REPUBLICAN,,,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,,,,BUSH,MCCAIN,,BUSH,MCCAIN,YES,,,2,MCCAIN,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.554,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,55.0,THIRD CALL,30-39,WHITE,FEMALE,BUSH,WITHIN LAST 3 DAYS,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,OMITS,REPUBLICAN,,,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,GORE,,NEITHER,OMITS,YES,,,2,BUSH,OMITS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.636,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,56.0,THIRD CALL,30-39,WHITE,MALE,MCCAIN,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,YES,REPUBLICAN,,,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,MCCAIN,MCCAIN,YES,,,2,MCCAIN,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.51,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,58.0,THIRD CALL,50-59,WHITE,MALE,MCCAIN,TODAY,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,YES,REPUBLICAN,,,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,,,,BUSH,MCCAIN,,MCCAIN,BOTH,YES,,,2,MCCAIN,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,NOT SATISFIED,0.51,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,59.0,THIRD CALL,30-39,WHITE,MALE,BUSH,THIS YEAR,,,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,BUSH,BOTH,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.5640000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,62.0,THIRD CALL,40-44,WHITE,MALE,BUSH,THIS YEAR,,,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,NO,REPUBLICAN,,,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BUSH,NEITHER,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.5640000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,63.0,THIRD CALL,45-49,WHITE,FEMALE,BUSH,BEFORE THAT,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,OMITS,REPUBLICAN,,,"$75,000-$99,999",OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BOTH,OMITS,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,NO,NO,,REPUBLICAN,SATISFIED,0.636,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,64.0,THIRD CALL,40-44,WHITE,FEMALE,BUSH,BEFORE THAT,,,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,NO,REPUBLICAN,,,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,OMITS,,BUSH,NEITHER,YES,,,2,BUSH,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.636,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,65.0,THIRD CALL,45-49,WHITE,FEMALE,MCCAIN,OMITS,,,OMITS,,,,OMITS,,,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,40-49,,40-49,40-49,,,,BUSH,MCCAIN,,OMITS,OMITS,YES,,,2,BUSH,WINS AMONG ALL VOTERS,,,,,NO,,REPUBLICAN,OMITS,0.5750000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,66.0,THIRD CALL,60-64,WHITE,MALE,BUSH,BEFORE THAT,,,CANDS PERSONAL QUALITIES,,,,SAME,,NO,YES,REPUBLICAN,,,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,,,,BUSH,MCCAIN,,BUSH,BOTH,YES,,,2,BUSH,WINS AMONG PARTY REGISTERED,,,,NO,NO,,REPUBLICAN,SATISFIED,0.614,COMPLETED,CENTRAL VALLEY/NORTH
ASIAN,5.0,88.0,68.0,THIRD CALL,40-44,ASIAN,FEMALE,MCCAIN,,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT MUCH,1,,,UNFAVORABLE,UNFAVORABLE,MCCAIN,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.5750000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,69.0,THIRD CALL,50-59,WHITE,FEMALE,MCCAIN,,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,GREAT DEAL,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.5750000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,70.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,OMITS,STRONG LEADER,OMITS,YES,LEGAL IN ALL CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.5640000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,71.0,THIRD CALL,65-74,WHITE,MALE,BUSH,,TAXES,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,JEWISH,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,JEWISH,REPUBLICAN,,0.614,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,72.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,TAXES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,OMITS,YES,,TAX CUT,,NO,REPUBLICAN,COLLEGE GRADUATE,NONE,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,NOT MUCH,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,NONE,REPUBLICAN,,0.5640000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,73.0,THIRD CALL,50-59,WHITE,MALE,BUSH,,ABORTION,HAS RIGHT EXPERIENCE,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NO,NOT AT ALL,1,,,UNFAVORABLE,UNFAVORABLE,MCCAIN,NO,NO,CATHOLIC,REPUBLICAN,,0.5640000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,80.0,THIRD CALL,45-49,WHITE,MALE,BUSH,,WORLD AFFAIRS,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NO,SOMEWHAT,1,,,UNFAVORABLE,FAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,0.5640000000000001,COMPLETED,CENTRAL VALLEY/NORTH
WHITE,5.0,88.0,84.0,THIRD CALL,60-64,WHITE,MALE,BUSH,,MORAL VALUES,HAS RIGHT EXPERIENCE,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,,TAX CUT,,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,,,OMITS,,,,YES,NOT AT ALL,1,,,UNFAVORABLE,UNFAVORABLE,BUSH,NO,NO,CATHOLIC,REPUBLICAN,,0.614,COMPLETED,CENTRAL VALLEY/NORTH
