BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,REGREPRI,CHAFFEE,BEATDEM,REL5,WEIGHT
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,39.0,41.0,THIRD CALL,50-59,,MCCAIN,TODAY,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,1.002
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,39.0,42.0,THIRD CALL,18-24,MALE,BUSH,TODAY,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,"UNDER $15,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,18-29,18-24,DEMOCRAT,18-24,18-24,NOT CONSERVATIVE ENOUGH,OMITS,FAVORABLE,BUSH,GORE,TOO CONSERVATIVE,MCCAIN,NO,BUSH,YES,NO,REPUBLICAN,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.544
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,39.0,43.0,THIRD CALL,45-49,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"UNDER $15,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,DEMOCRAT,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,MCCAIN,NO,YES,UNAFFILIATED/INDEPENDENT,UNFAVORABLE,MCCAIN,CATHOLIC,1.209
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,39.0,44.0,THIRD CALL,45-49,MALE,KEYES,WITHIN LAST WEEK,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,UNAFFILIATED/INDEPENDENT,UNFAVORABLE,MCCAIN,CATHOLIC,0.525
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,39.0,45.0,THIRD CALL,25-29,MALE,BUSH,TODAY,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,NO,BUSH,NO,YES,REPUBLICAN,FAVORABLE,BUSH,CATHOLIC,0.544
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,39.0,46.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,1.002
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,39.0,47.0,THIRD CALL,45-49,,BUSH,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,UNAFFILIATED/INDEPENDENT,OMITS,BUSH,CATHOLIC,0.847
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,39.0,48.0,THIRD CALL,45-49,FEMALE,BUSH,BEFORE THAT,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,BUSH,GORE,TOO CONSERVATIVE,BUSH,YES,BUSH,YES,NO,REPUBLICAN,FAVORABLE,BUSH,CATHOLIC,0.847
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,1.0,FIRST CALL,18-24,MALE,MCCAIN,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"UNDER $15,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,MCCAIN,NO,NO,REPUBLICAN,FAVORABLE,MCCAIN,CATHOLIC,0.41100000000000003
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,2.0,FIRST CALL,75+,FEMALE,BUSH,BEFORE THAT,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,OMITS,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,REPUBLICAN,FAVORABLE,BUSH,CATHOLIC,0.5670000000000001
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,3.0,FIRST CALL,,MALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,NONE,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,,,STATE,,,REPUBLICAN,,,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,NONE,0.531
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,4.0,FIRST CALL,65-74,FEMALE,BUSH,TODAY,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BOTH,YES,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,BUSH,CATHOLIC,0.5670000000000001
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,5.0,FIRST CALL,45-49,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,YES,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,0.531
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,6.0,FIRST CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,0.531
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,7.0,FIRST CALL,50-59,MALE,BUSH,BEFORE THAT,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,OMITS,YES,OMITS,NO,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$75,000-$99,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,REPUBLICAN,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.372
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,8.0,FIRST CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,REPUBLICAN,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.449
NOT COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,9.0,FIRST CALL,60-64,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,60+,60+,,50-64,50-64,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,OMITS,OMITS,YES,,UNAFFILIATED/INDEPENDENT,FAVORABLE,OMITS,,0.352
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,10.0,FIRST CALL,75+,,BUSH,BEFORE THAT,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,OMITS,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,NO,BUSH,YES,YES,REPUBLICAN,FAVORABLE,BUSH,CATHOLIC,0.47000000000000003
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,11.0,FIRST CALL,75+,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,OMITS,OMITS,LEGAL IN MOST CASES,YES,OMITS,NO,REPUBLICAN,,CATHOLIC,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,OMITS,BUSH,OMITS,OMITS,BUSH,YES,OMITS,YES,NO,REPUBLICAN,FAVORABLE,BUSH,CATHOLIC,0.5670000000000001
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,12.0,SECOND CALL,25-29,MALE,KEYES,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NEITHER,YES,NO,UNAFFILIATED/INDEPENDENT,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.216
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,13.0,SECOND CALL,50-59,,MCCAIN,TODAY,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$75,000-$99,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,GORE,TOO CONSERVATIVE,MCCAIN,NO,MCCAIN,NO,NO,UNAFFILIATED/INDEPENDENT,UNFAVORABLE,MCCAIN,CATHOLIC,0.64
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,14.0,SECOND CALL,50-59,FEMALE,BUSH,THIS YEAR,ABORTION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,"UNDER $15,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,BUSH,NO,NO,,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.449
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,15.0,SECOND CALL,65-74,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,OMITS,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,DEMOCRAT,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,0.811
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,16.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NEITHER,YES,NO,REPUBLICAN,FAVORABLE,BUSH,PROTESTANT/OTHER CHRISTIAN,0.449
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,17.0,THIRD CALL,75+,,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,,NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,MCCAIN,NO,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,0.671
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,18.0,THIRD CALL,30-39,MALE,KEYES,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,MCCAIN,YES,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,0.279
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,19.0,THIRD CALL,18-24,,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"UNDER $15,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,GORE,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,REPUBLICAN,FAVORABLE,BUSH,CATHOLIC,0.34900000000000003
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,20.0,THIRD CALL,30-39,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,OMITS,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.64
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,21.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,TAX CUT,NO,INDEPENDENT,,,,YES,,,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,YES,BUSH,YES,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,BUSH,,0.449
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,22.0,THIRD CALL,18-24,FEMALE,BUSH,THIS YEAR,EDUCATION,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,NONE,"UNDER $15,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,BUSH,NO,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,BUSH,NONE,0.34900000000000003
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,23.0,THIRD CALL,45-49,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,0.531
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,24.0,THIRD CALL,40-44,MALE,BUSH,WITHIN LAST WEEK,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,BOTH,YES,NO,REPUBLICAN,FAVORABLE,BUSH,CATHOLIC,0.372
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,25.0,THIRD CALL,30-39,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,,NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,0.64
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,26.0,THIRD CALL,40-44,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,OTHER CHRISTIAN,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.64
NOT COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,27.0,THIRD CALL,40-44,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,OMITS,OMITS,OMITS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,REPUBLICAN,FAVORABLE,OMITS,,0.531
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,28.0,THIRD CALL,40-44,FEMALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,UNAFFILIATED/INDEPENDENT,FAVORABLE,MCCAIN,CATHOLIC,0.64
COMPLETED,WARWICK/MIDDLE CLASS SUBURBS,40.0,45.0,29.0,THIRD CALL,45-49,MALE,KEYES,WITHIN LAST WEEK,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,NO,TAX CUT,OMITS,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,OMITS,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,OMITS,NEITHER,NO,NEITHER,NO,NO,REPUBLICAN,FAVORABLE,MCCAIN,CATHOLIC,0.279
