STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,LOYALREP,BEATDEM,REL5,WEIGHT,BACKSIDE,GEOCODE
11.0,61.0,33.0,THIRD CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,DEMOCRAT,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.604,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,34.0,THIRD CALL,30-39,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,OMITS,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.604,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,35.0,THIRD CALL,30-39,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,MCCAIN,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.604,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,36.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,NO,OMITS,YES,,NOT TIED TO PARTY LEADERS,OMITS,,0.71,NOT COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,37.0,THIRD CALL,18-24,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,BUSH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.548,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,38.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,BOTH,YES,NO,LOYAL REPUBLICAN,MCCAIN,CATHOLIC,0.71,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,39.0,THIRD CALL,25-29,,BUSH,WITHIN LAST 3 DAYS,EDUCATION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,0.5660000000000001,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,40.0,THIRD CALL,50-59,MALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.624,COMPLETED,SUBURBAN REPUBLICAN
11.0,61.0,41.0,THIRD CALL,18-24,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,OMITS,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,DEMOCRAT,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,OMITS,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.625,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,1.0,FIRST CALL,50-59,MALE,KEYES,THIS YEAR,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.028,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,2.0,FIRST CALL,30-39,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,YES,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.461,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,3.0,FIRST CALL,25-29,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.327,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,4.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$30,000-$49,000",YES,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,NO,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.461,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,5.0,FIRST CALL,30-39,MALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.461,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,6.0,FIRST CALL,45-49,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,TAX CUT,NO,SOMETHING ELSE,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,YES,LOYAL REPUBLICAN,BUSH,CATHOLIC,1.461,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,7.0,FIRST CALL,30-39,MALE,BUSH,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,SOMETHING ELSE,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.461,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,8.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BUSH,NO,BUSH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.461,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,9.0,FIRST CALL,50-59,,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,YES,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.416,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,10.0,FIRST CALL,30-39,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.611,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,11.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,NEITHER,YES,NO,LOYAL REPUBLICAN,BUSH,CATHOLIC,1.416,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,12.0,FIRST CALL,30-39,FEMALE,BUSH,TODAY,TAXES,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,NEITHER,OMITS,OMITS,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.416,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,13.0,FIRST CALL,30-39,FEMALE,BUSH,BEFORE THAT,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,OMITS,OMITS,NO,NO,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.416,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,14.0,FIRST CALL,65-74,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,65+,18-74,STATE,60+,60+,,65+,65-74,OMITS,OMITS,OMITS,ALL VOTERS,BUSH,MCCAIN,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,1.813,NOT COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,15.0,FIRST CALL,45-49,FEMALE,BUSH,BEFORE THAT,ABORTION,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,40-49,,40-49,40-49,OMITS,FAVORABLE,OMITS,ALL VOTERS,BUSH,OMITS,OMITS,OMITS,YES,OMITS,YES,,LOYAL REPUBLICAN,OMITS,,1.416,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,16.0,SECOND CALL,30-39,MALE,KEYES,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.028,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,17.0,SECOND CALL,50-59,,MCCAIN,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,NONE,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,NONE,1.6640000000000001,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,18.0,SECOND CALL,18-24,MALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,DEMOCRAT,18-24,18-24,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,NO,NO,NOT TIED TO PARTY LEADERS,MCCAIN,NONE,1.51,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,19.0,SECOND CALL,45-49,MALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,1.461,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,20.0,SECOND CALL,50-59,FEMALE,BUSH,TODAY,OMITS,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,TOO CONSERVATIVE,BUSH,YES,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.416,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,21.0,SECOND CALL,25-29,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NEITHER,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.285,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,22.0,SECOND CALL,30-39,FEMALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BUSH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.416,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,23.0,SECOND CALL,18-24,FEMALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ALL VOTERS,GORE,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,NO,NO,NOT TIED TO PARTY LEADERS,BUSH,CATHOLIC,1.285,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,24.0,THIRD CALL,50-59,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NO,MCCAIN,YES,NO,NOT TIED TO PARTY LEADERS,MCCAIN,PROTESTANT/OTHER CHRISTIAN,1.611,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,25.0,THIRD CALL,60-64,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NO,BOTH,YES,NO,NOT TIED TO PARTY LEADERS,BUSH,PROTESTANT/OTHER CHRISTIAN,1.999,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,26.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,NONE,,NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NEITHER,YES,NO,LOYAL REPUBLICAN,MCCAIN,NONE,1.461,COMPLETED,SUBURBAN REPUBLICAN
11.0,62.0,27.0,THIRD CALL,45-49,FEMALE,BUSH,WITHIN LAST 3 DAYS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,BOTH,YES,NO,LOYAL REPUBLICAN,BUSH,PROTESTANT/OTHER CHRISTIAN,1.416,COMPLETED,SUBURBAN REPUBLICAN
