STATE,PREC,SEQ,OTHPRIDI,OVER65,OVER75,REGDEM,BACKSIDE,GEOCODE,AGE4,AGEABC,AGE65,AGE75,OTHERPRI,REFORMVT,BEATREP,CALL,AGE9,SEX,DEMVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ADSGORE,CLINTON,SURPLUS,HLTHPLAN,CLINGORE,ISSVQUAL,ADSBRAD,DEMSEEN,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,PARTY,DEBATES,GORE,BRADLEY,BCPERSON,INTERNET,STEC,ETAX,NEWWAYS,MARRIED,CHILD,RELPUB,DESCRIBE,IMPRESS,ELIFE,BRADHLTH,SOTUNION,REL5,WEIGHT
30.0,76.0,14.0,,65+,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,60+,60+,65+,65-74,,,,CALL 2,65-74,MALE,BRADLEY,,WOULD LIKE SOMEONE ELSE,WILL RISE,,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BRADLEY'S PLAN,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,UNFAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,NO,NO,,,,,,YES,,1.303
30.0,76.0,15.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 2,45-49,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,CAMPAIGN FINANCE REFORM,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,SOME COLLEGE/ASSOCIATE,,,"$30,000-$49,000",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,NO,,,,,NO,NO,,1.195
30.0,76.0,16.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,,,,CALL 2,40-44,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,COLLEGE GRADUATE,,,"$50,000-$74,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,YES,,,,,YES,YES,,1.4020000000000001
30.0,76.0,17.0,NO,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,NO,YES,GORE,CALL 2,30-39,FEMALE,GORE,BEFORE THAT,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$100,000 OR MORE",YES,MODERATE,MODERATE,INDEPENDENT/OTHER,NOT TOO CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,NEWSPAPERS,GREAT DEAL,,,SOMETHING ELSE,1.4020000000000001
30.0,76.0,18.0,"YES, FOR MCCAIN",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,"YES, FOR MCCAIN",YES,GORE,CALL 2,30-39,FEMALE,GORE,TODAY,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,INDEPENDENT,SOME COLLEGE/ASSOCIATE,PROTESTANT,YES,"$50,000-$74,999",NO,MODERATE,MODERATE,INDEPENDENT/OTHER,NOT TOO CLOSELY,,,FAVORABLE,YES,,NO,NEW WAYS,YES,YES,PUBLICLY DISCUSSED,LIKE MY CAND WITH RESERVATIONS,TELEVISION,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.4020000000000001
30.0,76.0,19.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,NO,NO,BRADLEY,CALL 2,45-49,MALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,YES,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,NONE,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,NOT TOO CLOSELY,,,UNFAVORABLE,YES,,,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,NEWSPAPERS,GREAT DEAL,,,NONE,1.195
30.0,76.0,20.0,,18-64,18-74,,NOT COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,CAMPAIGN FINANCE REFORM,STRONG LEADER,,,,BRADLEY'S PLAN,SOMEWHAT IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,YES,YES,,,,,NO,,,1.179
30.0,76.0,21.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,NO,,1.179
30.0,76.0,22.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,EDUCATION,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,WORSE,NO,INDEPENDENT,COLLEGE GRADUATE,,,"UNDER $15,000",,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.336
30.0,76.0,23.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,25-29,25-29,25-29,,,,CALL 3,25-29,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,NEW IDEAS,,DISAPPROVE,BRADLEY,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$50,000-$74,999",,MODERATE,MODERATE,DEMOCRAT,,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,1.336
30.0,76.0,24.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,EDUCATION,NOT A TYPICAL POLITICIAN,,DISAPPROVE,BRADLEY,BRADLEY'S PLAN,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,WORSE,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$30,000-$49,000",,SOMEWHAT CONSERVATIVE,CONSERVATIVE,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,NO,,1.179
30.0,76.0,25.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,,,,CALL 3,40-44,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,NOT A TYPICAL POLITICIAN,,DISAPPROVE,NEITHER,,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,SOME COLLEGE/ASSOCIATE,,,"$30,000-$49,000",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,YES,,,,,YES,NO,,1.4020000000000001
30.0,76.0,26.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,,APPROVE,BOTH,GORE'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,,,"$75,000-$99,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.59
30.0,76.0,27.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,FEMALE,GORE,,SATISFIED WITH CANDS,WILL FALL,ECONOMY/JOBS,STRONG LEADER,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,SAME,YES,INDEPENDENT,COLLEGE GRADUATE,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.4020000000000001
30.0,76.0,28.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,HEALTH CARE,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"$15,000-$29,999",,VERY LIBERAL,LIBERAL,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,NO,NO,,,,,NO,YES,,1.355
30.0,76.0,29.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,NOT A TYPICAL POLITICIAN,,DISAPPROVE,BRADLEY,BOTH ABOUT THE SAME,SOMEWHAT IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,,,"$75,000-$99,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,NO,YES,,1.179
30.0,76.0,30.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,,,,CALL 3,50-59,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,TAXES,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,INDEPENDENT,SOME COLLEGE/ASSOCIATE,,,"$50,000-$74,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,FAVORABLE,,EXCELLENT,,,YES,NO,,,,,NO,YES,,1.179
30.0,76.0,31.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,30-39,30-39,30-39,,,,CALL 3,30-39,FEMALE,GORE,,SATISFIED WITH CANDS,WILL FALL,,,,APPROVE,GORE,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,,,"$50,000-$74,999",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,YES,,,,,YES,NO,,1.4020000000000001
30.0,76.0,32.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,,,,CALL 3,50-59,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL FALL,HEALTH CARE,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.179
30.0,76.0,33.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,STANDS UP FOR BELIEFS,,DISAPPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$100,000 OR MORE",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,YES,,,,,NO,NO,,1.336
30.0,76.0,34.0,,65+,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,60+,60+,65+,65-74,,,,CALL 3,65-74,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$30,000-$49,000",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,YES,,1.285
30.0,76.0,35.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,NOT A TYPICAL POLITICIAN,,DISAPPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,,,"$100,000 OR MORE",,MODERATE,MODERATE,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.336
30.0,76.0,36.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,25-29,25-29,25-29,,,,CALL 3,25-29,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,BETTER,NO,DEMOCRAT,,,,"UNDER $15,000",,MODERATE,MODERATE,DEMOCRAT,,FAVORABLE,,,,GOOD,,,NO,YES,,,,,NO,NO,,1.59
30.0,76.0,37.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,,,,CALL 3,18-24,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STRONG LEADER,,DISAPPROVE,GORE,GORE'S PLAN,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,SOME COLLEGE/ASSOCIATE,,,,,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,,FAVORABLE,UNFAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,YES,YES,,1.612
30.0,76.0,38.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,,,,CALL 3,50-59,MALE,GORE,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,HAS THE RIGHT EXPERIENCE,,APPROVE,GORE,BOTH ABOUT THE SAME,NOT IMPORTANT AT ALL,CAND'S PERSONAL QUALITIES,,,BETTER,NO,INDEPENDENT,COLLEGE GRADUATE,,,"$75,000-$99,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,FAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,YES,,,,,YES,NO,,1.421
30.0,76.0,39.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,YES,BRADLEY,CALL 3,50-59,MALE,GORE,THIS YEAR,,,,,NO,APPROVE,,,,,NO,TWO,,,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",YES,VERY LIBERAL,LIBERAL,DEMOCRAT,VERY CLOSELY,,,UNFAVORABLE,YES,,YES,NEW WAYS,YES,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,CANDIDATE CONTACT,GREAT DEAL,,,CATHOLIC,1.421
30.0,76.0,40.0,NO,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,18-29,18-24,18-24,18-24,NO,NO,BRADLEY,CALL 3,18-24,FEMALE,BRADLEY,WITHIN LAST WEEK,,,,,YES,APPROVE,,,,,YES,THREE OR MORE,,,INDEPENDENT,HIGH SCHOOL GRADUATE,SOMETHING ELSE,NO,"$15,000-$29,999",YES,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,UNFAVORABLE,NO,,YES,NEW WAYS,NO,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,,GOOD AMOUNT,,,SOMETHING ELSE,1.336
30.0,76.0,41.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,"YES, FOR MCCAIN",OMITS,OMITS,CALL 3,50-59,MALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,NOT TOO CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,NEWSPAPERS,GREAT DEAL,,,,1.195
30.0,76.0,42.0,NO,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,45-59,50-59,50-64,50-64,NO,NO,BRADLEY,CALL 3,50-59,FEMALE,BRADLEY,WITHIN LAST WEEK,,,,,NO,APPROVE,,,,,YES,THREE OR MORE,,,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,,YES,,,NEW WAYS,NO,YES,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,NEWSPAPERS,GOOD AMOUNT,,,CATHOLIC,1.179
30.0,76.0,43.0,,18-64,18-74,DEMOCRAT,COMPLETE,CONCORD AND CONNECTICUT VALLEY,30-44,40-49,40-49,40-49,NO,NO,GORE,CALL 3,40-44,FEMALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,DEMOCRAT,COLLEGE GRADUATE,SOMETHING ELSE,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,NOT TOO CLOSELY,,,UNFAVORABLE,NO,,,NEW WAYS,,YES,KEEP TO THEMSELVES,LIKE MY CAND WITH RESERVATIONS,NEWSPAPERS,LITTLE,,,SOMETHING ELSE,1.179
30.0,80.0,1.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,SOUTH,30-44,30-39,30-39,30-39,,,,CALL 1,30-39,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,STANDS UP FOR BELIEFS,,DISAPPROVE,BRADLEY,BOTH ABOUT THE SAME,NOT TOO IMPORTANT,CAND'S POSITIONS ON ISSUES,,,WORSE,NO,INDEPENDENT,POST GRADUATE STUDY,,,"$30,000-$49,000",,MODERATE,MODERATE,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,YES,,,,,NO,YES,,1.054
30.0,80.0,2.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,60+,60+,50-64,50-64,,,,CALL 1,60-64,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BRADLEY'S PLAN,NOT TOO IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,NO,DEMOCRAT,SOME COLLEGE/ASSOCIATE,,,"$100,000 OR MORE",,MODERATE,MODERATE,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,YES,NO,,,,,NO,NO,,1.518
30.0,80.0,3.0,,65+,75+,,NOT COMPLETE,SOUTH,60+,60+,65+,75+,,,,CALL 1,75+,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,STANDS UP FOR BELIEFS,,,,BRADLEY'S PLAN,NOT IMPORTANT AT ALL,,,,,,,,,,,,,,,,,,,,,,,YES,NO,,,,,NO,,,1.518
30.0,80.0,4.0,,,,DEMOCRAT,COMPLETE,SOUTH,,,,,,,,CALL 1,,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,,STANDS UP FOR BELIEFS,,APPROVE,GORE,GORE'S PLAN,NOT IMPORTANT AT ALL,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,FAVORABLE,FAVORABLE,,GOOD,,,YES,YES,,,,,,YES,,1.486
30.0,80.0,5.0,NO,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,SOUTH,45-59,50-59,50-64,50-64,NO,YES,BRADLEY,CALL 1,50-59,FEMALE,BRADLEY,THIS YEAR,,,,,NO,APPROVE,,,,,YES,THREE OR MORE,,,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,UNFAVORABLE,YES,,NO,NEW WAYS,NO,NO,PUBLICLY DISCUSSED,STRONGLY FAVOR MY CAND,TELEVISION,GREAT DEAL,,,PROTESTANT/OTHER CHRISTIAN,1.0230000000000001
30.0,80.0,6.0,,65+,75+,DEMOCRAT,COMPLETE,SOUTH,60+,60+,65+,75+,NO,NO,BRADLEY,CALL 1,75+,,BRADLEY,BEFORE THAT,,,,,NO,APPROVE,,,,,YES,ONE,,,DEMOCRAT,HIGH SCHOOL GRADUATE,PROTESTANT,NO,"$50,000-$74,999",NO,MODERATE,MODERATE,DEMOCRAT,VERY CLOSELY,,,FAVORABLE,NO,,NO,NEW WAYS,,NO,KEEP TO THEMSELVES,STRONGLY FAVOR MY CAND,FRIENDS/FAMILY,GOOD AMOUNT,,,PROTESTANT/OTHER CHRISTIAN,1.472
30.0,80.0,7.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,18-29,25-29,25-29,25-29,,,,CALL 2,25-29,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,EDUCATION,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BRADLEY'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,SAME,NO,INDEPENDENT,POST GRADUATE STUDY,,,"$15,000-$29,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.4060000000000001
30.0,80.0,8.0,"YES, FOR MCCAIN",18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,SOUTH,45-59,40-49,40-49,40-49,"YES, FOR MCCAIN",YES,GORE,CALL 2,45-49,FEMALE,BRADLEY,TODAY,,,,,NO,APPROVE,,,,,NO,THREE OR MORE,,,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,INDEPENDENT/OTHER,SOMEWHAT CLOSELY,,,FAVORABLE,YES,,NO,,YES,NO,PUBLICLY DISCUSSED,LIKE MY CAND WITH RESERVATIONS,TELEVISION,GREAT DEAL,,,CATHOLIC,1.0230000000000001
30.0,80.0,9.0,,18-64,18-74,DEMOCRAT,COMPLETE,SOUTH,45-59,40-49,40-49,40-49,,,,CALL 3,45-49,MALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,CAMPAIGN FINANCE REFORM,NOT A TYPICAL POLITICIAN,,APPROVE,BRADLEY,BRADLEY'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,,,"$50,000-$74,999",,MODERATE,MODERATE,INDEPENDENT/OTHER,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,EXCELLENT,,,YES,YES,,,,,NO,NO,,1.054
30.0,80.0,10.0,,18-64,18-74,UNDECLARED/INDEPENDENT,COMPLETE,SOUTH,60+,60+,50-64,50-64,,,,CALL 3,60-64,FEMALE,GORE,,SATISFIED WITH CANDS,WILL RISE,ECONOMY/JOBS,STRONG LEADER,,APPROVE,GORE,GORE'S PLAN,SOMEWHAT IMPORTANT,CAND'S POSITIONS ON ISSUES,,,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,,,"$30,000-$49,000",,VERY LIBERAL,LIBERAL,DEMOCRAT,,FAVORABLE,UNFAVORABLE,FAVORABLE,,EXCELLENT,,,NO,NO,,,,,YES,YES,,2.137
30.0,80.0,11.0,,65+,18-74,DEMOCRAT,COMPLETE,SOUTH,60+,60+,65+,65-74,,,,CALL 3,65-74,FEMALE,BRADLEY,,SATISFIED WITH CANDS,WILL RISE,SS/ MEDICARE,STANDS UP FOR BELIEFS,,APPROVE,BRADLEY,BOTH ABOUT THE SAME,VERY IMPORTANT,CAND'S PERSONAL QUALITIES,,,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,,,"$15,000-$29,999",,SOMEWHAT LIBERAL,LIBERAL,DEMOCRAT,,UNFAVORABLE,FAVORABLE,UNFAVORABLE,,GOOD,,,NO,NO,,,,,NO,NO,,1.472
