BUSHUNFR,VETVOTER,STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,TIME,NONPVOTE,CLINTON,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,FINSIT,SSTAX,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRIN,MCRRIGHT,VERSION,ONLYDEMS,ONLYREPS,REALWIN,GORE,BRADLEY,BCPERSON,BEATDEM,GAY,SENCA,PROP22,HISPANIC,QRACE,REL5,REGCA,NOVCHOIC,WEIGHT
YES,NO,5.0,54.0,9.0,FIRST CALL,45-49,HISPANIC/LATINO,MALE,,GORE,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,,"$50,000-$74,999",,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,45-59,40-49,DEMOCRAT,40-49,40-49,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT MUCH,WHITE,,,,FAVORABLE,UNFAVORABLE,,BUSH,NO,FEINSTEIN,YES,YES,HISPANIC/LATINO,PROTESTANT/OTHER CHRISTIAN,OTHER,,0.545
OMITS,,5.0,54.0,10.0,FIRST CALL,50-59,WHITE,FEMALE,,MCCAIN,,OMITS,OMITS,OMITS,NO,,TAX CUT,,,,,,,,OMITS,,,18-64,18-74,,,STATE,NOT COMPLETED,SOUTHERN CALIFORNIA,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,,,OMITS,,,,NOT MUCH,WHITE,,,,OMITS,OMITS,,OMITS,,,YES,,WHITE,,OTHER,,0.562
NO,NO,5.0,54.0,11.0,FIRST CALL,40-44,WHITE,MALE,,BUSH,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,,TAX CUT,,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,,"$50,000-$74,999",,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,GREAT DEAL,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,HAYNES,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.654
NO,NO,5.0,54.0,12.0,FIRST CALL,60-64,WHITE,FEMALE,,BUSH,,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,HIGH SCHOOL GRADUATE,OTHER CHRISTIAN,,,,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,GREAT DEAL,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.71
NO,YES,5.0,54.0,13.0,FIRST CALL,50-59,WHITE,MALE,,BUSH,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,,TAX CUT,,REPUBLICAN,POST GRADUATE STUDY,NONE,,"$50,000-$74,999",,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,HORN,YES,NO,WHITE,NONE,REPUBLICAN,,0.47200000000000003
YES,NO,5.0,54.0,14.0,FIRST CALL,45-49,WHITE,MALE,,MCCAIN,,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,,TAX CUT,,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,,"$100,000 OR MORE",,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT MUCH,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,FEINSTEIN,NO,NO,WHITE,CATHOLIC,DEMOCRAT,,0.494
NO,NO,5.0,54.0,15.0,FIRST CALL,40-44,WHITE,MALE,,BUSH,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,,TAX CUT,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,SOMETHING ELSE,,"$75,000-$99,999",,NO,MODERATE,MODERATE,18-64,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,30-44,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,OMITS,,BUSH,NO,HAYNES,YES,,WHITE,SOMETHING ELSE,REPUBLICAN,,0.654
NO,YES,5.0,54.0,16.0,FIRST CALL,65-74,WHITE,MALE,,BUSH,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,"$30,000-$49,000",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,NOT MUCH,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,MCCAIN,NO,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.722
NO,NO,5.0,54.0,17.0,FIRST CALL,40-44,WHITE,FEMALE,,BUSH,,CANDS PERSONAL QUALITIES,YES,LEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$100,000 OR MORE",,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,GREAT DEAL,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.512
NO,NO,5.0,54.0,18.0,FIRST CALL,75+,WHITE,FEMALE,,BUSH,,OMITS,OMITS,ILLEGAL IN MOST CASES,YES,,STRENGTHEN SOCIAL SECURITY,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$15,000-$29,000",,OMITS,MODERATE,MODERATE,65+,75+,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,OMITS,,,,OMITS,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.767
YES,,5.0,54.0,19.0,SECOND CALL,60-64,WHITE,FEMALE,THIS YEAR,MCCAIN,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,REPUBLICAN,,,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,REPUBLICAN,50-64,50-64,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,NOT SATISFIED,0.756
NO,,5.0,54.0,20.0,SECOND CALL,45-49,WHITE,MALE,BEFORE THAT,BUSH,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,REPUBLICAN,,,YES,"$75,000-$99,999",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,SOUTHERN CALIFORNIA,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BOTH,BOTH,,,YELLOW,WOULD NOT VOTE,BUSH,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.54
NO,,5.0,54.0,21.0,SECOND CALL,65-74,WHITE,FEMALE,THIS YEAR,BUSH,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,REPUBLICAN,,,NO,"$15,000-$29,000",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,REPUBLICAN,65+,65-74,,,,BUSH,MCCAIN,,BUSH,BUSH,YES,,YELLOW,BRADLEY,BUSH,AMONG PARTY REGISTERED VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.742
OMITS,,5.0,54.0,22.0,SECOND CALL,45-49,WHITE,FEMALE,BEFORE THAT,BUSH,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,REPUBLICAN,,,OMITS,"$30,000-$49,000",OMITS,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,SOUTHERN CALIFORNIA,45-59,40-49,REPUBLICAN,40-49,40-49,,,,BUSH,MCCAIN,,BUSH,NEITHER,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.534
NO,,5.0,54.0,23.0,SECOND CALL,40-44,WHITE,MALE,THIS YEAR,BUSH,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,SOMETHING ELSE,,,NO,"$30,000-$49,000",NO,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,SOUTHERN CALIFORNIA,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,,,,BUSH,OMITS,,BUSH,NEITHER,YES,,YELLOW,WOULD NOT VOTE,KEYES,OMITS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,NOT SATISFIED,0.54
YES,,5.0,54.0,24.0,SECOND CALL,65-74,WHITE,FEMALE,THIS YEAR,MCCAIN,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,INDEPENDENT,,,NO,"$75,000-$99,999",YES,NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,INDEPENDENT/OTHER,65+,65-74,,,,GORE,MCCAIN,,MCCAIN,BOTH,YES,,YELLOW,BRADLEY,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,NOT SATISFIED,0.756
NO,,5.0,54.0,25.0,SECOND CALL,30-39,WHITE,MALE,THIS YEAR,MCCAIN,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,SOMETHING ELSE,,,NO,"$15,000-$29,000",NO,NO,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,SOUTHERN CALIFORNIA,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,YES,,,NO,WHITE,,OTHER,NOT SATISFIED,0.55
OMITS,,5.0,54.0,26.0,SECOND CALL,30-39,HISPANIC/LATINO,FEMALE,THIS YEAR,GORE,OMITS,OMITS,,,,OMITS,,,,,,OMITS,,OMITS,OMITS,,,18-64,18-74,OMITS,OMITS,STATE,NOT COMPLETED,SOUTHERN CALIFORNIA,30-44,30-39,,30-39,30-39,,,,GORE,GORE,,OMITS,BOTH,NO,,YELLOW,OMITS,OMITS,AMONG ALL VOTERS,,,OMITS,,,,,,HISPANIC/LATINO,,,OMITS,0.552
OMITS,,5.0,54.0,27.0,SECOND CALL,65-74,WHITE,MALE,WITHIN LAST 3 DAYS,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,REPUBLICAN,,,OMITS,,OMITS,OMITS,MODERATE,MODERATE,65+,18-74,NOT LIBERAL ENOUGH,OMITS,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,REPUBLICAN,65+,65-74,,,,BUSH,MCCAIN,,NEITHER,BOTH,YES,,YELLOW,BRADLEY,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.752
NO,,5.0,54.0,28.0,SECOND CALL,25-29,WHITE,FEMALE,WITHIN LAST 3 DAYS,BUSH,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,REPUBLICAN,,,YES,"$50,000-$74,999",YES,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,OMITS,OMITS,STATE,COMPLETED,SOUTHERN CALIFORNIA,18-29,25-29,REPUBLICAN,25-29,25-29,,,,BUSH,OMITS,,BUSH,OMITS,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.511
NO,,5.0,54.0,29.0,SECOND CALL,40-44,HISPANIC/LATINO,FEMALE,THIS YEAR,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,SOMETHING ELSE,,,OMITS,"$30,000-$49,000",OMITS,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,SOUTHERN CALIFORNIA,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,,,,BUSH,OMITS,,BUSH,OMITS,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,YES,HISPANIC/LATINO,,REPUBLICAN,SATISFIED,0.518
NO,,5.0,54.0,30.0,SECOND CALL,75+,WHITE,MALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,NO,"$15,000-$29,000",NO,NO,MODERATE,MODERATE,65+,75+,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,DEMOCRAT,65+,75+,,,,GORE,GORE,,MCCAIN,BOTH,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.8
YES,,5.0,54.0,31.0,SECOND CALL,60-64,WHITE,MALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,DEMOCRAT,,,YES,"$30,000-$49,000",YES,NO,VERY LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,DEMOCRAT,50-64,50-64,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.8
NO,,5.0,54.0,32.0,SECOND CALL,25-29,OTHER,FEMALE,THIS YEAR,BRADLEY,APPROVE,CANDS PERSONAL QUALITIES,,,,WORSE,,YES,INDEPENDENT,,,NO,"$15,000-$29,000",YES,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETED,SOUTHERN CALIFORNIA,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,,,,BUSH,GORE,,BUSH,NEITHER,NO,,YELLOW,BRADLEY,BUSH,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,OTHER,,OTHER,NOT SATISFIED,0.47600000000000003
OMITS,,5.0,54.0,33.0,SECOND CALL,30-39,WHITE,MALE,THIS YEAR,GORE,OMITS,OMITS,,,,OMITS,,,,,,OMITS,,OMITS,OMITS,,,18-64,18-74,OMITS,OMITS,STATE,NOT COMPLETED,SOUTHERN CALIFORNIA,30-44,30-39,,30-39,30-39,,,,GORE,GORE,,OMITS,BOTH,YES,,YELLOW,OMITS,OMITS,AMONG ALL VOTERS,,,OMITS,,,,,,WHITE,,OTHER,OMITS,0.5740000000000001
NO,,5.0,54.0,34.0,SECOND CALL,30-39,WHITE,MALE,THIS YEAR,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,REPUBLICAN,,,NO,"$100,000 OR MORE",NO,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETED,SOUTHERN CALIFORNIA,30-44,30-39,REPUBLICAN,30-39,30-39,,,,BUSH,MCCAIN,,BOTH,MCCAIN,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.54
NO,,5.0,54.0,35.0,SECOND CALL,18-24,WHITE,MALE,BEFORE THAT,BUSH,DISAPPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,YES,REPUBLICAN,,,NO,"$100,000 OR MORE",YES,YES,MODERATE,MODERATE,18-64,18-74,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETED,SOUTHERN CALIFORNIA,18-29,18-24,REPUBLICAN,18-24,18-24,,,,BUSH,MCCAIN,,BUSH,BUSH,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.518
NO,,5.0,54.0,36.0,SECOND CALL,65-74,WHITE,MALE,THIS YEAR,BUSH,APPROVE,CANDS POSITIONS ON ISSUES,,,,SAME,,NO,REPUBLICAN,,,YES,"$30,000-$49,000",YES,YES,MODERATE,MODERATE,65+,18-74,OMITS,OMITS,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,REPUBLICAN,65+,65-74,,,,BUSH,OMITS,,BUSH,BUSH,,,YELLOW,BRADLEY,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,REPUBLICAN,SATISFIED,0.752
NO,,5.0,54.0,37.0,SECOND CALL,75+,WHITE,MALE,BEFORE THAT,BUSH,DISAPPROVE,CANDS PERSONAL QUALITIES,,,,SAME,,NO,REPUBLICAN,,,YES,"$15,000-$29,000",NO,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,REPUBLICAN,65+,75+,,,,BUSH,MCCAIN,,BUSH,BUSH,YES,,YELLOW,WOULD NOT VOTE,BUSH,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.752
YES,,5.0,54.0,38.0,SECOND CALL,60-64,WHITE,FEMALE,THIS YEAR,MCCAIN,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,NO,"$50,000-$74,999",NO,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,DEMOCRAT,50-64,50-64,,,,GORE,MCCAIN,,MCCAIN,MCCAIN,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,UNFAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,NOT SATISFIED,0.756
NO,,5.0,54.0,39.0,SECOND CALL,45-49,WHITE,MALE,THIS YEAR,GORE,APPROVE,CANDS PERSONAL QUALITIES,,,,BETTER,,NO,INDEPENDENT,,,NO,"$30,000-$49,000",NO,NO,MODERATE,MODERATE,18-64,18-74,ABOUT RIGHT,OMITS,STATE,COMPLETED,SOUTHERN CALIFORNIA,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,,,,GORE,GORE,,NEITHER,NEITHER,YES,,YELLOW,GORE,WOULD NOT VOTE,AMONG ALL VOTERS,,,FAVORABLE,,NO,,,NO,WHITE,,DEMOCRAT,SATISFIED,0.5740000000000001
YES,,5.0,54.0,40.0,SECOND CALL,40-44,BLACK,FEMALE,BEFORE THAT,GORE,APPROVE,CANDS POSITIONS ON ISSUES,,,,BETTER,,NO,DEMOCRAT,,,YES,"$50,000-$74,999",NO,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETED,SOUTHERN CALIFORNIA,30-44,40-49,DEMOCRAT,40-49,40-49,,,,GORE,GORE,,MCCAIN,OMITS,YES,,YELLOW,GORE,MCCAIN,AMONG ALL VOTERS,,,FAVORABLE,,,,,NO,BLACK,,DEMOCRAT,NOT SATISFIED,0.552
YES,YES,5.0,54.0,41.0,SECOND CALL,65-74,WHITE,MALE,,GORE,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,,"$30,000-$49,000",,NO,MODERATE,MODERATE,65+,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,DEMOCRAT,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,,,TOO CONSERVATIVE,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,NO,FEINSTEIN,YES,NO,WHITE,CATHOLIC,,,0.782
NO,NO,5.0,54.0,42.0,SECOND CALL,65-74,WHITE,FEMALE,,GORE,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,NO,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,,,,YES,MODERATE,MODERATE,65+,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,INDEPENDENT/OTHER,65+,65-74,OMITS,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,MCCAIN,,FEINSTEIN,NO,NO,WHITE,CATHOLIC,OTHER,,0.709
OMITS,,5.0,54.0,43.0,SECOND CALL,,,,,GORE,,OMITS,OMITS,OMITS,OMITS,,OMITS,,,,,,,,OMITS,,,,,,,STATE,NOT COMPLETED,SOUTHERN CALIFORNIA,,,,,,OMITS,OMITS,OMITS,,,OMITS,,,,OMITS,WHITE,,,,OMITS,OMITS,,OMITS,,,,,,,REPUBLICAN,,0.5670000000000001
NO,YES,5.0,54.0,44.0,SECOND CALL,75+,WHITE,MALE,,BUSH,,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,,TAX CUT,,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,,"$30,000-$49,000",,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,FAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,REPUBLICAN,,0.722
OMITS,,5.0,54.0,45.0,SECOND CALL,45-49,ASIAN,MALE,,MCCAIN,,OMITS,OMITS,OMITS,NO,,STRENGTHEN SOCIAL SECURITY,,,,,,,,OMITS,,,18-64,18-74,,,STATE,NOT COMPLETED,SOUTHERN CALIFORNIA,45-59,40-49,,40-49,40-49,OMITS,OMITS,OMITS,,,OMITS,,,,NOT AT ALL,WHITE,,,,OMITS,OMITS,,OMITS,,,YES,,ASIAN,,REPUBLICAN,,0.5690000000000001
YES,YES,5.0,54.0,46.0,SECOND CALL,60-64,WHITE,MALE,,MCCAIN,,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,NO,,STRENGTHEN SOCIAL SECURITY,,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,,"$50,000-$74,999",,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,,,ABOUT RIGHT,,,,NOT AT ALL,WHITE,,,,UNFAVORABLE,FAVORABLE,,MCCAIN,NO,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.736
OMITS,YES,5.0,54.0,47.0,SECOND CALL,65-74,WHITE,MALE,,GORE,,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,,TAX CUT,,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,,,OMITS,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,60+,60+,DEMOCRAT,65+,65-74,OMITS,UNFAVORABLE,UNFAVORABLE,,,OMITS,,,,NOT AT ALL,WHITE,,,,FAVORABLE,FAVORABLE,,OMITS,,FEINSTEIN,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.782
NO,NO,5.0,54.0,48.0,SECOND CALL,40-44,WHITE,FEMALE,,BUSH,,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,,TAX CUT,,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,"$75,000-$99,999",,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,,,STATE,COMPLETED,SOUTHERN CALIFORNIA,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,,,NOT CONSERVATIVE ENOUGH,,,,GREAT DEAL,WHITE,,,,UNFAVORABLE,UNFAVORABLE,,BUSH,NO,CAMPBELL,YES,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,DEMOCRAT,,0.512
