MCRRIGHT,HISPANIC,BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRI,VETVOTER,BEATDEM,REL5,HILLARY,GIULIANI,BUSHPATA,CDAREA,CDPAST,WEIGHT
SOMEWHAT,NO,COMPLETED,NEW YORK CITY,33.0,104.0,13.0,THIRD CALL,50-59,MALE,MCCAIN,TODAY,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,YES,MCCAIN,CATHOLIC,UNFAVORABLE,UNFAVORABLE,NOT AT ALL,NYC LOW MINORITY,MID LO REP,0.324
NOT MUCH,NO,COMPLETED,NEW YORK CITY,33.0,104.0,14.0,THIRD CALL,25-29,MALE,MCCAIN,TODAY,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,NO,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,NYC LOW MINORITY,MID LO REP,0.314
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,104.0,15.0,THIRD CALL,40-44,MALE,MCCAIN,TODAY,OMITS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,OMITS,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,NO,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,NYC LOW MINORITY,MID LO REP,0.324
GREAT DEAL,NO,COMPLETED,NEW YORK CITY,33.0,104.0,16.0,THIRD CALL,40-44,FEMALE,BUSH,TODAY,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,NYC LOW MINORITY,MID LO REP,0.453
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,104.0,17.0,THIRD CALL,75+,MALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,OMITS,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,OMITS,YES,,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,GREAT DEAL,NYC LOW MINORITY,MID LO REP,0.515
GREAT DEAL,NO,COMPLETED,NEW YORK CITY,33.0,104.0,18.0,THIRD CALL,45-49,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$15,000-$29,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,YES,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT AT ALL,NYC LOW MINORITY,MID LO REP,0.324
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,104.0,19.0,THIRD CALL,40-44,MALE,MCCAIN,TODAY,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT AT ALL,NYC LOW MINORITY,MID LO REP,0.324
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,104.0,20.0,THIRD CALL,25-29,FEMALE,BUSH,THIS YEAR,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,BOTH,NO,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,NYC LOW MINORITY,MID LO REP,0.439
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,104.0,21.0,THIRD CALL,45-49,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NONE,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,NEITHER,NO,NO,BUSH,NONE,UNFAVORABLE,FAVORABLE,GREAT DEAL,NYC LOW MINORITY,MID LO REP,0.463
NOT MUCH,NO,COMPLETED,NEW YORK CITY,33.0,107.0,1.0,FIRST CALL,30-39,FEMALE,MCCAIN,WITHIN LAST WEEK,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,NO,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,SUBURBS,MID LO REP,0.5680000000000001
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,2.0,FIRST CALL,30-39,MALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,NO,NO,MCCAIN,CATHOLIC,UNFAVORABLE,UNFAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.581
NOT MUCH,YES,COMPLETED,NEW YORK CITY,33.0,107.0,3.0,FIRST CALL,50-59,FEMALE,BUSH,BEFORE THAT,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,BOTH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,SUBURBS,MID LO REP,0.89
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,4.0,SECOND CALL,50-59,FEMALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,BUSH,YES,NO,MCCAIN,CATHOLIC,FAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.5680000000000001
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,5.0,SECOND CALL,60-64,FEMALE,MCCAIN,BEFORE THAT,OMITS,OMITS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,OMITS,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.631
NOT AT ALL,YES,COMPLETED,NEW YORK CITY,33.0,107.0,6.0,SECOND CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NEITHER,NO,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.637
SOMEWHAT,NO,COMPLETED,NEW YORK CITY,33.0,107.0,7.0,SECOND CALL,65-74,FEMALE,BUSH,THIS YEAR,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,BUSH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,GREAT DEAL,SUBURBS,MID LO REP,0.901
SOMEWHAT,NO,COMPLETED,NEW YORK CITY,33.0,107.0,8.0,SECOND CALL,30-39,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BOTH,BUSH,NO,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.81
NOT MUCH,NO,COMPLETED,NEW YORK CITY,33.0,107.0,9.0,SECOND CALL,40-44,MALE,MCCAIN,BEFORE THAT,EDUCATION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,NO,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.581
NOT MUCH,NO,COMPLETED,NEW YORK CITY,33.0,107.0,10.0,SECOND CALL,50-59,FEMALE,KEYES,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,JEWISH,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,ABOUT RIGHT,NEITHER,NEITHER,YES,NO,MCCAIN,JEWISH,UNFAVORABLE,FAVORABLE,SOMEWHAT,SUBURBS,MID LO REP,0.464
SOMEWHAT,NO,COMPLETED,NEW YORK CITY,33.0,107.0,11.0,SECOND CALL,50-59,MALE,BUSH,BEFORE THAT,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,GORE,TOO CONSERVATIVE,BOTH,BOTH,YES,NO,BUSH,CATHOLIC,FAVORABLE,FAVORABLE,GREAT DEAL,SUBURBS,MID LO REP,0.8290000000000001
NOT MUCH,NO,COMPLETED,NEW YORK CITY,33.0,107.0,12.0,SECOND CALL,30-39,FEMALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,NOT TYPICAL POLITICIAN,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,DEMOCRAT,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT MUCH,SUBURBS,MID LO REP,0.5680000000000001
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,13.0,SECOND CALL,75+,MALE,KEYES,TODAY,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NEITHER,YES,YES,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.528
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,14.0,SECOND CALL,40-44,FEMALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,NO,,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,BOTH,YES,NO,MCCAIN,CATHOLIC,UNFAVORABLE,UNFAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.5680000000000001
NOT MUCH,YES,COMPLETED,NEW YORK CITY,33.0,107.0,15.0,THIRD CALL,30-39,MALE,BUSH,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,OMITS,OMITS,OMITS,YES,TAX CUT,NO,,,,,NO,,,18-64,18-74,STATE,30-44,30-39,,30-39,30-39,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,BUSH,GORE,TOO CONSERVATIVE,OMITS,OMITS,NO,,BUSH,,FAVORABLE,UNFAVORABLE,NOT MUCH,SUBURBS,MID LO REP,0.91
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,16.0,THIRD CALL,45-49,MALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.581
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,17.0,THIRD CALL,75+,FEMALE,BUSH,TODAY,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,OMITS,YES,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",OMITS,MODERATE,MODERATE,65+,75+,STATE,60+,60+,INDEPENDENT/OTHER,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,BOTH,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,OMITS,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.901
OMITS,,NOT COMPLETED,NEW YORK CITY,33.0,107.0,18.0,THIRD CALL,50-59,MALE,BUSH,TODAY,TAXES,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,OMITS,YES,,OMITS,,OMITS,OMITS,OMITS,SUBURBS,MID LO REP,0.8290000000000001
NOT MUCH,NO,COMPLETED,NEW YORK CITY,33.0,107.0,19.0,THIRD CALL,65-74,MALE,MCCAIN,BEFORE THAT,TAXES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,SOMETHING ELSE,"$50,000-$74,999",NO,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,MCCAIN,YES,NO,MCCAIN,SOMETHING ELSE,UNFAVORABLE,FAVORABLE,GREAT DEAL,SUBURBS,MID LO REP,0.645
NOT AT ALL,YES,COMPLETED,NEW YORK CITY,33.0,107.0,20.0,THIRD CALL,18-24,MALE,BUSH,THIS YEAR,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,TOO CONSERVATIVE,NEITHER,BOTH,NO,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.882
NOT MUCH,YES,COMPLETED,NEW YORK CITY,33.0,107.0,21.0,THIRD CALL,30-39,MALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,JEWISH,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,OMITS,NEITHER,BOTH,YES,NO,MCCAIN,JEWISH,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.637
GREAT DEAL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,22.0,THIRD CALL,40-44,FEMALE,BUSH,BEFORE THAT,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,TAX CUT,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT MUCH,SUBURBS,MID LO REP,0.81
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,23.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,ABORTION,OMITS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BUSH,BOTH,YES,NO,BUSH,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.81
NOT AT ALL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,24.0,THIRD CALL,45-49,MALE,MCCAIN,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,JEWISH,"$75,000-$99,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,OMITS,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,MCCAIN,JEWISH,UNFAVORABLE,UNFAVORABLE,SOMEWHAT,SUBURBS,MID LO REP,0.581
GREAT DEAL,NO,COMPLETED,NEW YORK CITY,33.0,107.0,25.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,BUSH,OMITS,TOO CONSERVATIVE,BUSH,BUSH,YES,NO,BUSH,,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.8290000000000001
OMITS,NO,COMPLETED,NEW YORK CITY,33.0,107.0,26.0,THIRD CALL,30-39,FEMALE,BUSH,BEFORE THAT,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,OMITS,OMITS,,NO,BUSH,CATHOLIC,UNFAVORABLE,UNFAVORABLE,OMITS,SUBURBS,MID LO REP,0.81
NOT MUCH,NO,COMPLETED,NEW YORK CITY,33.0,107.0,27.0,THIRD CALL,60-64,,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,MCCAIN,CATHOLIC,UNFAVORABLE,FAVORABLE,NOT AT ALL,SUBURBS,MID LO REP,0.645
