QTYPE,VETERAN,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,RELRIGHT,ISSUE,QUALITY,PARTYID,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,CAUCUS,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,INTERNET,WEIGHT
STATE,YES,16.0,307.0,12.0,SECOND CALL,30-39,MALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,NO,0.724
STATE,NO,16.0,307.0,13.0,SECOND CALL,60-64,,KEYES,OMITS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,60+,60+,REPUBLICAN,50-64,50-64,YES,NO,0.708
STATE,NO,16.0,307.0,14.0,SECOND CALL,45-49,MALE,BUSH,NO,TAXES,STANDS UP FOR BELIEFS,INDEPENDENT,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,NO,WEST,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,,NO,0.724
STATE,NO,16.0,307.0,15.0,SECOND CALL,40-44,MALE,BUSH,NO,EDUCATION,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.724
STATE,NO,16.0,307.0,16.0,SECOND CALL,75+,MALE,KEYES,NO,ABORTION,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,WEST,60+,60+,REPUBLICAN,65+,75+,NO,NO,0.708
STATE,NO,16.0,307.0,17.0,SECOND CALL,60-64,FEMALE,FORBES,YES,MORAL VALUES,STANDS UP FOR BELIEFS,INDEPENDENT,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NO,NO,0.867
STATE,YES,16.0,307.0,18.0,SECOND CALL,75+,MALE,BUSH,NO,WORLD AFFAIRS,STRONG LEADER,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,WEST,60+,60+,REPUBLICAN,65+,75+,NO,YES,0.724
STATE,YES,16.0,307.0,19.0,SECOND CALL,30-39,MALE,KEYES,NO,OMITS,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,0.708
STATE,NO,16.0,307.0,20.0,SECOND CALL,75+,MALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,YES,WEST,60+,60+,REPUBLICAN,65+,75+,YES,YES,0.724
STATE,YES,16.0,307.0,21.0,SECOND CALL,65-74,FEMALE,FORBES,YES,WORLD AFFAIRS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.867
STATE,NO,16.0,307.0,22.0,SECOND CALL,50-59,MALE,BUSH,NO,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,0.724
STATE,YES,16.0,307.0,23.0,SECOND CALL,50-59,FEMALE,BUSH,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,0.724
STATE,YES,16.0,307.0,24.0,SECOND CALL,30-39,FEMALE,FORBES,NO,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,INDEPENDENT,"UNDER $30,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,NO,WEST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,YES,0.867
STATE,YES,16.0,307.0,25.0,SECOND CALL,40-44,MALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,YES,0.724
STATE,YES,16.0,307.0,26.0,SECOND CALL,30-39,MALE,BUSH,OMITS,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,0.724
STATE,YES,16.0,307.0,27.0,SECOND CALL,50-59,MALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,DEMOCRAT,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,45-59,50-59,DEMOCRAT,50-64,50-64,NO,YES,0.867
STATE,NO,16.0,307.0,28.0,SECOND CALL,60-64,MALE,BAUER,NO,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,0.864
STATE,YES,16.0,307.0,29.0,SECOND CALL,45-49,MALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,,0.708
STATE,YES,16.0,307.0,30.0,SECOND CALL,40-44,FEMALE,KEYES,NO,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,NO,NO,0.708
STATE,YES,16.0,307.0,31.0,SECOND CALL,40-44,MALE,KEYES,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,40-49,REPUBLICAN,40-49,40-49,,YES,0.708
STATE,YES,16.0,307.0,32.0,SECOND CALL,30-39,MALE,BAUER,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,0.864
STATE,NO,16.0,307.0,33.0,SECOND CALL,30-39,FEMALE,BAUER,YES,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,NO,WEST,30-44,30-39,REPUBLICAN,30-39,30-39,NO,NO,0.864
STATE,YES,16.0,307.0,34.0,SECOND CALL,50-59,MALE,KEYES,OMITS,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,INDEPENDENT,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,NO,0.708
STATE,NO,16.0,307.0,35.0,SECOND CALL,50-59,FEMALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,WEST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,0.724
STATE,YES,16.0,307.0,36.0,SECOND CALL,60-64,FEMALE,BAUER,YES,ABORTION,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,WEST,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,0.864
STATE,YES,16.0,307.0,37.0,SECOND CALL,65-74,FEMALE,KEYES,NO,ABORTION,UNDERSTANDS COMPLEX ISSUE,INDEPENDENT,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,WEST,60+,60+,INDEPENDENT/OTHER,65+,65-74,YES,YES,0.708
STATE,YES,16.0,307.0,38.0,SECOND CALL,65-74,,BUSH,NO,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,NO,WEST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.724
STATE,NO,16.0,307.0,39.0,SECOND CALL,65-74,MALE,FORBES,YES,SOCIAL SECURITY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,NO,WEST,60+,60+,INDEPENDENT/OTHER,65+,65-74,,NO,0.867
STATE,NO,16.0,307.0,40.0,SECOND CALL,65-74,FEMALE,FORBES,YES,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,INDEPENDENT,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,NO,WEST,60+,60+,INDEPENDENT/OTHER,65+,65-74,NO,NO,0.867
STATE,YES,16.0,308.0,1.0,SECOND CALL,30-39,MALE,FORBES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,YES,0.715
STATE,NO,16.0,308.0,2.0,SECOND CALL,30-39,MALE,BUSH,NO,WORLD AFFAIRS,STRONG LEADER,INDEPENDENT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,NO,0.973
STATE,YES,16.0,308.0,3.0,SECOND CALL,40-44,FEMALE,FORBES,YES,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,YES,NO,0.715
STATE,NO,16.0,308.0,4.0,SECOND CALL,18-24,FEMALE,BUSH,YES,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,NO,0.973
STATE,YES,16.0,308.0,5.0,SECOND CALL,50-59,FEMALE,FORBES,NO,SOCIAL SECURITY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,INDEPENDENT,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,YES,EAST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,YES,YES,0.715
STATE,NO,16.0,308.0,6.0,SECOND CALL,40-44,,BUSH,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,YES,NO,0.973
STATE,NO,16.0,308.0,7.0,SECOND CALL,50-59,,FORBES,YES,ABORTION,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"UNDER $30,000",,,18-64,18-74,NO,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,0.715
STATE,YES,16.0,308.0,8.0,SECOND CALL,45-49,FEMALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.973
STATE,NO,16.0,308.0,9.0,SECOND CALL,40-44,FEMALE,KEYES,YES,ABORTION,REPRESENTS CONSERVATIVE VALUES,INDEPENDENT,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,,YES,0.775
STATE,NO,16.0,308.0,10.0,SECOND CALL,40-44,FEMALE,KEYES,OMITS,ABORTION,STANDS UP FOR BELIEFS,INDEPENDENT,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,YES,YES,0.775
STATE,NO,16.0,308.0,11.0,SECOND CALL,30-39,FEMALE,BUSH,NO,EDUCATION,REPRESENTS CONSERVATIVE VALUES,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,EAST,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NO,YES,0.973
STATE,NO,16.0,308.0,12.0,SECOND CALL,40-44,MALE,FORBES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,30-44,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.715
STATE,NO,16.0,308.0,13.0,SECOND CALL,65-74,MALE,FORBES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,YES,0.715
STATE,YES,16.0,308.0,14.0,SECOND CALL,65-74,FEMALE,FORBES,NO,TAXES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.715
STATE,YES,16.0,308.0,15.0,SECOND CALL,18-24,FEMALE,FORBES,NO,ABORTION,STANDS UP FOR BELIEFS,DEMOCRAT,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,18-29,18-24,DEMOCRAT,18-24,18-24,NO,YES,0.715
STATE,YES,16.0,308.0,16.0,SECOND CALL,18-24,MALE,KEYES,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,18-29,18-24,REPUBLICAN,18-24,18-24,NO,NO,0.775
STATE,YES,16.0,308.0,17.0,SECOND CALL,65-74,FEMALE,KEYES,YES,OMITS,OMITS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.775
STATE,YES,16.0,308.0,18.0,SECOND CALL,50-59,MALE,BAUER,YES,ABORTION,REPRESENTS CONSERVATIVE VALUES,INDEPENDENT,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,NO,YES,1.091
STATE,YES,16.0,308.0,19.0,SECOND CALL,75+,FEMALE,BUSH,NO,OMITS,STRONG LEADER,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,75+,YES,EAST,60+,60+,REPUBLICAN,65+,75+,YES,NO,0.973
STATE,NO,16.0,308.0,20.0,SECOND CALL,50-59,FEMALE,BUSH,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,0.973
STATE,YES,16.0,308.0,21.0,SECOND CALL,65-74,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.973
STATE,YES,16.0,308.0,22.0,SECOND CALL,65-74,MALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,NO,EAST,60+,60+,REPUBLICAN,65+,65-74,YES,YES,0.973
STATE,NO,16.0,308.0,23.0,SECOND CALL,50-59,MALE,BUSH,NO,OMITS,OMITS,STRONG REPUBLICAN,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,YES,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,0.973
STATE,YES,16.0,308.0,24.0,SECOND CALL,60-64,FEMALE,FORBES,YES,WORLD AFFAIRS,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,YES,EAST,60+,60+,REPUBLICAN,50-64,50-64,YES,NO,0.715
STATE,YES,16.0,308.0,25.0,SECOND CALL,65-74,FEMALE,FORBES,YES,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"UNDER $30,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.715
STATE,NO,16.0,308.0,26.0,SECOND CALL,50-59,FEMALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,STRONG LEADER,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,50-59,REPUBLICAN,50-64,50-64,,NO,0.973
STATE,YES,16.0,308.0,27.0,SECOND CALL,65-74,MALE,BUSH,NO,MORAL VALUES,STRONG LEADER,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,YES,NO,0.973
STATE,YES,16.0,308.0,28.0,SECOND CALL,45-49,MALE,FORBES,NO,TAXES,STRONG LEADER,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,EAST,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,YES,0.715
STATE,YES,16.0,308.0,29.0,SECOND CALL,45-49,FEMALE,FORBES,NO,TAXES,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,0.715
STATE,YES,16.0,308.0,30.0,SECOND CALL,65-74,FEMALE,FORBES,NO,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,DEMOCRAT,,MODERATE,MODERATE,65+,18-74,NO,EAST,60+,60+,DEMOCRAT,65+,65-74,YES,YES,0.715
STATE,YES,16.0,308.0,31.0,SECOND CALL,60-64,,MCCAIN,NO,OMITS,OMITS,STRONG REPUBLICAN,"$30,000-$49,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,EAST,60+,60+,REPUBLICAN,50-64,50-64,YES,YES,0.731
STATE,YES,16.0,308.0,32.0,SECOND CALL,65-74,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,YES,EAST,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.973
STATE,YES,16.0,309.0,1.0,SECOND CALL,30-39,FEMALE,KEYES,NO,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,NO,1.549
STATE,YES,16.0,309.0,2.0,SECOND CALL,30-39,MALE,MCCAIN,NO,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,0.734
STATE,NO,16.0,309.0,3.0,SECOND CALL,30-39,FEMALE,MCCAIN,NO,ABORTION,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,,YES,0.734
STATE,YES,16.0,309.0,4.0,SECOND CALL,25-29,MALE,BUSH,NO,TAXES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,YES,YES,1.036
STATE,NO,16.0,309.0,5.0,SECOND CALL,30-39,MALE,BUSH,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.036
STATE,NO,16.0,309.0,6.0,SECOND CALL,75+,MALE,FORBES,NO,ABORTION,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,CENTRAL,60+,60+,REPUBLICAN,65+,75+,NO,NO,0.861
STATE,NO,16.0,309.0,7.0,SECOND CALL,75+,MALE,FORBES,NO,ABORTION,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"UNDER $30,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,NO,CENTRAL,60+,60+,REPUBLICAN,65+,75+,NO,NO,0.861
STATE,NO,16.0,309.0,8.0,SECOND CALL,30-39,MALE,BAUER,NO,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,2.476
STATE,NO,16.0,309.0,9.0,SECOND CALL,45-49,,BUSH,YES,MORAL VALUES,STANDS UP FOR BELIEFS,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,45-59,40-49,REPUBLICAN,40-49,40-49,YES,YES,1.036
STATE,NO,16.0,309.0,10.0,SECOND CALL,40-44,,FORBES,YES,MORAL VALUES,UNDERSTANDS COMPLEX ISSUE,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,30-44,40-49,REPUBLICAN,40-49,40-49,YES,NO,0.861
STATE,YES,16.0,309.0,11.0,SECOND CALL,50-59,FEMALE,FORBES,YES,MORAL VALUES,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,NO,NO,0.861
STATE,NO,16.0,309.0,12.0,SECOND CALL,25-29,FEMALE,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,NO,CENTRAL,18-29,25-29,REPUBLICAN,25-29,25-29,,YES,1.549
STATE,YES,16.0,309.0,13.0,SECOND CALL,60-64,FEMALE,FORBES,YES,ABORTION,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$75,000 OR MORE",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,,YES,0.861
STATE,NO,16.0,309.0,14.0,SECOND CALL,65-74,FEMALE,FORBES,NO,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,NOT STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,65+,18-74,NO,CENTRAL,60+,60+,REPUBLICAN,65+,65-74,NO,NO,0.861
STATE,NO,16.0,309.0,15.0,SECOND CALL,45-49,FEMALE,BUSH,OMITS,OMITS,STANDS UP FOR BELIEFS,INDEPENDENT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,NO,NO,1.036
STATE,NO,16.0,309.0,16.0,SECOND CALL,30-39,,KEYES,YES,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,STRONG REPUBLICAN,"$50,000-$74,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,YES,YES,1.549
STATE,NO,16.0,309.0,17.0,SECOND CALL,30-39,MALE,BUSH,NO,MORAL VALUES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,1.036
STATE,YES,16.0,309.0,18.0,SECOND CALL,18-24,FEMALE,BUSH,NO,SOCIAL SECURITY/MEDICARE,CARES ABOUT AVERAGE AMERICAN,NOT STRONG REPUBLICAN,"UNDER $30,000",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,18-24,REPUBLICAN,18-24,18-24,,YES,1.036
STATE,YES,16.0,309.0,19.0,SECOND CALL,18-24,FEMALE,BUSH,NO,EDUCATION,REPRESENTS CONSERVATIVE VALUES,INDEPENDENT,"$75,000 OR MORE",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,,YES,1.036
STATE,NO,16.0,309.0,20.0,SECOND CALL,60-64,MALE,FORBES,NO,TAXES,REPRESENTS CONSERVATIVE VALUES,NOT STRONG REPUBLICAN,"$30,000-$49,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,60+,60+,REPUBLICAN,50-64,50-64,NO,NO,0.861
STATE,NO,16.0,309.0,21.0,SECOND CALL,25-29,MALE,MCCAIN,NO,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,INDEPENDENT,"$30,000-$49,999",MODERATE,MODERATE,18-64,18-74,NO,CENTRAL,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,YES,YES,0.734
STATE,YES,16.0,309.0,22.0,SECOND CALL,50-59,MALE,BUSH,NO,TAXES,CAN WIN IN NOVEMBER,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,45-59,50-59,REPUBLICAN,50-64,50-64,YES,YES,1.036
STATE,NO,16.0,309.0,23.0,SECOND CALL,30-39,MALE,FORBES,NO,TAXES,CARES ABOUT AVERAGE AMERICAN,STRONG REPUBLICAN,"$75,000 OR MORE",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,YES,CENTRAL,30-44,30-39,REPUBLICAN,30-39,30-39,NO,YES,0.861
