BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,SSMARRY,STR8TALK,MCSAYDO,REFORMER,PREVPRI,VETVOTER,SSPART,BEATDEM,REL5,WEIGHT
COMPLETED,BURLINGTON,46.0,32.0,32.0,THIRD CALL,18-24,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,REPUBLICAN,18-24,18-24,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,YES,MCCAIN,YES,NEITHER,NO,NO,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,0.536
COMPLETED,BURLINGTON,46.0,32.0,33.0,THIRD CALL,40-44,MALE,MCCAIN,WITHIN LAST 3 DAYS,OMITS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,OMITS,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,BOTH,YES,YES,NO,MCCAIN,CATHOLIC,0.40700000000000003
COMPLETED,BURLINGTON,46.0,32.0,34.0,THIRD CALL,30-39,MALE,MCCAIN,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,YES,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,BOTH,NO,BOTH,YES,NO,NO,MCCAIN,CATHOLIC,0.40700000000000003
COMPLETED,BURLINGTON,46.0,32.0,35.0,THIRD CALL,45-49,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,NONE,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,YES,MCCAIN,NO,MCCAIN,YES,NO,YES,OMITS,NONE,0.40700000000000003
COMPLETED,BURLINGTON,46.0,32.0,36.0,THIRD CALL,40-44,MALE,BUSH,THIS YEAR,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,BOTH,YES,NO,NO,BUSH,CATHOLIC,0.47500000000000003
COMPLETED,BURLINGTON,46.0,32.0,37.0,THIRD CALL,45-49,,MCCAIN,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,MCCAIN,YES,OMITS,YES,NO,NO,MCCAIN,CATHOLIC,0.41100000000000003
COMPLETED,BURLINGTON,46.0,32.0,38.0,THIRD CALL,25-29,MALE,MCCAIN,WITHIN LAST 3 DAYS,CAMPAIGN FINANCE REFORM,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,YES,MCCAIN,NO,NO,YES,MCCAIN,CATHOLIC,0.46
COMPLETED,BURLINGTON,46.0,32.0,39.0,THIRD CALL,30-39,MALE,KEYES,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,NEITHER,YES,NEITHER,NO,YES,NO,BUSH,CATHOLIC,0.26
COMPLETED,BURLINGTON,46.0,32.0,40.0,THIRD CALL,45-49,FEMALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,OTHER CHRISTIAN,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BUSH,NO,BOTH,YES,NO,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,0.47900000000000004
COMPLETED,BURLINGTON,46.0,32.0,41.0,THIRD CALL,50-59,MALE,BUSH,WITHIN LAST 3 DAYS,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,BUSH,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.47500000000000003
COMPLETED,BURLINGTON,46.0,32.0,42.0,THIRD CALL,40-44,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$50,000-$74,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,NEITHER,YES,YES,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.47500000000000003
COMPLETED,BURLINGTON,46.0,32.0,43.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,OMITS,OMITS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,BOTH,YES,NO,NO,MCCAIN,,0.41100000000000003
COMPLETED,BURLINGTON,46.0,32.0,44.0,THIRD CALL,40-44,FEMALE,BUSH,BEFORE THAT,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,NO,BUSH,NO,BOTH,YES,NO,YES,BUSH,CATHOLIC,0.47900000000000004
COMPLETED,BURLINGTON,46.0,32.0,45.0,THIRD CALL,40-44,FEMALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,YES,BOTH,NO,BOTH,YES,NO,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,0.41100000000000003
COMPLETED,BURLINGTON,46.0,32.0,46.0,THIRD CALL,18-24,FEMALE,MCCAIN,TODAY,OMITS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,NO,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.464
COMPLETED,BURLINGTON,46.0,32.0,47.0,THIRD CALL,65-74,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,PROTESTANT,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,YES,NO,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.491
COMPLETED,BURLINGTON,46.0,32.0,48.0,THIRD CALL,25-29,MALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,COLLEGE GRADUATE,NONE,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,TOO CONSERVATIVE,NO,MCCAIN,NO,MCCAIN,NO,NO,YES,MCCAIN,NONE,0.46
COMPLETED,BURLINGTON,46.0,32.0,49.0,THIRD CALL,30-39,MALE,BUSH,BEFORE THAT,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,NONE,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,NEITHER,YES,NEITHER,YES,NO,NO,BUSH,NONE,0.47500000000000003
COMPLETED,BURLINGTON,46.0,38.0,1.0,FIRST CALL,65-74,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,BOTH,YES,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.8230000000000001
COMPLETED,BURLINGTON,46.0,38.0,2.0,FIRST CALL,50-59,FEMALE,MCCAIN,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,YES,NEITHER,NO,NEITHER,YES,NO,OMITS,BUSH,PROTESTANT/OTHER CHRISTIAN,0.6890000000000001
COMPLETED,BURLINGTON,46.0,38.0,3.0,FIRST CALL,30-39,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,OMITS,NO,INDEPENDENT,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NO,BUSH,OMITS,OMITS,YES,NO,NO,BUSH,CATHOLIC,0.803
COMPLETED,BURLINGTON,46.0,38.0,4.0,FIRST CALL,65-74,FEMALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,18-74,STATE,60+,60+,INDEPENDENT/OTHER,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,NEITHER,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.8320000000000001
COMPLETED,BURLINGTON,46.0,38.0,5.0,FIRST CALL,65-74,FEMALE,BUSH,TODAY,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN ALL CASES,YES,OMITS,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,,YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,OMITS,NO,BUSH,OMITS,OMITS,YES,,YES,BUSH,PROTESTANT/OTHER CHRISTIAN,0.969
COMPLETED,BURLINGTON,46.0,38.0,6.0,FIRST CALL,50-59,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.683
COMPLETED,BURLINGTON,46.0,38.0,7.0,FIRST CALL,60-64,MALE,BUSH,BEFORE THAT,MORAL VALUES,OMITS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,OMITS,NO,INDEPENDENT,POST GRADUATE STUDY,NONE,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,INDEPENDENT/OTHER,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BOTH,OMITS,BOTH,YES,YES,NO,BUSH,NONE,0.9590000000000001
COMPLETED,BURLINGTON,46.0,38.0,8.0,FIRST CALL,45-49,MALE,BUSH,THIS YEAR,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,BOTH,YES,NEITHER,YES,NO,NO,BUSH,CATHOLIC,0.795
COMPLETED,BURLINGTON,46.0,38.0,9.0,FIRST CALL,45-49,MALE,MCCAIN,BEFORE THAT,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,OMITS,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,NO,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.683
COMPLETED,BURLINGTON,46.0,38.0,10.0,FIRST CALL,40-44,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,TOO CONSERVATIVE,NO,BUSH,YES,BUSH,YES,YES,NO,BUSH,CATHOLIC,0.795
COMPLETED,BURLINGTON,46.0,38.0,11.0,FIRST CALL,40-44,FEMALE,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,TAX CUT,OMITS,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,,OMITS,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,OMITS,OMITS,OMITS,YES,NO,NO,OMITS,CATHOLIC,0.803
COMPLETED,BURLINGTON,46.0,38.0,12.0,FIRST CALL,50-59,MALE,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,NO,MCCAIN,NO,MCCAIN,YES,NO,NO,MCCAIN,CATHOLIC,0.683
COMPLETED,BURLINGTON,46.0,38.0,13.0,FIRST CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,EDUCATION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,OTHER CHRISTIAN,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,YES,MCCAIN,YES,MCCAIN,NO,NO,YES,MCCAIN,PROTESTANT/OTHER CHRISTIAN,0.6890000000000001
COMPLETED,BURLINGTON,46.0,38.0,14.0,FIRST CALL,45-49,FEMALE,BUSH,THIS YEAR,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NO,BUSH,NO,NEITHER,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.803
COMPLETED,BURLINGTON,46.0,38.0,15.0,FIRST CALL,30-39,FEMALE,MCCAIN,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,CATHOLIC,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NO,BOTH,NO,BOTH,YES,NO,YES,MCCAIN,CATHOLIC,0.6890000000000001
COMPLETED,BURLINGTON,46.0,38.0,16.0,FIRST CALL,30-39,FEMALE,MCCAIN,TODAY,CAMPAIGN FINANCE REFORM,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,OMITS,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,,YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NO,NEITHER,NO,NEITHER,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.6890000000000001
COMPLETED,BURLINGTON,46.0,38.0,17.0,FIRST CALL,50-59,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,TAXES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,GORE,GORE,NOT CONSERVATIVE ENOUGH,NO,BOTH,NO,BOTH,YES,NO,YES,MCCAIN,CATHOLIC,0.6890000000000001
COMPLETED,BURLINGTON,46.0,38.0,18.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NO,NEITHER,NO,NEITHER,YES,NO,NO,BUSH,PROTESTANT/OTHER CHRISTIAN,0.795
COMPLETED,BURLINGTON,46.0,38.0,19.0,FIRST CALL,40-44,FEMALE,BUSH,BEFORE THAT,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,NO,BUSH,YES,BUSH,YES,NO,NO,BUSH,CATHOLIC,0.803
