STATE,PREC,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,TIME,ISSUE,QUALITY,CLINTON,HLTHPLAN,ISSVQUAL,ABORTION,FINSIT,UNION,PARTYID,EDUC,RELIGION,BRADUNFR,INCOME,GOREUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,STR8DEMS,GORE2LIB,BRAD2LIB,QTYPE,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,AGE65,AGE75,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,PREVPRID,GORE,BRADLEY,BCPERSON,REGDEMRI,REL5,WEIGHT
40.0,45.0,4.0,FIRST CALL,30-39,WHITE,FEMALE,GORE,THIS YEAR,EDUCATION,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,OMITS,"$15,000-$29,000",OMITS,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,2027.0,FAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,2.027
40.0,45.0,5.0,FIRST CALL,40-44,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,2027.0,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,2.027
40.0,45.0,6.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,TODAY,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,ILLEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,NEITHER,NOT LIBERAL ENOUGH,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,50-64,50-64,2527.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,2.527
40.0,45.0,7.0,FIRST CALL,50-59,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,NEITHER,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,1956.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.956
40.0,45.0,8.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,INDEPENDENT,COLLEGE GRADUATE,JEWISH,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,2027.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,JEWISH,2.027
40.0,45.0,9.0,FIRST CALL,18-24,WHITE,FEMALE,BRADLEY,TODAY,OMITS,STANDS UP FOR BELIEFS,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,OMITS,,OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,18-29,18-24,DEMOCRAT,18-24,18-24,1233.0,UNFAVORABLE,FAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.233
40.0,45.0,10.0,FIRST CALL,50-59,WHITE,MALE,BRADLEY,WITHIN LAST WEEK,CAMPAIGN FINANCE REFORM,NEW IDEAS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,1665.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.665
40.0,45.0,11.0,FIRST CALL,50-59,OTHER,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,APPROVE,BOTH THE SAME,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,2027.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,2.027
40.0,45.0,12.0,FIRST CALL,30-39,WHITE,FEMALE,BRADLEY,WITHIN LAST WEEK,ECONOMY/JOBS,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,INDEPENDENT,COLLEGE GRADUATE,OTHER CHRISTIAN,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,INDEPENDENT/OTHER,30-39,30-39,1726.0,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.726
40.0,45.0,13.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$30,000-$49,000",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,2027.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,2.027
40.0,45.0,14.0,FIRST CALL,75+,WHITE,FEMALE,BRADLEY,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,DISAPPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,WORSE,NO,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$15,000-$29,000",YES,MODERATE,MODERATE,65+,75+,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,75+,2152.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,2.152
40.0,45.0,15.0,SECOND CALL,50-59,BLACK,MALE,UNCOMITTED,TODAY,ABORTION,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN ALL CASES,BETTER,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,REPUBLICAN,50-64,50-64,1211.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.211
40.0,45.0,16.0,SECOND CALL,45-49,WHITE,FEMALE,BRADLEY,THIS YEAR,RACE RELATIONS,NOT TYPICAL POLITICIAN,APPROVE,OMITS,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,,OMITS,"$50,000-$74,999",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,1726.0,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,YES,UNFAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,,1.726
40.0,45.0,17.0,SECOND CALL,50-59,WHITE,FEMALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,NOT TYPICAL POLITICIAN,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,NO,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,NO,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,BRADLEY,TOO LIBERAL,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,1726.0,UNFAVORABLE,UNFAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,PROTESTANT/OTHER CHRISTIAN,1.726
40.0,45.0,18.0,SECOND CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,SAME,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,2438.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,2.438
40.0,45.0,19.0,SECOND CALL,75+,OTHER,MALE,GORE,BEFORE THAT,OMITS,OMITS,APPROVE,GORE PLAN BETTER,OMITS,LEGAL IN MOST CASES,OMITS,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,75+,2438.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,2.438
40.0,45.0,20.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,YES,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,2027.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,2.027
40.0,45.0,21.0,THIRD CALL,45-49,WHITE,MALE,GORE,THIS YEAR,OMITS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,YES,INDEPENDENT,,CATHOLIC,NO,"$15,000-$29,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,1956.0,UNFAVORABLE,FAVORABLE,GORE,MCCAIN,YES,FAVORABLE,UNFAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.956
40.0,45.0,22.0,THIRD CALL,30-39,ASIAN,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,SOMETHING ELSE,YES,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,1956.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,SOMETHING ELSE,1.956
40.0,45.0,23.0,THIRD CALL,40-44,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN ALL CASES,BETTER,NO,SOMETHING ELSE,COLLEGE GRADUATE,SOMETHING ELSE,YES,"$15,000-$29,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,INDEPENDENT/OTHER,40-49,40-49,1956.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,SOMETHING ELSE,1.956
40.0,45.0,24.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,HEALTH CARE,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,2027.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,2.027
40.0,45.0,25.0,THIRD CALL,18-24,WHITE,MALE,GORE,BEFORE THAT,EDUCATION,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,,NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,18-29,18-24,DEMOCRAT,18-24,18-24,1398.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,NO,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.3980000000000001
40.0,45.0,26.0,THIRD CALL,60-64,BLACK,FEMALE,BRADLEY,THIS YEAR,RACE RELATIONS,NOT TYPICAL POLITICIAN,APPROVE,OMITS,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,PROTESTANT,NO,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,OMITS,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,50-64,50-64,1671.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,1.671
40.0,45.0,27.0,THIRD CALL,45-49,WHITE,MALE,GORE,BEFORE THAT,ECONOMY/JOBS,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,NO,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,BOTH,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,1956.0,UNFAVORABLE,FAVORABLE,OMITS,OMITS,YES,FAVORABLE,FAVORABLE,OMITS,DEMOCRAT,CATHOLIC,1.956
40.0,45.0,28.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,BEFORE THAT,HEALTH CARE,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,YES,,NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,2027.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,PROTESTANT/OTHER CHRISTIAN,2.027
40.0,45.0,29.0,THIRD CALL,50-59,WHITE,MALE,GORE,THIS YEAR,OMITS,HAS RIGHT EXPERIENCE,APPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,OMITS,BETTER,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,YES,,YES,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,1956.0,UNFAVORABLE,OMITS,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.956
40.0,45.0,30.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BOTH,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,DEMOCRAT,50-64,50-64,2027.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,FAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,2.027
40.0,45.0,31.0,THIRD CALL,45-49,WHITE,MALE,BRADLEY,WITHIN LAST 3 DAYS,OMITS,OMITS,APPROVE,BRADLEY PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,POST GRADUATE STUDY,CATHOLIC,NO,"$100,000 OR MORE",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,BRADLEY,NOT LIBERAL ENOUGH,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,1665.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,DEMOCRAT,CATHOLIC,1.665
40.0,45.0,32.0,THIRD CALL,40-44,WHITE,MALE,GORE,THIS YEAR,ECONOMY/JOBS,HAS RIGHT EXPERIENCE,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,ILLEGAL IN ALL CASES,SAME,NO,DEMOCRAT,COLLEGE GRADUATE,CATHOLIC,YES,"$15,000-$29,000",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,40-49,DEMOCRAT,40-49,40-49,1956.0,FAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,1.956
40.0,45.0,33.0,THIRD CALL,60-64,WHITE,MALE,GORE,THIS YEAR,HEALTH CARE,STANDS UP FOR BELIEFS,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN MOST CASES,BETTER,YES,DEMOCRAT,DID NOT COMPLETE HIGH SCHOOL,CATHOLIC,OMITS,,NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,50-64,50-64,2438.0,OMITS,OMITS,GORE,GORE,YES,FAVORABLE,OMITS,FAVORABLE,DEMOCRAT,CATHOLIC,2.438
40.0,45.0,34.0,THIRD CALL,65-74,WHITE,FEMALE,BRADLEY,BEFORE THAT,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,APPROVE,BRADLEY PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,SAME,YES,INDEPENDENT,POST GRADUATE STUDY,CATHOLIC,NO,"$30,000-$49,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,BRADLEY,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,65-74,2152.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,2.152
40.0,45.0,35.0,THIRD CALL,65-74,WHITE,MALE,GORE,BEFORE THAT,HEALTH CARE,STRONG LEADER,APPROVE,GORE PLAN BETTER,CANDS POSITIONS ON ISSUES,LEGAL IN ALL CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,YES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,GORE,ABOUT RIGHT,TOO LIBERAL,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,DEMOCRAT,65+,65-74,2438.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,2.438
40.0,45.0,36.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,BEFORE THAT,EDUCATION,NEW IDEAS,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,NONE,YES,"$50,000-$74,999",NO,VERY LIBERAL,LIBERAL,18-64,18-74,GORE,ABOUT RIGHT,NOT LIBERAL ENOUGH,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,30-44,30-39,DEMOCRAT,30-39,30-39,2027.0,UNFAVORABLE,FAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,UNDECLARED/INDEPENDENT,NONE,2.027
40.0,45.0,37.0,THIRD CALL,75+,OTHER,MALE,BRADLEY,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,DISAPPROVE,BOTH THE SAME,CANDS POSITIONS ON ISSUES,ILLEGAL IN MOST CASES,SAME,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",YES,MODERATE,MODERATE,65+,75+,BRADLEY,TOO LIBERAL,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,60+,60+,INDEPENDENT/OTHER,65+,75+,2077.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,YES,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNDECLARED/INDEPENDENT,CATHOLIC,2.077
40.0,45.0,38.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,CAN WIN IN NOVEMBER,APPROVE,GORE PLAN BETTER,CANDS PERSONAL QUALITIES,LEGAL IN MOST CASES,BETTER,NO,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,NO,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,GORE,ABOUT RIGHT,OMITS,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,DEMOCRAT,40-49,40-49,2027.0,UNFAVORABLE,UNFAVORABLE,GORE,GORE,YES,FAVORABLE,UNFAVORABLE,FAVORABLE,DEMOCRAT,CATHOLIC,2.027
40.0,45.0,39.0,THIRD CALL,45-49,WHITE,MALE,UNCOMITTED,TODAY,OMITS,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,OMITS,ABOUT RIGHT,STATE,NOT COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,40-49,,40-49,40-49,1562.0,OMITS,OMITS,OMITS,MCCAIN,,OMITS,OMITS,OMITS,DEMOCRAT,,1.562
40.0,45.0,40.0,THIRD CALL,50-59,WHITE,MALE,GORE,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,OMITS,OMITS,OMITS,OMITS,OMITS,,,,,OMITS,,OMITS,,,18-64,18-74,OMITS,ABOUT RIGHT,ABOUT RIGHT,STATE,COMPLETE,WARWICK/MIDDLE CLASS SUBURBS,45-59,50-59,,50-64,50-64,1956.0,OMITS,OMITS,GORE,GORE,,OMITS,UNFAVORABLE,OMITS,DEMOCRAT,,1.956
