QTYPE,STATE,PCT,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,BACKSIDE,GEOCODE,AGE4,AGEABC,PARTY,GWCONSRV,WGT,BUSH,MCCAIN,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,PREVPRI,VETVOTER,RELUTAH7,THRDCAND,WARWEST,RELUTAH6,MCRRIGHT,BEATDEM,REGREPUT,WEIGHT
STATE,45.0,34.0,36.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,37.0,THIRD CALL,75+,MALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,NO,SOMEWHAT LIBERAL,LIBERAL,65+,75+,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,1803.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,1.803
STATE,45.0,34.0,38.0,THIRD CALL,75+,,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1803.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,1.803
STATE,45.0,34.0,39.0,THIRD CALL,40-44,FEMALE,BUSH,OMITS,MORAL VALUES,OMITS,OMITS,OMITS,OMITS,YES,OMITS,OMITS,,,,OMITS,,,18-64,18-74,NOT COMPLETE,SALT LAKE CITY,30-44,40-49,,OMITS,1748.0,OMITS,OMITS,BUSH,MCCAIN,OMITS,NEITHER,NO,,,OMITS,OMITS,,NOT AT ALL,OMITS,REPUBLICAN,1.748
STATE,45.0,34.0,40.0,THIRD CALL,45-49,MALE,BUSH,TODAY,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,POST GRADUATE STUDY,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,INDEPENDENT/OTHER,TOO CONSERVATIVE,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,UNDECLARED/INDEPENDENT,1.714
STATE,45.0,34.0,41.0,THIRD CALL,40-44,FEMALE,MCCAIN,WITHIN LAST WEEK,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,SOMETHING ELSE,COLLEGE GRADUATE,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,40-49,INDEPENDENT/OTHER,ABOUT RIGHT,2152.0,UNFAVORABLE,UNFAVORABLE,GORE,MCCAIN,ABOUT RIGHT,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HELPS STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,2.152
STATE,45.0,34.0,42.0,THIRD CALL,60-64,,KEYES,WITHIN LAST WEEK,MORAL VALUES,NOT TYPICAL POLITICAN,OMITS,NO,LEGAL IN MOST CASES,NO,TAX CUT,NO,INDEPENDENT,POST GRADUATE STUDY,"$75,000-$99,999",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,60+,60+,INDEPENDENT/OTHER,OMITS,1848.0,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,OMITS,NEITHER,YES,NO,,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,,NOT AT ALL,OMITS,UNDECLARED/INDEPENDENT,1.848
STATE,45.0,34.0,43.0,THIRD CALL,50-59,MALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,ABOUT RIGHT,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,YES,YES,PROTESTANT,SATISFIED,HELPS STATE,PROTESTANT/OTHER CHRISTIAN,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,1.714
STATE,45.0,34.0,44.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,OMITS,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,NO,NO,PROTESTANT,SATISFIED,OMITS,PROTESTANT/OTHER CHRISTIAN,NOT MUCH,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,45.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,ABOUT RIGHT,1714.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,46.0,THIRD CALL,45-49,MALE,KEYES,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$75,000-$99,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,1721.0,UNFAVORABLE,UNFAVORABLE,OMITS,OMITS,NOT CONSERVATIVE ENOUGH,NEITHER,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,OMITS,UNDECLARED/INDEPENDENT,1.721
STATE,45.0,34.0,47.0,THIRD CALL,40-44,FEMALE,BUSH,WITHIN LAST WEEK,OMITS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,40-49,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,1.748
STATE,45.0,34.0,48.0,THIRD CALL,40-44,MALE,BUSH,THIS YEAR,OMITS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$50,000-$74,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,40-49,REPUBLICAN,ABOUT RIGHT,1714.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,49.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,,COLLEGE GRADUATE,"$50,000-$74,999",OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,,NOT CONSERVATIVE ENOUGH,1748.0,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,50.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,ABOUT RIGHT,1714.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NO,NONE,SATISFIED,HURTS STATE,NONE,NOT AT ALL,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,51.0,THIRD CALL,60-64,FEMALE,KEYES,OMITS,OMITS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,,YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,60+,60+,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,1848.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,,SATISFIED,HURTS STATE,,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,1.848
STATE,45.0,34.0,52.0,THIRD CALL,30-39,MALE,BUSH,THIS YEAR,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,POST GRADUATE STUDY,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,30-44,30-39,REPUBLICAN,TOO CONSERVATIVE,1714.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,53.0,THIRD CALL,18-24,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$100,000 OR MORE",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,18-29,18-24,REPUBLICAN,NOT CONSERVATIVE ENOUGH,1935.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,NOT MUCH,BUSH,REPUBLICAN,1.935
STATE,45.0,34.0,54.0,THIRD CALL,45-49,MALE,KEYES,WITHIN LAST 3 DAYS,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,40-49,INDEPENDENT/OTHER,ABOUT RIGHT,1721.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NO,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,UNDECLARED/INDEPENDENT,1.721
STATE,45.0,34.0,55.0,THIRD CALL,60-64,FEMALE,BUSH,BEFORE THAT,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN ALL CASES,YES,OMITS,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,,OMITS,,,18-64,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,OMITS,1840.0,FAVORABLE,OMITS,BUSH,OMITS,OMITS,BUSH,YES,NO,,OMITS,OMITS,,OMITS,BUSH,REPUBLICAN,1.84
STATE,45.0,34.0,56.0,THIRD CALL,50-59,FEMALE,BUSH,BEFORE THAT,EDUCATION,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,"$100,000 OR MORE",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,REPUBLICAN,1.748
STATE,45.0,34.0,57.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,ABOUT RIGHT,1714.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,1.714
STATE,45.0,34.0,58.0,THIRD CALL,50-59,FEMALE,BUSH,WITHIN LAST WEEK,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,OMITS,NO,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$50,000-$74,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,REPUBLICAN,ABOUT RIGHT,1748.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,YES,NO,PROTESTANT,SATISFIED,HURTS STATE,PROTESTANT/OTHER CHRISTIAN,NOT AT ALL,BUSH,REPUBLICAN,1.748
STATE,45.0,35.0,1.0,FIRST CALL,50-59,MALE,MCCAIN,TODAY,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,COMPLETE,SALT LAKE CITY,45-59,50-59,INDEPENDENT/OTHER,NOT CONSERVATIVE ENOUGH,3051.0,UNFAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,REPUBLICAN,3.051
STATE,45.0,35.0,2.0,FIRST CALL,65-74,,BUSH,TODAY,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,YES,REPUBLICAN,POST GRADUATE STUDY,,YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,NOT CONSERVATIVE ENOUGH,2608.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,OMITS,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,2.608
STATE,45.0,35.0,3.0,FIRST CALL,65-74,MALE,BUSH,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,YES,LEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,TOO CONSERVATIVE,2608.0,FAVORABLE,UNFAVORABLE,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,NO,NO,OTHER,SATISFIED,HURTS STATE,OTHER,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,2.608
STATE,45.0,35.0,4.0,FIRST CALL,75+,,MCCAIN,THIS YEAR,CAPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,"UNDER $15,000",NO,VERY CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,OMITS,3277.0,UNFAVORABLE,FAVORABLE,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,NO,,MORMON/LATTER DAY SAINTS,WOULD CONSIDER THIRD PARTY CANDIDATE,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,REPUBLICAN,3.277
STATE,45.0,35.0,5.0,FIRST CALL,75+,MALE,MCCAIN,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,"$15,000-$29,000",YES,SOMEWHAT LIBERAL,LIBERAL,65+,75+,COMPLETE,SALT LAKE CITY,60+,60+,DEMOCRAT,TOO CONSERVATIVE,3211.0,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,NO,YES,MORMON/LATTER DAY SAINTS,SATISFIED,DOES NOT AFFECT STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,,3.211
STATE,45.0,35.0,6.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,EDUCATION,NOT TYPICAL POLITICAN,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,2608.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,SOMEWHAT,BUSH,UNDECLARED/INDEPENDENT,2.608
STATE,45.0,35.0,7.0,SECOND CALL,65-74,FEMALE,BUSH,THIS YEAR,EDUCATION,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"UNDER $15,000",YES,MODERATE,MODERATE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,2661.0,FAVORABLE,UNFAVORABLE,BUSH,OMITS,OMITS,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HELPS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,2.661
STATE,45.0,35.0,8.0,SECOND CALL,75+,MALE,BUSH,BEFORE THAT,ABORTION,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,2608.0,FAVORABLE,UNFAVORABLE,BUSH,MCCAIN,OMITS,BUSH,NO,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,GREAT DEAL,BUSH,REPUBLICAN,2.608
STATE,45.0,35.0,9.0,SECOND CALL,60-64,FEMALE,BUSH,THIS YEAR,OMITS,STANDS UP FOR BELIEFS,OMITS,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,,OMITS,MODERATE,MODERATE,18-64,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,2661.0,FAVORABLE,FAVORABLE,BUSH,MCCAIN,ABOUT RIGHT,BOTH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,2.661
STATE,45.0,35.0,10.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,REPUBLICAN,ABOUT RIGHT,2608.0,FAVORABLE,FAVORABLE,BUSH,OMITS,ABOUT RIGHT,BUSH,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,OMITS,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,REPUBLICAN,2.608
STATE,45.0,35.0,11.0,SECOND CALL,65-74,MALE,KEYES,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,DID NOT COMPLETE HIGH SCHOOL,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,INDEPENDENT/OTHER,TOO CONSERVATIVE,2619.0,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,NEITHER,YES,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HELPS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,UNDECLARED/INDEPENDENT,2.619
STATE,45.0,35.0,12.0,SECOND CALL,65-74,FEMALE,KEYES,TODAY,CAPAIGN FINANCE REFORM,NOT TYPICAL POLITICAN,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,INDEPENDENT/OTHER,ABOUT RIGHT,2672.0,UNFAVORABLE,FAVORABLE,GORE,GORE,ABOUT RIGHT,MCCAIN,YES,NO,MORMON/LATTER DAY SAINTS,SATISFIED,HURTS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,MCCAIN,UNDECLARED/INDEPENDENT,2.672
STATE,45.0,35.0,13.0,SECOND CALL,65-74,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,"$30,000-$49,000",OMITS,MODERATE,MODERATE,65+,18-74,COMPLETE,SALT LAKE CITY,60+,60+,INDEPENDENT/OTHER,ABOUT RIGHT,2608.0,FAVORABLE,OMITS,BUSH,OMITS,OMITS,NEITHER,NO,YES,MORMON/LATTER DAY SAINTS,SATISFIED,HELPS STATE,MORMON/LATTER DAY SAINTS,NOT AT ALL,BUSH,UNDECLARED/INDEPENDENT,2.608
