BACKSIDE,GEOCODE,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,ISSUE,QUALITY,ISSVQUAL,RELRIGHT,ABORTION,BUSHKNOW,SSTAX,BUSHUNFR,PARTYID,EDUC,RELIGION,INCOME,MCAIUNFR,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,AGE4,AGEABC,PARTY,AGE65,AGE75,GWCONSRV,BUSH,MCCAIN,ALLOWVOT,GOREBUSH,GOREMCAN,MCCONSRV,STR8TALK,REFORMER,PREVPRI,VETVOTER,MCRRIGHT,BEATDEM,SENOHR,REL5,WEIGHT
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,35.0,THIRD CALL,50-59,MALE,MCCAIN,WITHIN LAST WEEK,OMITS,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,POST GRADUATE STUDY,SOMETHING ELSE,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,OMITS,MCCAIN,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,,SOMETHING ELSE,0.732
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,36.0,THIRD CALL,50-59,FEMALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,POST GRADUATE STUDY,NONE,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,,NONE,0.656
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,37.0,THIRD CALL,25-29,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,OMITS,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$30,000-$49,000",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,INDEPENDENT/OTHER,25-29,25-29,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,,CATHOLIC,0.633
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,38.0,THIRD CALL,45-49,MALE,BUSH,THIS YEAR,TAXES,OMITS,CANDS POSITIONS ON ISSUES,OMITS,OMITS,YES,TAX CUT,OMITS,REPUBLICAN,POST GRADUATE STUDY,,,OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,40-49,REPUBLICAN,40-49,40-49,OMITS,FAVORABLE,FAVORABLE,OMITS,BUSH,OMITS,OMITS,OMITS,OMITS,YES,YES,OMITS,BUSH,,,0.6910000000000001
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,39.0,THIRD CALL,65-74,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,BOTH,YES,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.706
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,40.0,THIRD CALL,40-44,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,CAN WIN IN NOVEMBER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NONE,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,NEITHER,NEITHER,YES,NO,NOT AT ALL,BUSH,DEWINE,NONE,0.718
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,41.0,THIRD CALL,40-44,FEMALE,BUSH,WITHIN LAST 3 DAYS,TAXES,STRONG LEADER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,"$50,000-$74,999",NO,SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,30-44,40-49,REPUBLICAN,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,YES,NO,NOT MUCH,BUSH,DEWINE,CATHOLIC,0.645
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,42.0,THIRD CALL,50-59,MALE,MCCAIN,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,NO,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.761
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,43.0,THIRD CALL,65-74,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,NO,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,NONE,"$75,000-$99,999",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,NOT CONSERVATIVE ENOUGH,UNFAVORABLE,FAVORABLE,ONLY REPUBLICANS,OMITS,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,NOT AT ALL,MCCAIN,DEWINE,NONE,0.834
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,44.0,THIRD CALL,50-59,,MCCAIN,THIS YEAR,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN ALL CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$75,000-$99,999",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,BOTH,BOTH,YES,NO,SOMEWHAT,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.683
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,45.0,THIRD CALL,40-44,MALE,MCCAIN,THIS YEAR,CAMPAIGN FINANCE REFORM,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN ALL CASES,YES,OMITS,YES,DEMOCRAT,HIGH SCHOOL GRADUATE,CATHOLIC,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,40-49,DEMOCRAT,40-49,40-49,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,MCCAIN,NO,NO,GREAT DEAL,MCCAIN,DEWINE,CATHOLIC,0.761
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,46.0,THIRD CALL,30-39,MALE,KEYES,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,COLLEGE GRADUATE,CATHOLIC,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NEITHER,YES,NO,NOT MUCH,BUSH,DICKSON,CATHOLIC,0.592
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,47.0,THIRD CALL,60-64,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$50,000-$74,999",NO,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,NEITHER,BOTH,YES,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.706
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,48.0,THIRD CALL,25-29,MALE,BUSH,BEFORE THAT,MORAL VALUES,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,OMITS,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,NONE,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,BUSH,OMITS,YES,YES,NOT AT ALL,BUSH,DICKSON,NONE,0.638
COMPLETED,TOLEDO/NORTHWEST,36.0,92.0,49.0,THIRD CALL,50-59,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STRONG LEADER,CANDS POSITIONS ON ISSUES,YES,LEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$100,000 OR MORE",NO,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,OMITS,BUSH,MCCAIN,TOO CONSERVATIVE,BUSH,BOTH,YES,YES,NOT AT ALL,BUSH,CREMEANS,PROTESTANT/OTHER CHRISTIAN,0.419
COMPLETED,NORTHEAST,36.0,94.0,1.0,FIRST CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,CATHOLIC,"$75,000-$99,999",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,BUSH,YES,NO,NOT AT ALL,BUSH,DEWINE,CATHOLIC,0.795
NOT COMPLETED,NORTHEAST,36.0,94.0,2.0,FIRST CALL,50-59,MALE,MCCAIN,BEFORE THAT,SOCIAL SECURITY/MEDICARE,NOT TYPICAL POLITICIAN,OMITS,OMITS,OMITS,NO,OMITS,OMITS,,,,,OMITS,,,18-64,18-74,STATE,45-59,50-59,,50-64,50-64,OMITS,OMITS,OMITS,ONLY REPUBLICANS,GORE,MCCAIN,OMITS,OMITS,OMITS,YES,,NOT AT ALL,OMITS,DEWINE,,0.834
COMPLETED,NORTHEAST,36.0,94.0,3.0,FIRST CALL,65-74,FEMALE,BUSH,TODAY,ABORTION,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,GREAT DEAL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.072
COMPLETED,NORTHEAST,36.0,94.0,4.0,FIRST CALL,75+,,BUSH,BEFORE THAT,ABORTION,STRONG LEADER,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN ALL CASES,YES,TAX CUT,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,PROTESTANT,"UNDER $15,000",YES,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,TOO CONSERVATIVE,BUSH,BUSH,YES,NO,GREAT DEAL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.041
COMPLETED,NORTHEAST,36.0,94.0,5.0,FIRST CALL,50-59,FEMALE,MCCAIN,WITHIN LAST 3 DAYS,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,OMITS,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$75,000-$99,999",OMITS,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,OMITS,MCCAIN,OMITS,YES,NO,OMITS,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.857
COMPLETED,NORTHEAST,36.0,94.0,6.0,FIRST CALL,65-74,FEMALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"UNDER $15,000",NO,SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,60+,60+,REPUBLICAN,65+,65-74,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BOTH,BOTH,YES,NO,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.072
COMPLETED,NORTHEAST,36.0,94.0,7.0,SECOND CALL,25-29,MALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$50,000-$74,999",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.155
COMPLETED,NORTHEAST,36.0,94.0,8.0,SECOND CALL,25-29,FEMALE,MCCAIN,WITHIN LAST WEEK,WORLD AFFAIRS,STANDS UP FOR BELIEFS,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,CATHOLIC,,NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,18-29,25-29,REPUBLICAN,25-29,25-29,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,MCCAIN,YES,NO,NOT AT ALL,BUSH,DEWINE,CATHOLIC,1.189
COMPLETED,NORTHEAST,36.0,94.0,9.0,SECOND CALL,75+,MALE,MCCAIN,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,YES,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,MCCAIN,YES,NO,NOT MUCH,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.09
COMPLETED,NORTHEAST,36.0,94.0,10.0,SECOND CALL,50-59,FEMALE,BUSH,BEFORE THAT,TAXES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,YES,REPUBLICAN,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,YES,NO,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.8190000000000001
COMPLETED,NORTHEAST,36.0,94.0,11.0,SECOND CALL,60-64,MALE,BUSH,TODAY,TAXES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$30,000-$49,000",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,60+,60+,REPUBLICAN,50-64,50-64,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.041
COMPLETED,NORTHEAST,36.0,94.0,12.0,THIRD CALL,50-59,FEMALE,BUSH,TODAY,MORAL VALUES,CAN WIN IN NOVEMBER,CANDS POSITIONS ON ISSUES,YES,OMITS,YES,TAX CUT,YES,DEMOCRAT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$15,000-$29,000",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,DEMOCRAT,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,NEITHER,NEITHER,YES,NO,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.8190000000000001
COMPLETED,NORTHEAST,36.0,94.0,13.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,WORLD AFFAIRS,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,TAX CUT,YES,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$100,000 OR MORE",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,BUSH,YES,YES,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.795
COMPLETED,NORTHEAST,36.0,94.0,14.0,THIRD CALL,30-39,MALE,MCCAIN,THIS YEAR,TAXES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,NO,LEGAL IN ALL CASES,NO,TAX CUT,YES,REPUBLICAN,COLLEGE GRADUATE,PROTESTANT,"$100,000 OR MORE",YES,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,30-44,30-39,REPUBLICAN,30-39,30-39,TOO CONSERVATIVE,UNFAVORABLE,FAVORABLE,ALL VOTERS,GORE,MCCAIN,ABOUT RIGHT,MCCAIN,NEITHER,NO,NO,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.834
COMPLETED,NORTHEAST,36.0,94.0,15.0,THIRD CALL,50-59,FEMALE,MCCAIN,THIS YEAR,OMITS,NOT TYPICAL POLITICIAN,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,OMITS,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$50,000-$74,999",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,OMITS,BUSH,MCCAIN,OMITS,MCCAIN,OMITS,YES,NO,NOT AT ALL,OMITS,,PROTESTANT/OTHER CHRISTIAN,0.8250000000000001
COMPLETED,NORTHEAST,36.0,94.0,16.0,THIRD CALL,50-59,,BUSH,THIS YEAR,ABORTION,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$30,000-$49,000",NO,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,ABOUT RIGHT,FAVORABLE,OMITS,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,BUSH,NEITHER,YES,NO,SOMEWHAT,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.8190000000000001
COMPLETED,NORTHEAST,36.0,94.0,17.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,TAX CUT,OMITS,INDEPENDENT,HIGH SCHOOL GRADUATE,PROTESTANT,"$15,000-$29,000",OMITS,VERY LIBERAL,LIBERAL,18-64,18-74,STATE,45-59,50-59,INDEPENDENT/OTHER,50-64,50-64,TOO CONSERVATIVE,FAVORABLE,UNFAVORABLE,ALL VOTERS,BUSH,OMITS,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,NO,GREAT DEAL,BUSH,CREMEANS,PROTESTANT/OTHER CHRISTIAN,0.517
COMPLETED,NORTHEAST,36.0,94.0,18.0,THIRD CALL,75+,MALE,BUSH,WITHIN LAST WEEK,SOCIAL SECURITY/MEDICARE,REPRESENTS CONSERVATIVE VALUES,CANDS PERSONAL QUALITIES,YES,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",NO,MODERATE,MODERATE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,ALL VOTERS,BUSH,GORE,NOT CONSERVATIVE ENOUGH,BUSH,BOTH,YES,YES,NOT AT ALL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.041
COMPLETED,NORTHEAST,36.0,94.0,19.0,THIRD CALL,50-59,MALE,BUSH,THIS YEAR,SOCIAL SECURITY/MEDICARE,STRONG LEADER,CANDS PERSONAL QUALITIES,NO,LEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,NO,REPUBLICAN,DID NOT COMPLETE HIGH SCHOOL,OTHER CHRISTIAN,"$75,000-$99,999",YES,VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,45-59,50-59,REPUBLICAN,50-64,50-64,NOT CONSERVATIVE ENOUGH,FAVORABLE,UNFAVORABLE,ONLY REPUBLICANS,BUSH,OMITS,TOO CONSERVATIVE,MCCAIN,BUSH,YES,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.795
COMPLETED,NORTHEAST,36.0,94.0,20.0,THIRD CALL,45-49,FEMALE,BUSH,THIS YEAR,MORAL VALUES,REPRESENTS CONSERVATIVE VALUES,CANDS POSITIONS ON ISSUES,YES,OMITS,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,PROTESTANT,"$15,000-$29,000",YES,MODERATE,MODERATE,18-64,18-74,STATE,45-59,40-49,INDEPENDENT/OTHER,40-49,40-49,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,NOT CONSERVATIVE ENOUGH,MCCAIN,BOTH,YES,NO,GREAT DEAL,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,0.8190000000000001
COMPLETED,NORTHEAST,36.0,94.0,21.0,THIRD CALL,18-24,MALE,,OMITS,OMITS,OMITS,OMITS,NO,ILLEGAL IN MOST CASES,YES,TAX CUT,NO,INDEPENDENT,SOME COLLEGE OR ASSOCIATES,OTHER CHRISTIAN,"$30,000-$49,000",NO,MODERATE,MODERATE,18-64,18-74,STATE,18-29,18-24,INDEPENDENT/OTHER,18-24,18-24,OMITS,UNFAVORABLE,FAVORABLE,ALL VOTERS,OMITS,MCCAIN,OMITS,MCCAIN,OMITS,YES,,NOT AT ALL,MCCAIN,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.1320000000000001
COMPLETED,NORTHEAST,36.0,94.0,22.0,THIRD CALL,75+,FEMALE,BUSH,THIS YEAR,MORAL VALUES,STANDS UP FOR BELIEFS,CANDS PERSONAL QUALITIES,OMITS,ILLEGAL IN MOST CASES,YES,STRENGTHEN SOCIAL SECURITY,OMITS,REPUBLICAN,POST GRADUATE STUDY,PROTESTANT,"$30,000-$49,000",OMITS,SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,60+,60+,REPUBLICAN,65+,75+,ABOUT RIGHT,FAVORABLE,FAVORABLE,ONLY REPUBLICANS,BUSH,MCCAIN,OMITS,NEITHER,BOTH,YES,NO,NOT MUCH,BUSH,DEWINE,PROTESTANT/OTHER CHRISTIAN,1.072
