BUSHKNOW,OTHPRIRI,GEOCODE,OTHERPRI,STATE,PREC,SEQ,CALL,AGE9,SEX,REPVOTE,TIME,CANDSOK,STANDLIV,ISSUE,QUALITY,ISSVQUAL,REPSEEN,RELRIGHT,VOTE96,ABORTION,FINSIT,SSTAX,BUSHDAD,PARTYID,MCAINVET,ATTEND,EDUC,RELIGION,BUSHUNFR,INCOME,FORBUNFR,MCAIUNFR,IDEOLOGY,PHIL3,VETERAN,OVER65,OVER75,BACKSIDE,AGE4,AGEABC,PARTY,AGE65,AGE75,DEBATES,BUSH,MCCAIN,FORBES,INTERNET,NHSTEC,STR8TALK,ETAX,MARRIED,CHILD,REFORMVT,RELPUB,DESCRIBE,BEATDEM,ELIFE,CAMPFIN,BRNAGAIN,REGREP,REL5,WEIGHT
No,,Concord and Connecticut Valley,,30.0,76.0,3.0,Call 1,30-39,Male,McCain,Today,Would like someone else,,Campaign finance reform,Stands up for beliefs,My candidates personal qualities,,No,Other,Legal in most cases,,,,Democrat,,Once a week,Post graduate study,Protestant,No,"$30,000 - $49,999",Yes,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Democrat,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,No,Not registered,Protestant/Other Christian,1.5190000000000001
Yes,,Concord and Connecticut Valley,,30.0,76.0,4.0,Call 1,50-59,Female,McCain,Before that,Satisfied with candidates,,OMITS,Strong leader,My candidates positions on the issues,,No,,Legal in most cases,,,,Independent,,Once a week,Post graduate study,Protestant,OMITS,"$100,000 or more",OMITS,OMITS,Moderate,Moderate,No,18-64,18-74,Complete,45-59,50-59,Independent/Other,50-64,50-64,,,,,,,,,No,No,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,1.486
No,,Concord and Connecticut Valley,,30.0,76.0,5.0,Call 1,30-39,Male,Bush,Within 3 days,Would like someone else,,Education,Represents conservative values,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,,,Few times a month,College graduate,Catholic,Yes,"$30,000 - $49,999",Yes,Yes,Moderate,Moderate,No,18-64,18-74,Complete,30-44,30-39,,30-39,30-39,,,,,,,,,No,No,,Keep to themselves,,,,,No,Republican,Catholic,1.97
No,,Concord and Connecticut Valley,,30.0,76.0,6.0,Call 1,30-39,Female,McCain,Within 3 days,Satisfied with candidates,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,Other,Illegal in most cases,,,,Republican,,Few times a month,College graduate,Protestant,No,"$50,000 - $74,999",Yes,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,,,,,,,,,Yes,Yes,,Publicly discussed,,,,,Yes,Republican,Protestant/Other Christian,1.486
Yes,,Concord and Connecticut Valley,,30.0,76.0,7.0,Call 1,30-39,Male,Keyes,Before that,Satisfied with candidates,,Moral values,Represents conservative values,My candidates personal qualities,,No,Other,Illegal in most cases,,,,Independent,,More than once a week,College graduate,Catholic,No,"$15,000-$29,999",No,No,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Independent/Other,30-39,30-39,,,,,,,,,No,No,,Publicly discussed,,,,,No,Undeclared/Independent,Catholic,1.211
,No,Concord and Connecticut Valley,No,30.0,76.0,8.0,Call 1,60-64,Male,Bush,,,Will fall,,,,None,,,,Better,Strengthen Social Security,Somewhat important,Republican,Not too important,,Post graduate study,,,"$50,000 - $74,999",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,60 and over,60 and over,Republican,50-64,50-64,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Good,Bush,No,,,No,,Like my candidate with reservations,Bush,Great deal,Help,,Undeclared/Independent,,2.0460000000000003
,,Concord and Connecticut Valley,No,30.0,76.0,9.0,Call 1,30-39,Male,Bush,,,Will rise,,,,One,,,,Worse,Tax cut,Not too important,Republican,Not too important,,Post graduate study,,,"$30,000 - $49,999",,,Very conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,30-44,30-39,Republican,30-39,30-39,Very closely,Favorable,Favorable,Favorable,Yes,Excellent,Bush,No,,,No,,Strongly favor my candidate,Bush,Great deal,Hurt,,Republican,,1.97
,,Concord and Connecticut Valley,No,30.0,76.0,10.0,Call 1,65-74,Male,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not important at all,Republican,Very important,,Some college/Associate,,,"$50,000 - $74,999",,,Very conservative,Conservative,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,Very closely,Favorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Republican,,1.577
,,Concord and Connecticut Valley,"Yes, for Gore",30.0,76.0,11.0,Call 1,65-74,Female,McCain,,,Will fall,,,,None,,,,Worse,Strengthen Social Security,Not important at all,Republican,Somewhat important,,Some college/Associate,,,"Under $15,000",,,Somewhat liberal,Liberal,,65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,Not closely at all,Unfavorable,Favorable,Unfavorable,No,Good,McCain,No,,,No,,Like my candidate with reservations,McCain,Good amount,Help,,Republican,,1.542
,No,Concord and Connecticut Valley,No,30.0,76.0,12.0,Call 1,60-64,Male,Keyes,,,OMITS,,,,None,,,,Same,OMITS,Not important at all,Independent,OMITS,,High school graduate,,,,,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,60 and over,60 and over,Independent/Other,50-64,50-64,Somewhat closely,OMITS,OMITS,Favorable,No,Good,McCain,No,,,OMITS,,Strongly favor my candidate,,OMITS,Help,,Undeclared/Independent,,1.258
,,Concord and Connecticut Valley,No,30.0,76.0,13.0,Call 1,50-59,Male,McCain,,,Will fall,,,,One,,,,Better,Strengthen Social Security,Not important at all,Republican,Somewhat important,,Post graduate study,,,"$100,000 or more",,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,Very closely,Unfavorable,Favorable,Unfavorable,Yes,Excellent,McCain,No,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Republican,,1.5190000000000001
Yes,,Concord and Connecticut Valley,,30.0,76.0,14.0,Call 2,75 and over,Female,Bush,This year,Satisfied with candidates,,Social Security/Medicare,Cares about average American,My candidates positions on the issues,,No,Dole,Illegal in most cases,,,,Republican,,Once a week,High school graduate,Catholic,OMITS,"Under $15,000",Yes,OMITS,Moderate,Moderate,"Yes, someone else in household",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Republican,Catholic,2.001
Yes,,Concord and Connecticut Valley,,30.0,76.0,15.0,Call 2,75 and over,Male,Bush,Before that,Satisfied with candidates,,Social Security/Medicare,Has the right experience,My candidates personal qualities,,Yes,Dole,Legal in most cases,,,,Republican,,Few times a year,High school graduate,Catholic,No,"$15,000-$29,999",OMITS,OMITS,Somewhat conservative,Conservative,"Yes, voter is a veteran",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,,No,,Keep to themselves,,,,,No,Republican,Catholic,2.0460000000000003
Yes,,Concord and Connecticut Valley,,30.0,76.0,16.0,Call 2,50-59,Male,Bush,This year,Satisfied with candidates,,Taxes,Has the right experience,My candidates personal qualities,,No,Other,Legal in most cases,,,,Republican,,Never,College graduate,None,No,"$75,000 - $99,999",No,No,Somewhat conservative,Conservative,No,18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,No,No,,Publicly discussed,,,,,No,Republican,None,1.97
Yes,,Concord and Connecticut Valley,,30.0,76.0,17.0,Call 2,50-59,Male,Forbes,This year,Would like someone else,,Taxes,Understands complex issues,My candidates positions on the issues,,No,Forbes,Legal in most cases,,,,Republican,,Few times a year,Post graduate study,Protestant,No,"$50,000 - $74,999",No,No,Moderate,Moderate,No,18-64,18-74,Complete,45-59,50-59,Republican,50-64,50-64,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,1.97
Yes,,Concord and Connecticut Valley,,30.0,76.0,18.0,Call 2,75 and over,,McCain,Within 3 days,Satisfied with candidates,,Social Security/Medicare,Represents conservative values,My candidates positions on the issues,,No,,Legal in all cases,,,,Independent,,Few times a year,High school graduate,Protestant,OMITS,"$30,000 - $49,999",Yes,OMITS,Somewhat conservative,Conservative,"Yes, someone else in household",65 and over,75 and over,Complete,60 and over,60 and over,Independent/Other,65 and over,75 and over,,,,,,,,,No,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,1.577
,"Yes, for Bradley",Concord and Connecticut Valley,"Yes, for Bradley",30.0,76.0,19.0,Call 2,65-74,Female,Forbes,,,Will rise,,,,None,,,,Same,Strengthen Social Security,Somewhat important,Independent,Somewhat important,,College graduate,,,"Under $15,000",,,Moderate,Moderate,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,Somewhat closely,OMITS,Favorable,Favorable,No,Not so good,OMITS,OMITS,,,OMITS,,Strongly favor my candidate,McCain,Good amount,OMITS,,Undeclared/Independent,,2.0020000000000002
,,Concord and Connecticut Valley,No,30.0,76.0,20.0,Call 2,40-44,Female,McCain,,,Will fall,,,,One,,,,Better,Tax cut,Not important at all,Republican,Somewhat important,,Some college/Associate,,,"$75,000 - $99,999",,,Moderate,Moderate,No,18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Good,McCain,No,,,No,,Like my candidate with reservations,McCain,Great deal,Help,,Republican,,1.486
,,Concord and Connecticut Valley,"Yes, for Bradley",30.0,76.0,21.0,Call 2,45-49,Female,McCain,,,Will rise,,,,None,,,,Better,Strengthen Social Security,Not too important,Independent,Somewhat important,,Some college/Associate,,,"$75,000 - $99,999",,,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,Somewhat closely,Favorable,Favorable,Unfavorable,Yes,Good,OMITS,No,,,No,,Like my candidate with reservations,Bush,Good amount,Help,,Republican,,1.486
,,Concord and Connecticut Valley,OMITS,30.0,76.0,22.0,Call 2,75 and over,Female,Bush,,,Will rise,,,,,,,,Same,OMITS,Very important,Republican,OMITS,,,,,"Under $15,000",,,Somewhat liberal,Liberal,,65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,Very closely,OMITS,OMITS,OMITS,,OMITS,Bush,OMITS,,,OMITS,,Strongly favor my candidate,OMITS,OMITS,OMITS,,Republican,,2.001
,,Concord and Connecticut Valley,No,30.0,76.0,23.0,Call 2,18-24,,McCain,,,Will rise,,,,Three or more,,,,Better,Strengthen Social Security,Somewhat important,Republican,Very important,,Did not complete high school,,,"$50,000 - $74,999",,,Somewhat conservative,Conservative,No,18-64,18-74,Complete,18-29,18-24,Republican,18-24,18-24,Very closely,Unfavorable,Favorable,Unfavorable,Yes,Good,McCain,Yes,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Republican,,1.475
No,,Concord and Connecticut Valley,,30.0,76.0,24.0,Call 3,25-29,Female,McCain,Within 3 days,Satisfied with candidates,,Moral values,Stands up for beliefs,My candidates personal qualities,,No,Did not vote,Legal in most cases,,,,Independent,,Few times a year,Post graduate study,Protestant,Yes,"$50,000 - $74,999",Yes,No,Somewhat liberal,Liberal,No,18-64,18-74,Complete,18-29,25-29,Independent/Other,25-29,25-29,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,1.475
No,,Concord and Connecticut Valley,,30.0,76.0,25.0,Call 3,40-44,Female,Forbes,Today,Would like someone else,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,Forbes,Illegal in most cases,,,,Independent,,Never,High school graduate,Other Christian,No,"$50,000 - $74,999",No,No,Moderate,Moderate,"Yes, someone else in household",18-64,18-74,Complete,30-44,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,1.927
No,,Concord and Connecticut Valley,,30.0,76.0,26.0,Call 3,45-49,Male,McCain,This year,Satisfied with candidates,,Taxes,Strong leader,My candidates personal qualities,,No,Dole,Legal in all cases,,,,Independent,,Never,College graduate,Catholic,No,"$100,000 or more",No,No,Somewhat liberal,Liberal,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,Catholic,1.5190000000000001
No,,Concord and Connecticut Valley,,30.0,76.0,27.0,Call 3,65-74,Male,McCain,This year,Satisfied with candidates,,Campaign finance reform,Can win in November,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Independent,,Once a week,Post graduate study,Protestant,No,"$100,000 or more",No,No,Moderate,Moderate,"Yes, voter is a veteran",65 and over,18-74,Complete,60 and over,60 and over,Independent/Other,65 and over,65-74,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Undeclared/Independent,Protestant/Other Christian,1.577
No,,Concord and Connecticut Valley,,30.0,76.0,28.0,Call 3,45-49,Male,McCain,This year,Satisfied with candidates,,OMITS,Stands up for beliefs,My candidates positions on the issues,,No,Dole,Legal in most cases,,,,Independent,,Never,Some college/Associate,None,No,"$50,000 - $74,999",No,No,Moderate,Moderate,"Yes, voter is a veteran",18-64,18-74,Complete,45-59,40-49,Independent/Other,40-49,40-49,,,,,,,,,Yes,Yes,,Keep to themselves,,,,,No,Republican,None,1.5190000000000001
,,Concord and Connecticut Valley,No,30.0,76.0,29.0,Call 3,40-44,Male,Bush,,,Will rise,,,,None,,,,Same,Tax cut,Not too important,Republican,OMITS,,College graduate,,,"$50,000 - $74,999",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Not too closely,Favorable,Favorable,Unfavorable,Yes,Good,Bush,No,,,No,,Strongly favor my candidate,Bush,Great deal,Help,,Republican,,1.97
,,Concord and Connecticut Valley,No,30.0,76.0,30.0,Call 3,25-29,Male,McCain,,,Will rise,,,,Three or more,,,,Same,Strengthen Social Security,Not too important,Republican,Very important,,Some college/Associate,,,"$30,000 - $49,999",,,Somewhat conservative,Conservative,"Yes, someone else in household",18-64,18-74,Complete,18-29,25-29,Republican,25-29,25-29,Very closely,Favorable,Favorable,Favorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,McCain,Good amount,Help,,Republican,,1.508
,,Concord and Connecticut Valley,No,30.0,76.0,31.0,Call 3,25-29,Female,Bush,,,Will rise,,,,Two,,,,Better,Strengthen Social Security,Not too important,Republican,Not important at all,,College graduate,,,"$50,000 - $74,999",,,Somewhat conservative,Conservative,"Yes, voter is a veteran",18-64,18-74,Complete,18-29,25-29,Republican,25-29,25-29,Very closely,Favorable,Unfavorable,Unfavorable,Yes,Good,Bush,No,,,No,,Strongly favor my candidate,Bush,Good amount,Help,,Republican,,1.9120000000000001
,,Concord and Connecticut Valley,No,30.0,76.0,32.0,Call 3,40-44,Female,McCain,,,Will rise,,,,None,,,,Better,Tax cut,Somewhat important,Republican,Very important,,College graduate,,,"$75,000 - $99,999",,,Somewhat conservative,Conservative,"Yes, both voter and someone else",18-64,18-74,Complete,30-44,40-49,Republican,40-49,40-49,Very closely,Favorable,Favorable,Favorable,Yes,Good,McCain,No,,,No,,Strongly favor my candidate,Bush,Great deal,Help,,Republican,,1.486
,,Concord and Connecticut Valley,No,30.0,76.0,33.0,Call 3,45-49,Male,McCain,,,Will rise,,,,One,,,,Better,Strengthen Social Security,Not important at all,Democrat,Very important,,Post graduate study,,,"$100,000 or more",,,Somewhat liberal,Liberal,No,18-64,18-74,Complete,45-59,40-49,Democrat,40-49,40-49,Very closely,Unfavorable,Favorable,Unfavorable,Yes,Excellent,McCain,Yes,,,No,,Strongly favor my candidate,McCain,Great deal,Help,,Republican,,1.5190000000000001
Yes,,South,,30.0,80.0,1.0,Call 1,65-74,Female,McCain,Within last week,Satisfied with candidates,,World affairs,Strong leader,My candidates personal qualities,,No,Did not vote,Legal in most cases,,,,Republican,,Few times a month,College graduate,Protestant,No,"$100,000 or more",OMITS,No,Somewhat conservative,Conservative,"Yes, someone else in household",65 and over,18-74,Complete,60 and over,60 and over,Republican,65 and over,65-74,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,1.5330000000000001
Yes,,South,,30.0,80.0,2.0,Call 1,75 and over,,Forbes,This year,Satisfied with candidates,,Taxes,Stands up for beliefs,My candidates positions on the issues,,No,Forbes,Legal in all cases,,,,Republican,,Few times a month,College graduate,Protestant,No,"$75,000 - $99,999",No,No,Moderate,Moderate,"Yes, voter is a veteran",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,Yes,No,,Keep to themselves,,,,,No,Republican,Protestant/Other Christian,1.879
Yes,,South,,30.0,80.0,3.0,Call 1,75 and over,Male,Bush,This year,Satisfied with candidates,,Moral values,Can win in November,My candidates personal qualities,,No,Dole,Legal in all cases,,,,Republican,,Few times a year,College graduate,Protestant,No,"$100,000 or more",Yes,No,Moderate,Moderate,"Yes, voter is a veteran",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Republican,Protestant/Other Christian,1.715
Yes,,South,,30.0,80.0,4.0,Call 1,75 and over,Male,Bush,Within last week,Satisfied with candidates,,Social Security/Medicare,Stands up for beliefs,My candidates personal qualities,,No,Dole,Legal in all cases,,,,Republican,,Few times a month,Post graduate study,,No,"$50,000 - $74,999",No,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,Yes,No,,Keep to themselves,,,,,OMITS,Republican,,1.715
OMITS,,South,,30.0,80.0,5.0,Call 1,75 and over,Male,McCain,This year,Satisfied with candidates,,Campaign finance reform,Stands up for beliefs,My candidates personal qualities,,No,Dole,Illegal in most cases,,,,Republican,,Once a week,Post graduate study,Protestant,Yes,"$100,000 or more",Yes,No,Somewhat conservative,Conservative,"Yes, voter is a veteran",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,Yes,No,,Publicly discussed,,,,,No,Republican,Protestant/Other Christian,1.554
No,,South,,30.0,80.0,6.0,Call 1,45-49,Male,McCain,Today,Satisfied with candidates,,Moral values,Cares about average American,OMITS,,No,,Legal in all cases,,,,,,OMITS,,,OMITS,,OMITS,OMITS,,,,18-64,18-74,Not complete,45-59,40-49,,40-49,40-49,,,,,,,,,,,,OMITS,,,,,OMITS,,,1.315
Yes,,South,,30.0,80.0,7.0,Call 1,75 and over,Female,Bush,Within last week,Satisfied with candidates,,Moral values,Has the right experience,My candidates personal qualities,,Yes,Other,Illegal in most cases,,,,Republican,,Few times a year,Some college/Associate,Protestant,No,"$75,000 - $99,999",Yes,Yes,Very conservative,Conservative,"Yes, someone else in household",65 and over,75 and over,Complete,60 and over,60 and over,Republican,65 and over,75 and over,,,,,,,,,No,No,,Keep to themselves,,,,,OMITS,Republican,Protestant/Other Christian,1.691
