STATE,PCT,SEQ,CALL,AGE9,RACE,SEX,DEMVOTE,CLINTON,UNION,PARTYID,RELIGION,INCOME,IDEOLOGY,PHIL3,OVER65,OVER75,QTYPE,GEOCODE,AGE4,PARTY,AGE65,AGE75,BUSH,GORE,BCPERSON,JBUSH,GORBSH3,HISPANIC,QRACE,REL5,WEIGHT
10.0,93.0,25.0,SECOND CALL,,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,,,STATE,TAMPA BAY AREA,,DEMOCRAT,,,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9420000000000001
10.0,93.0,26.0,SECOND CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$75,000-$99,999",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,TAMPA BAY AREA,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.804
10.0,93.0,27.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9420000000000001
10.0,93.0,28.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,CATHOLIC,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,CATHOLIC,0.9420000000000001
10.0,93.0,29.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9420000000000001
10.0,93.0,30.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,YES,DEMOCRAT,NONE,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,NONE,0.937
10.0,93.0,31.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",,,18-64,18-74,STATE,TAMPA BAY AREA,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9420000000000001
10.0,93.0,32.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,YES,INDEPENDENT,NONE,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,30-44,INDEPENDENT/OTHER,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,NONE,0.9420000000000001
10.0,93.0,33.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9420000000000001
10.0,93.0,34.0,THIRD CALL,65-74,HISPANIC/LATINO,MALE,GORE,APPROVE,YES,DEMOCRAT,CATHOLIC,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,TAMPA BAY AREA,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,YES,WHITE,CATHOLIC,0.866
10.0,93.0,35.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,YES,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,GORE,NO,WHITE,SOMETHING ELSE,0.866
10.0,93.0,36.0,THIRD CALL,18-24,BLACK,MALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,18-29,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.974
10.0,93.0,37.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,18-29,DEMOCRAT,18-24,18-24,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.98
10.0,93.0,38.0,THIRD CALL,25-29,BLACK,FEMALE,GORE,APPROVE,NO,INDEPENDENT,OTHER CHRISTIAN,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,18-29,INDEPENDENT/OTHER,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.98
10.0,93.0,39.0,THIRD CALL,,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,NONE,"$15,000-$29,000",,,,,STATE,TAMPA BAY AREA,,DEMOCRAT,,,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,,BLACK,NONE,0.937
10.0,93.0,40.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9420000000000001
10.0,93.0,41.0,THIRD CALL,30-39,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9420000000000001
10.0,93.0,42.0,THIRD CALL,50-59,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,SOMETHING ELSE,0.9420000000000001
10.0,93.0,43.0,THIRD CALL,18-24,BLACK,FEMALE,GORE,APPROVE,YES,REPUBLICAN,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,18-29,REPUBLICAN,18-24,18-24,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.98
10.0,93.0,44.0,THIRD CALL,18-24,HISPANIC/LATINO,MALE,GORE,APPROVE,NO,SOMETHING ELSE,NONE,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,18-29,INDEPENDENT/OTHER,18-24,18-24,UNFAVORABLE,UNFAVORABLE,FAVORABLE,UNFAVORABLE,NEITHER,YES,BLACK,NONE,0.974
10.0,93.0,45.0,THIRD CALL,40-44,BLACK,FEMALE,GORE,APPROVE,YES,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.9420000000000001
10.0,93.0,46.0,THIRD CALL,30-39,BLACK,MALE,GORE,APPROVE,YES,DEMOCRAT,SOMETHING ELSE,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,TAMPA BAY AREA,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,BLACK,SOMETHING ELSE,0.937
10.0,93.0,47.0,THIRD CALL,40-44,OTHER,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,TAMPA BAY AREA,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,OTHER,SOMETHING ELSE,0.871
10.0,95.0,1.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.863
10.0,95.0,2.0,FIRST CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,65+,18-74,STATE,NORTH,60+,DEMOCRAT,65+,65-74,OMITS,FAVORABLE,FAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.837
10.0,95.0,3.0,FIRST CALL,25-29,WHITE,MALE,BRADLEY,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,18-29,DEMOCRAT,25-29,25-29,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.387
10.0,95.0,4.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,NORTH,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,,WHITE,PROTESTANT/OTHER CHRISTIAN,0.894
10.0,95.0,5.0,SECOND CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,18-74,STATE,NORTH,60+,DEMOCRAT,65+,65-74,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.837
10.0,95.0,6.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",VERY LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,OMITS,FAVORABLE,FAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.863
10.0,95.0,7.0,SECOND CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.863
10.0,95.0,8.0,SECOND CALL,30-39,WHITE,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.922
10.0,95.0,9.0,SECOND CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.922
10.0,95.0,10.0,SECOND CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,BUSH,NO,WHITE,SOMETHING ELSE,0.863
10.0,95.0,11.0,SECOND CALL,75+,WHITE,MALE,BRADLEY,DISAPPROVE,NO,DEMOCRAT,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,NORTH,60+,DEMOCRAT,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.298
10.0,95.0,12.0,SECOND CALL,40-44,WHITE,FEMALE,BRADLEY,DISAPPROVE,YES,INDEPENDENT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,INDEPENDENT/OTHER,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.25
10.0,95.0,13.0,SECOND CALL,75+,WHITE,MALE,BRADLEY,DISAPPROVE,YES,INDEPENDENT,OTHER CHRISTIAN,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,65+,75+,STATE,NORTH,60+,INDEPENDENT/OTHER,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.298
10.0,95.0,14.0,SECOND CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,30-39,30-39,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.863
10.0,95.0,15.0,SECOND CALL,50-59,WHITE,MALE,GORE,DISAPPROVE,YES,DEMOCRAT,PROTESTANT,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,OMITS,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.922
10.0,95.0,16.0,THIRD CALL,50-59,WHITE,MALE,BRADLEY,APPROVE,YES,INDEPENDENT,PROTESTANT,"$75,000-$99,999",VERY CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.337
10.0,95.0,17.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.922
10.0,95.0,18.0,THIRD CALL,40-44,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.863
10.0,95.0,19.0,THIRD CALL,50-59,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,INDEPENDENT/OTHER,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.863
10.0,95.0,20.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,18-29,DEMOCRAT,25-29,25-29,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.894
10.0,95.0,21.0,THIRD CALL,18-24,WHITE,MALE,BRADLEY,DISAPPROVE,NO,REPUBLICAN,PROTESTANT,"UNDER $15,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,18-29,REPUBLICAN,18-24,18-24,UNFAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.387
10.0,95.0,22.0,THIRD CALL,25-29,WHITE,MALE,GORE,APPROVE,YES,REPUBLICAN,CATHOLIC,"$50,000-$74,999",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,18-29,REPUBLICAN,25-29,25-29,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,CATHOLIC,0.9560000000000001
10.0,95.0,23.0,THIRD CALL,25-29,WHITE,FEMALE,GORE,APPROVE,NO,,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,18-29,,25-29,25-29,UNFAVORABLE,FAVORABLE,OMITS,UNFAVORABLE,NEITHER,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.894
10.0,95.0,24.0,THIRD CALL,45-49,BLACK,FEMALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.843
10.0,95.0,25.0,THIRD CALL,65-74,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",VERY LIBERAL,LIBERAL,65+,18-74,STATE,NORTH,60+,DEMOCRAT,65+,65-74,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,SOMETHING ELSE,0.837
10.0,95.0,26.0,THIRD CALL,30-39,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,30-39,30-39,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.863
10.0,95.0,27.0,THIRD CALL,50-59,BLACK,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"$15,000-$29,000",SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,BLACK,PROTESTANT/OTHER CHRISTIAN,0.901
10.0,95.0,28.0,THIRD CALL,45-49,WHITE,MALE,GORE,DISAPPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,,SOMEWHAT CONSERVATIVE,CONSERVATIVE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,40-49,40-49,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.922
10.0,95.0,29.0,THIRD CALL,50-59,HISPANIC/LATINO,FEMALE,GORE,APPROVE,NO,DEMOCRAT,SOMETHING ELSE,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,YES,WHITE,SOMETHING ELSE,0.843
10.0,95.0,30.0,THIRD CALL,40-44,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,OTHER CHRISTIAN,"UNDER $15,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.922
10.0,95.0,31.0,THIRD CALL,45-49,WHITE,MALE,GORE,APPROVE,NO,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,NORTH,45-59,REPUBLICAN,40-49,40-49,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.922
10.0,95.0,32.0,THIRD CALL,45-49,WHITE,FEMALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$75,000-$99,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,40-49,40-49,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.863
10.0,95.0,33.0,THIRD CALL,50-59,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,45-59,DEMOCRAT,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.922
10.0,95.0,34.0,THIRD CALL,30-39,WHITE,FEMALE,BRADLEY,OMITS,NO,DEMOCRAT,OTHER CHRISTIAN,"$50,000-$74,999",MODERATE,MODERATE,18-64,18-74,STATE,NORTH,30-44,DEMOCRAT,30-39,30-39,OMITS,UNFAVORABLE,UNFAVORABLE,OMITS,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.25
10.0,96.0,1.0,FIRST CALL,65-74,WHITE,MALE,BRADLEY,OMITS,NO,INDEPENDENT,PROTESTANT,"$15,000-$29,000",VERY CONSERVATIVE,CONSERVATIVE,65+,18-74,STATE,CENTRAL,60+,INDEPENDENT/OTHER,65+,65-74,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.481
10.0,96.0,2.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,CENTRAL,60+,INDEPENDENT/OTHER,65+,75+,UNFAVORABLE,UNFAVORABLE,OMITS,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.2590000000000001
10.0,96.0,3.0,FIRST CALL,75+,WHITE,MALE,GORE,APPROVE,NO,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,CENTRAL,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.341
10.0,96.0,4.0,FIRST CALL,60-64,WHITE,FEMALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,,MODERATE,MODERATE,18-64,18-74,STATE,CENTRAL,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.2590000000000001
10.0,96.0,5.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,NO,INDEPENDENT,PROTESTANT,"$15,000-$29,000",MODERATE,MODERATE,18-64,18-74,STATE,CENTRAL,60+,INDEPENDENT/OTHER,50-64,50-64,UNFAVORABLE,FAVORABLE,UNFAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.341
10.0,96.0,6.0,FIRST CALL,75+,WHITE,FEMALE,GORE,APPROVE,,DEMOCRAT,PROTESTANT,"$15,000-$29,000",SOMEWHAT LIBERAL,LIBERAL,65+,75+,STATE,CENTRAL,60+,DEMOCRAT,65+,75+,UNFAVORABLE,FAVORABLE,FAVORABLE,UNFAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.2590000000000001
10.0,96.0,7.0,FIRST CALL,75+,WHITE,FEMALE,GORE,DISAPPROVE,,DEMOCRAT,CATHOLIC,,MODERATE,MODERATE,65+,75+,STATE,CENTRAL,60+,DEMOCRAT,65+,75+,FAVORABLE,UNFAVORABLE,UNFAVORABLE,FAVORABLE,BUSH,NO,WHITE,CATHOLIC,1.2590000000000001
10.0,96.0,8.0,FIRST CALL,60-64,WHITE,MALE,GORE,APPROVE,NO,REPUBLICAN,PROTESTANT,"$100,000 OR MORE",MODERATE,MODERATE,18-64,18-74,STATE,CENTRAL,60+,REPUBLICAN,50-64,50-64,UNFAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,1.341
10.0,96.0,9.0,FIRST CALL,50-59,WHITE,FEMALE,GORE,APPROVE,YES,DEMOCRAT,PROTESTANT,"$30,000-$49,000",SOMEWHAT LIBERAL,LIBERAL,18-64,18-74,STATE,CENTRAL,45-59,DEMOCRAT,50-64,50-64,FAVORABLE,FAVORABLE,FAVORABLE,FAVORABLE,GORE,NO,WHITE,PROTESTANT/OTHER CHRISTIAN,0.971
10.0,96.0,10.0,FIRST CALL,75+,WHITE,FEMALE,GORE,OMITS,NO,INDEPENDENT,CATHOLIC,,MODERATE,MODERATE,65+,75+,STATE,CENTRAL,60+,INDEPENDENT/OTHER,65+,75+,OMITS,OMITS,UNFAVORABLE,OMITS,BUSH,NO,WHITE,CATHOLIC,1.2590000000000001
