ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,RELIGION,ATTEND,nascar,ISSUE,NEC,iraqtrps,gwbangr,gaymrrge,barbangr,kerryms,kerryvp,keryvals,nafta,voteconf,AGE,AGE60,AGE65,ATTEND2,ATTREL,COLLEDUC,INC50K,IRAQTRP2,kerrywin,KERYVAL2,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SEXRACE,UNIONHH,UNIONVOT,votecnf2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1067692.0,Mississippi,119.0,Call 2,Backside complete,0.633262932300568,John Kerry,Male,Black,No,75 or over,Democrat,Moderate,Did not complete high school,"Under $15,000",Worse today,No one does,Other Christian,Once a week,No,Education,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Created more jobs in your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067698.0,Mississippi,40.0,Call 2,Backside complete,0.718359887599945,John Kerry,Female,Black,No,65-74,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Something else,Once a week,No,Health care/Medicare,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067700.0,Mississippi,36.0,Call 2,Backside complete,0.936127841472626,John Kerry,Male,Black,No,65-74,Democrat,Moderate,Some college or associate degree,"$15,000-$29,999",About the same,No one does,Protestant,More than once a week,No,Education,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Not too likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1067701.0,Mississippi,89.0,Call 2,Backside complete,0.479054540395737,John Kerry,Male,Black,No,45-49,Democrat,Very liberal,Postgraduate study,"$15,000-$29,999",About the same,"Yes, someone else does",Something else,More than once a week,No,The situation in Iraq,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Dick Gephardt,A lot,Taken more jobs from your state,Not too confident,45-64,45-59,40-49,Weekly,All others/Omits,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white male,"Yes, I am or someone in household is",No,Not too/not at all confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067703.0,Mississippi,68.0,Call 2,Backside complete,0.492152988910675,Al Sharpton,Male,Black,,50-59,Democrat,,,"$15,000-$29,999",Worse today,No one does,,Once a week,,Health care/Medicare,Not so good,Withdraw all troops,"Dissatisfied, but not angry",Omit,Omit,Omit,Omit,Omit,Omit,Not too confident,45-64,45-59,50-64,Weekly,All others/Omits,,"Under $50,000",Withdraw some/all troops,Omit,Omit,Not so good/Poor,18-64,Democrat,,,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067704.0,Mississippi,119.0,Call 2,Backside complete,0.549334049224854,John Kerry,Female,Black,No,65-74,Democrat,Somewhat conservative,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,None,More than once a week,No,Health care/Medicare,Poor,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Conservative,None,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067705.0,Mississippi,119.0,Call 2,Backside complete,0.633262932300568,John Kerry,Male,Black,No,65-74,Democrat,Moderate,Postgraduate study,"$30,000-$49,999",Worse today,No one does,Something else,Once a week,No,Economy/Jobs,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,Hillary Clinton,A lot,Taken more jobs from your state,Not too confident,65 or over,60 or over,65 or over,Weekly,All others/Omits,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Something else,All others/Omits,Non-white male,No,No,Not too/not at all confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067709.0,Mississippi,40.0,Call 2,Backside complete,0.828113079071045,John Kerry,Male,Black,No,65-74,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Something else,Once a week,No,Health care/Medicare,Good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,65 or over,60 or over,65 or over,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,65 or over,Democrat,Moderate,Something else,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067711.0,Mississippi,36.0,Call 2,Backside complete,0.685145974159241,John Kerry,Female,Black,No,50-59,Democrat,Very liberal,Some college or associate degree,"$50,000-$74,999",Worse today,"Yes, someone else does",Other Christian,More than once a week,No,The situation in Iraq,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,"Yes, I am or someone in household is",No,Not too/not at all confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1067712.0,Mississippi,89.0,Call 2,Backside complete,0.492540419101715,John Kerry,Female,Black,,75 or over,Democrat,Somewhat liberal,Did not complete high school,"Under $15,000",Worse today,No one does,Other Christian,More than once a week,No,Taxes,Not so good,Withdraw all troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Somewhat likely,John Edwards,A lot,Created more jobs in your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,3.0,39759.0
1067716.0,Mississippi,68.0,Call 2,Backside complete,0.532061636447906,John Kerry,Female,White,,40-44,Democrat,,High school graduate,,Worse today,No one does,,Once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,Angry,Very likely,Hillary Clinton,Omit,Created more jobs in your state,Not at all confident,30-44,30-44,40-49,Weekly,All others/Omits,No college degree,,Withdraw some/all troops,Very/somewhat likely,Omit,Not so good/Poor,18-64,Democrat,,,All others/Omits,White female,No,No,Not too/not at all confident,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067718.0,Mississippi,119.0,Call 2,Backside complete,0.507825136184692,John Kerry,Female,Black,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"$15,000-$29,999",Worse today,No one does,Something else,Once a week,No,Economy/Jobs,Poor,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Somewhat confident,30-44,30-44,30-39,Weekly,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067720.0,Mississippi,40.0,Call 2,Backside complete,0.459032088518143,Dennis Kucinich,Female,White,No,50-59,Republican,Somewhat conservative,High school graduate,"$15,000-$29,999",Better today,No one does,Other Christian,Once a week,Yes,Health care/Medicare,Excellent,Send more troops,Enthusaistic,Gay couples allowed to legally form civil unions,Enthusaistic,Not at all likely,Wesley Clark,Not much,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Send more/Keep the same number of troops,Not too/Not at all likely,Not much/Not at all,Excellent/Good,18-64,Republican,Conservative,Protestant/Other Christian,White Protestant/Other Christian,White female,No,No,Not too/not at all confident,White,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067721.0,Mississippi,36.0,Call 2,Backside complete,0.758516788482666,John Kerry,Male,Black,No,18-24,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,No one does,Other Christian,Once a week,Yes,Economy/Jobs,Good,Withdraw all troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,Angry,Very likely,Hillary Clinton,A lot,Had no effect on jobs in your state,Somewhat confident,18-29,18-29,18-24,Weekly,Protestant/Attend Weekly,No college degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1067723.0,Mississippi,101.0,Call 2,Backside complete,1.16733479499817,John Kerry,Female,Black,No,65-74,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",About the same,No one does,Protestant,Once a week,No,Health care/Medicare,Not so good,Withdraw some troops,Angry,Gay couples allowed to legally form civil unions,"Satisfied, but not enthusiastic",Very likely,Hillary Clinton,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,38646.0
1067724.0,Mississippi,68.0,Call 2,Backside complete,0.459032088518143,John Kerry,Female,Black,No,30-39,Democrat,Somewhat liberal,Some college or associate degree,"Under $15,000",About the same,No one does,Other Christian,More than once a week,No,Education,Good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,Omit,Somewhat,Taken more jobs from your state,Very confident,30-44,30-44,30-39,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Excellent/Good,18-64,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067728.0,Mississippi,119.0,Call 2,Backside complete,0.633262932300568,John Kerry,Male,Black,No,65-74,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",About the same,No one does,Protestant,Once a week,No,Education,Not so good,Keep the same number of troops,"Dissatisfied, but not angry",Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Not too likely,John Edwards,A lot,Taken more jobs from your state,Somewhat confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,College degree,"$50,000 or more",Send more/Keep the same number of troops,Not too/Not at all likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Liberal,Protestant/Other Christian,All others/Omits,Non-white male,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
1067730.0,Mississippi,40.0,Call 2,Backside complete,0.58206582069397,John Kerry,Female,Black,No,25-29,Democrat,Very liberal,High school graduate,"Under $15,000",Worse today,No one does,Something else,A few times a month,No,Economy/Jobs,Not so good,Withdraw all troops,Angry,Gay couples allowed to legally form civil unions,"Dissatisfied, but not angry",Very likely,John Edwards,Somewhat,Taken more jobs from your state,Very confident,18-29,18-29,25-29,Occasionally,All others/Omits,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Liberal,Something else,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,Rural,Small cities and Rural,2.0,39146.0
1067731.0,Mississippi,36.0,Call 2,Backside complete,0.685145974159241,John Kerry,Female,Black,No,50-59,Democrat,Moderate,College graduate,"$30,000-$49,999",Worse today,No one does,Protestant,Once a week,No,Health care/Medicare,Not so good,Withdraw all troops,Angry,No legal recognition of gay couples' relationships,Angry,Somewhat likely,Hillary Clinton,Somewhat,Taken more jobs from your state,Somewhat confident,45-64,45-59,50-64,Weekly,Protestant/Attend Weekly,College degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 50,000 to 500,000","City over 50,000",2.0,39209.0
1067733.0,Mississippi,68.0,Call 2,Backside complete,0.459032088518143,John Kerry,Female,Black,No,50-59,Democrat,Moderate,High school graduate,"$15,000-$29,999",Worse today,No one does,Other Christian,A few times a year,No,Economy/Jobs,Poor,Withdraw all troops,Omit,No legal recognition of gay couples' relationships,"Dissatisfied, but not angry",Very likely,John Edwards,Not much,Taken more jobs from your state,Not too confident,45-64,45-59,50-64,Occasionally,Protestant/Do not attend weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,Not much/Not at all,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Not too/not at all confident,Black,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,38801.0
1067735.0,Mississippi,119.0,Call 2,Backside complete,0.549334049224854,John Kerry,Female,Black,No,65-74,Democrat,Moderate,High school graduate,"Under $15,000",Worse today,No one does,Other Christian,Once a week,,Education,Not so good,Withdraw some troops,"Dissatisfied, but not angry",No legal recognition of gay couples' relationships,Angry,Very likely,John Edwards,A lot,Created more jobs in your state,Very confident,65 or over,60 or over,65 or over,Weekly,Protestant/Attend Weekly,No college degree,"Under $50,000",Withdraw some/all troops,Very/somewhat likely,A lot/somewhat,Not so good/Poor,65 or over,Democrat,Moderate,Protestant/Other Christian,All others/Omits,Non-white female,No,No,Very/somewhat confident,Black,Jackson & Delta,"City: 10,000 to 49,999",Small cities and Rural,2.0,38703.0
