ID,STANUM,PRECINCT,CALL,BACKSIDE,WGT,DPRES,SEX,RACE,LATINO,AGE9,PARTYID,PHIL5,EDUC,INCOME03,FINSIT,UNION4,veteran,RELIGION,TIMEPRI,ISSUE,QUAL,NEC,IRAQAPP,BUSHANGR,BEATBUSH,gaymrrge,suppdean,REPLTAX,satkerry,TRADE,AGE,AGE60,AGE65,COLLEDUC,DEANDFCT,INC50K,iraq2,MILHH,MILVOTE,NEC2,OVER65,PARTY,PHIL3,REL5,RELWHITE,SATKERR2,SEXRACE,TIMEPRI2,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
825113.0,Wisconsin,29.0,Call 3,Backside complete,1.67137253284454,John Edwards,Female,White,No,30-39,Democrat,Moderate,Some college or associate degree,,About the same,"Yes, I do","Yes, someone else has",Something else,In the last month,Economy/Jobs,He can defeat George W. Bush,Not so good,Somewhat disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed for all Americans,Somewhat satisfied,Creates more jobs in your state,30-44,30-44,30-39,No college degree,No,,Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Something else,White Something else,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,Northwest,Rural,Small cities and Rural,3.0,54635.0
825114.0,Wisconsin,29.0,Call 3,Backside not complete,1.52512228488922,John Edwards,Male,White,No,65-74,,,,,,,,,Today,Taxes,He cares about people like me,,,"Satisfied, but not enthusiastic",,,,Repealed only for the wealthy,Somewhat dissatisfied,,65 or over,60 or over,65 or over,,,,,,,,65 or over,,,,,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,,,White,Northwest,Rural,Small cities and Rural,3.0,54635.0
825115.0,Wisconsin,8.0,Call 3,Backside complete,1.08441591262817,John Edwards,Male,White,No,50-59,Democrat,Moderate,High school graduate,"$50,000-$74,999",About the same,"Yes, I do","Yes, I have and someone else has",Protestant,In the last month,The war in Iraq,He has a positive message,Poor,Strongly disapprove,Angry,He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has","Yes, I have",Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,7.0,54724.0
825118.0,Wisconsin,88.0,Call 3,Backside complete,0.796090424060822,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",Worse today,No one does,"Yes, someone else has",Catholic,Today,Health care/Medicare,He stands up for what he believes,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally marry,No,Repealed for all Americans,Very satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"Under $50,000",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54904.0
825119.0,Wisconsin,21.0,Call 3,Backside complete,1.16680729389191,John Edwards,Female,White,,50-59,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,No one does,"Yes, someone else has",Protestant,Today,Education,He cares about people like me,Good,Somewhat disapprove,"Satisfied, but not enthusiastic",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Excellent/Good,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
825121.0,Wisconsin,75.0,Call 3,Backside complete,0.785978615283966,John Edwards,Female,White,No,45-49,Democrat,Somewhat liberal,College graduate,"$50,000-$74,999",Better today,No one does,No one has,Catholic,In the last week,National security/Terrorism,He has a positive message,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,Gay couples allowed to legally form civil unions,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,No,No,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825125.0,Wisconsin,3.0,Call 3,Backside not complete,0.873983263969421,John Edwards,Male,White,No,50-59,,,,,,,,,In the last three days,Economy/Jobs,He cares about people like me,,,Angry,,,,Repealed for all Americans,Somewhat satisfied,,45-64,45-59,50-64,,,,,,,,18-64,,,,,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,,,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54303.0
825127.0,Wisconsin,50.0,Call 3,Backside complete,1.11712276935577,John Edwards,Male,White,No,45-49,Something Else,Moderate,Some college or associate degree,"$75,000-$99,999",Worse today,"Yes, I do",No one has,Other Christian,In the last week,Economy/Jobs,He has a positive message,Not so good,Strongly disapprove,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,No,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee,Suburbs,Suburbs,1.0,53154.0
825132.0,Wisconsin,8.0,Call 3,Backside complete,1.08441591262817,John Edwards,Male,White,No,45-49,Democrat,Moderate,Some college or associate degree,"$50,000-$74,999",About the same,"Yes, I do","Yes, someone else has",Catholic,In the last month,Economy/Jobs,He can defeat George W. Bush,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Somewhat satisfied,Creates more jobs in your state,45-64,45-59,40-49,No college degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Last month/Before that,"Yes, I am or someone in household is",Yes I am,White,Northwest,Suburbs,Suburbs,7.0,54724.0
825137.0,Wisconsin,75.0,Call 3,Backside complete,0.785609066486359,John Edwards,Male,White,No,45-49,Independent,Moderate,College graduate,"$75,000-$99,999",About the same,"Yes, I do and someone else does",No one has,Catholic,In the last three days,Omit,He has the right temperament,Good,Strongly approve,Enthusaistic,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Left entirely in place,Very dissatisfied,Has no effect on jobs in your state,45-64,45-59,40-49,College degree,Yes,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Independent,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53045.0
825139.0,Wisconsin,41.0,Call 3,Backside complete,1.02029919624329,John Edwards,Male,White,No,25-29,Democrat,Somewhat liberal,Postgraduate study,"$50,000-$74,999",Better today,"Yes, I do",No one has,Catholic,In the last three days,The war in Iraq,He stands up for what he believes,Not so good,Strongly disapprove,Angry,He can defeat George W. Bush in November,Gay couples allowed to legally marry,Yes,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,18-29,18-29,25-29,College degree,Yes,"$50,000 or more",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Milwaukee,Suburbs,Suburbs,4.0,53110.0
825140.0,Wisconsin,36.0,Call 3,Backside complete,1.24655985832214,John Edwards,Female,White,No,45-49,Independent,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,"Yes, someone else does",No one has,Protestant,In the last three days,Economy/Jobs,He stands up for what he believes,Good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Omit,Very satisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,No,"Under $50,000",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,South,Rural,Small cities and Rural,3.0,53857.0
825142.0,Wisconsin,50.0,Call 3,Backside complete,1.11764824390411,John Edwards,Female,White,No,45-49,Republican,Moderate,High school graduate,"$50,000-$74,999",Worse today,No one does,"Yes, someone else has",Catholic,In the last week,Economy/Jobs,He cares about people like me,Not so good,Somewhat approve,"Satisfied, but not enthusiastic",He agrees with you on the major issues,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Very dissatisfied,Takes more jobs from your state,45-64,45-59,40-49,No college degree,No,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Republican,Moderate,Catholic,White Catholic,Very/Somewhat dissatisfied,White female,Today/Last 3 days/Last week,No,No,White,Milwaukee,Suburbs,Suburbs,1.0,53154.0
825143.0,Wisconsin,12.0,Call 3,Backside complete,1.23989117145538,John Edwards,Male,White,No,18-24,Independent,Very liberal,Postgraduate study,"Under $15,000",About the same,No one does,No one has,Something else,Today,The war in Iraq,He has the right temperament,Poor,Strongly disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally marry,Yes,Repealed only for the wealthy,Somewhat satisfied,Has no effect on jobs in your state,18-29,18-29,18-24,College degree,Yes,"Under $50,000",Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Independent,Liberal,Something else,White Something else,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53713.0
825146.0,Wisconsin,8.0,Call 3,Backside complete,1.08492600917816,John Edwards,Female,White,No,50-59,Democrat,Moderate,High school graduate,,About the same,"Yes, someone else does",No one has,Catholic,In the last month,Economy/Jobs,He can defeat George W. Bush,Not so good,Somewhat disapprove,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,No,Repealed for all Americans,Somewhat satisfied,Omit,45-64,45-59,50-64,No college degree,No,,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,"Yes, I am or someone in household is",No,White,Northwest,Suburbs,Suburbs,7.0,54724.0
825151.0,Wisconsin,41.0,Call 3,Backside complete,1.02578675746918,John Edwards,Female,White,No,50-59,Democrat,Somewhat liberal,Some college or associate degree,"$30,000-$49,999",About the same,No one does,No one has,Catholic,In the last month,Economy/Jobs,He stands up for what he believes,Not so good,Somewhat approve,"Dissatisfied, but not angry",He agrees with you on the major issues,Gay couples allowed to legally marry,No,Repealed only for the wealthy,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,No college degree,No,"Under $50,000",Strongly/Somewhat approve,No,No,Not so good/Poor,18-64,Democrat,Liberal,Catholic,White Catholic,Very/Somewhat satisfied,White female,Last month/Before that,No,No,White,Milwaukee,Suburbs,Suburbs,4.0,53110.0
825154.0,Wisconsin,50.0,Call 3,Backside complete,1.11712276935577,John Edwards,Male,White,No,50-59,Republican,Somewhat conservative,College graduate,"$75,000-$99,999",Better today,"Yes, someone else does",No one has,None,Today,Omit,Omit,Good,Strongly approve,Enthusaistic,Omit,No legal recognition of gay couples' relationships,No,Left entirely in place,Very dissatisfied,Has no effect on jobs in your state,45-64,45-59,50-64,College degree,No,"$50,000 or more",Strongly/Somewhat approve,No,No,Excellent/Good,18-64,Republican,Conservative,None,White None,Very/Somewhat dissatisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",No,White,Milwaukee,Suburbs,Suburbs,1.0,53154.0
825157.0,Wisconsin,31.0,Call 3,Backside complete,1.30932831764221,John Edwards,Male,White,No,40-44,Democrat,Moderate,Some college or associate degree,,Worse today,No one does,No one has,Other Christian,In the last three days,Economy/Jobs,He cares about people like me,Poor,Somewhat disapprove,Angry,He agrees with you on the major issues,No legal recognition of gay couples' relationships,Yes,Repealed for all Americans,Very satisfied,Takes more jobs from your state,30-44,30-44,40-49,No college degree,Yes,,Somewhat/Strongly disapprove,No,No,Not so good/Poor,18-64,Democrat,Moderate,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,No,No,White,South,Suburbs,Suburbs,1.0,53143.0
825163.0,Wisconsin,88.0,Call 3,Backside complete,0.796090424060822,John Edwards,Female,White,No,50-59,Independent,Very liberal,Postgraduate study,"$50,000-$74,999",Better today,"Yes, I do","Yes, someone else has",Protestant,In the last three days,Economy/Jobs,He cares about people like me,Not so good,Somewhat disapprove,Angry,He agrees with you on the major issues,Gay couples allowed to legally form civil unions,No,Repealed for all Americans,Somewhat satisfied,Takes more jobs from your state,45-64,45-59,50-64,College degree,No,"$50,000 or more",Somewhat/Strongly disapprove,"Yes, I have or someone in household has",No,Not so good/Poor,18-64,Independent,Liberal,Protestant/Other Christian,White Protestant/Other Christian,Very/Somewhat satisfied,White female,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Northeast,"City: 50,000 to 500,000","City over 50,000",6.0,54904.0
825165.0,Wisconsin,21.0,Call 3,Backside complete,1.1662585735321,John Edwards,Male,White,No,50-59,Democrat,Moderate,Postgraduate study,"$50,000-$74,999",About the same,"Yes, I do","Yes, I have",Catholic,Today,Economy/Jobs,He stands up for what he believes,Good,Somewhat approve,"Dissatisfied, but not angry",He can defeat George W. Bush in November,No legal recognition of gay couples' relationships,Yes,Omit,Somewhat satisfied,Creates more jobs in your state,45-64,45-59,50-64,College degree,Yes,"$50,000 or more",Strongly/Somewhat approve,"Yes, I have or someone in household has","Yes, I have",Excellent/Good,18-64,Democrat,Moderate,Catholic,White Catholic,Very/Somewhat satisfied,White male,Today/Last 3 days/Last week,"Yes, I am or someone in household is",Yes I am,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,54751.0
