GENDER,AGE10,QRACEAI,MAY,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNYC,GETAHEAD25,TRACKANGR,FORTRUMPM25,TRUMP4,FAVDEM4,FAVREP4,RELIGN18,QLT25NYC,TIME25M,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNYC2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25MWEEK,TIME25MMONTH,SIZEPLC3,REL5
Male,60-64,Asian,Curtis Sliwa,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,Angry,,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,45-64,2587.0,1.0,10000.0,,3.0,Asian,45 or over,50-64,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",Catholic
Male,50-59,Black,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Independent,Not lean either way,Moderate,,Good,,,,,Strongly unfavorable,Somewhat favorable,Catholic,1.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,45-64,2592.0,1.0,10000.0,,2.0,Black,45 or over,50-64,Black men,Non-white college graduates,Non-whites,Independent/Something else,Independent,Moderate,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Catholic
Female,75 or over,Hispanic/Latino,Zohran Mamdani,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Moderate,"$50,000-$99,999",,Holding steady,,To oppose Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2593.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,65 or over,Latino women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Catholic
Female,50-59,Black,Zohran Mamdani,Did not vote,,High school graduate,Democrat,,Moderate,"$50,000-$99,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,Muslim,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,45-64,2598.0,1.0,10000.0,,1.0,Black,45 or over,50-64,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Other
Female,18-24,Black,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,"Under $30,000",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,18-29,2599.0,1.0,10000.0,,1.0,Black,18-44,18-24,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Jewish
Female,30-34,Asian,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Somewhat conservative,"$50,000-$99,999",,Getting ahead,,To support Donald Trump,Somewhat disapprove,,,None,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,30-44,2604.0,1.0,10000.0,,1.0,Asian,18-44,30-39,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",None
Female,18-24,Black,Zohran Mamdani,Someone else,,Attended college but received no degree,Democrat,,Somewhat liberal,,Good,,,,,Somewhat favorable,Strongly unfavorable,Muslim,4.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,18-29,2611.0,1.0,10000.0,,2.0,Black,18-44,18-24,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Male,60-64,White,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Something else,Not lean either way,Moderate,,Good,,,,,Somewhat unfavorable,Somewhat favorable,Jewish,2.0,Earlier in October,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,45-64,2614.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Independent,Moderate,,,,Excellent or good,,,Unfavorable,Favorable,Before that,In the last month,"City over 50,000",Jewish
Male,75 or over,Black,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Something else,Lean Republican,Moderate,"Under $30,000",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,Muslim,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,65 or over,2616.0,1.0,10000.0,,1.0,Black,45 or over,65 or over,Black men,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Other
Female,50-59,White,Curtis Sliwa,Donald Trump,,Associate's degree (AA or AS),Republican,,Moderate,,,,,,,,,Other,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,45-64,2627.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,"City over 50,000",Other
Female,35-39,White,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Democrat,,Very liberal,,Not so good,,,,,Strongly favorable,Strongly unfavorable,None,5.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,30-44,2628.0,1.0,10000.0,,2.0,White,18-44,30-39,White women,White non-college graduates,White women non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",None
Female,18-24,White,Andrew Cuomo,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,"$30,000-$49,999",,Holding steady,,To support Donald Trump,Strongly approve,,,Protestant,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,College graduate,18-29,2629.0,1.0,10000.0,,1.0,White,18-44,18-24,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",Protestant or other Christian
Female,75 or over,Black,Eric Adams,Donald Trump,,High school graduate,Democrat,,Somewhat conservative,,,,,,,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,No college degree,65 or over,2631.0,1.0,10000.0,,3.0,Black,45 or over,65 or over,Black women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,,,,,,,,,,,"City over 50,000",Jewish
Male,60-64,Black,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Republican,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,None,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,45-64,2632.0,1.0,10000.0,,3.0,Black,45 or over,50-64,Black men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",None
Female, 65-74,White,Zohran Mamdani,Kamala Harris,,Bachelor's degree (BA or BS),Independent,Lean Democrat,Very liberal,"$50,000-$99,999",,Holding steady,,Donald Trump was not a facctor,Strongly disapprove,,,Muslim,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,College graduate,65 or over,2633.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Independent/Something else,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Other
Male,75 or over,Hispanic/Latino,Andrew Cuomo,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,"$200,000-$299,999",,Falling behind,,To support Donald Trump,Strongly approve,,,Jewish,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,65 or over,2634.0,1.0,10000.0,,1.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,"City over 50,000",Jewish
Female,50-59,Asian,Andrew Cuomo,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Moderate,,Good,,,,,Strongly favorable,Strongly favorable,Catholic,3.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,45-64,2637.0,1.0,10000.0,,2.0,Asian,45 or over,50-64,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Moderate,,,,Excellent or good,,,Favorable,Favorable,Before that,Before that,"City over 50,000",Catholic
Female,60-64,Hispanic/Latino,Curtis Sliwa,Donald Trump,,Bachelor's degree (BA or BS),Republican,,Somewhat liberal,,Excellent,,,,,Somewhat unfavorable,Strongly unfavorable,Other,1.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,45-64,2639.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Other
Female,30-34,White,Zohran Mamdani,Someone else,,High school graduate,Independent,Not lean either way,Very liberal,,Not so good,,,,,Somewhat favorable,Strongly unfavorable,Protestant,2.0,Before October,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,30-44,2644.0,1.0,10000.0,,2.0,White,18-44,30-39,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,"City over 50,000",Protestant or other Christian
Female,50-59,Asian,Eric Adams,Someone else,,Bachelor's degree (BA or BS),Democrat,,Very conservative,"$50,000-$99,999",,Holding steady,,To support Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,College graduate,45-64,2652.0,1.0,10000.0,,1.0,Asian,45 or over,50-64,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,"City over 50,000",Catholic
Male,30-34,White,Curtis Sliwa,Someone else,,Attended college but received no degree,Republican,,Somewhat conservative,"$50,000-$99,999",,Holding steady,,Donald Trump was not a facctor,Somewhat approve,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,30-44,2657.0,1.0,10000.0,,1.0,White,18-44,30-39,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,"City over 50,000",Catholic
Male,75 or over,White,Andrew Cuomo,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat conservative,,,,,,,,,Protestant,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,College graduate,65 or over,2661.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,,,,,,,,,,,"City over 50,000",Protestant or other Christian
Female, 65-74,White,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Something else,Lean Republican,Moderate,,Not so good,,,,,Strongly unfavorable,Somewhat unfavorable,None,5.0,In the last few days,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,65 or over,2670.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Unfavorable,Unfavorable,In the last week,In the last month,"City over 50,000",None
Male,60-64,Black,Andrew Cuomo,Kamala Harris,,Bachelor's degree (BA or BS),Republican,,Very conservative,,Good,,,,,Strongly unfavorable,Somewhat favorable,Catholic,5.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Election day,Non-white,College graduate,45-64,2673.0,1.0,10000.0,,2.0,Black,45 or over,50-64,Black men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,"City over 50,000",Catholic
Male, 65-74,White,Curtis Sliwa,Donald Trump,,Bachelor's degree (BA or BS),Democrat,,Moderate,"$30,000-$49,999",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,Other Christian,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,College graduate,65 or over,2677.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Protestant or other Christian
Male,60-64,White,Zohran Mamdani,Kamala Harris,,Attended college but received no degree,Something else,Not lean either way,Somewhat liberal,"$30,000-$49,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,45-64,2680.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Independent,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,"City over 50,000",Catholic
Male, 65-74,Asian,Andrew Cuomo,Kamala Harris,,Associate's degree (AA or AS),Republican,,Very conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2688.0,1.0,10000.0,,3.0,Asian,45 or over,65 or over,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Female,60-64,White,Andrew Cuomo,Kamala Harris,,Attended college but received no degree,Republican,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,White,No college degree,45-64,2693.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Male,75 or over,American Indian,Andrew Cuomo,Donald Trump,,Attended college but received no degree,Independent,Lean Republican,Moderate,"$30,000-$49,999",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2696.0,1.0,10000.0,,1.0,Other,45 or over,65 or over,All other,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,"City over 50,000",Catholic
Female,45-49,White,Curtis Sliwa,Did not vote,,Attended college but received no degree,Republican,,Moderate,,,,,,,,,Protestant,,,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,45-64,2701.0,1.0,10000.0,,3.0,White,45 or over,40-49,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,"City over 50,000",Protestant or other Christian
Male,75 or over,Black,Other,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,Catholic,,,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,Non-white,No college degree,65 or over,2702.0,1.0,10000.0,,3.0,Black,45 or over,65 or over,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,"City over 50,000",Catholic
Female,75 or over,White,Eric Adams,Kamala Harris,,Attended college but received no degree,Republican,,Very liberal,,Good,,,,,Strongly unfavorable,Somewhat unfavorable,Catholic,5.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Election day,White,No college degree,65 or over,2703.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Catholic
