GENDER,AGE10,QRACEAI,PROP50,EDUC25,VOTE2024,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECCA,GETAHEAD25,TRACKANGR,FORTRUMPP25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25CA,TIME25P,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,ID,WEIGHT,PRECINCT,ZIPCODE,VERSION,RACE,AGE,AGE45,AGE65,RACE2B,EDUCCOLL,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECCA2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25PWEEK,TIME25PMONTH,SIZEPLC3
Male,75 or over,White,No,Bachelor's degree (BA or BS),Donald Trump,Republican,,Somewhat conservative,"$100,000-$199,999",Poor,Holding steady,,To support Donald Trump,Strongly approve,Somewhat unfavorable,Somewhat favorable,4.0,Earlier in October,"50,000-500,000",Early in-person,Non Exit Poll,Absentee or early in-person,2001.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,In the last month,"City over 50,000"
Male, 65-74,White,No,Attended college but received no degree,Donald Trump,Republican,,Somewhat conservative,"$30,000-$49,999",Not so good,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Strongly approve,Strongly unfavorable,Strongly favorable,4.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,2002.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Female,60-64,Hispanic/Latino,No,Bachelor's degree (BA or BS),Donald Trump,Something else,Not lean either way,Somewhat conservative,"$50,000-$99,999",Poor,Holding steady,,To support Donald Trump,Somewhat approve,Somewhat unfavorable,Somewhat favorable,2.0,In the last week,Suburbs,Election Day,Non Exit Poll,Election day,2003.0,1.0,,10000.0,1.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,College graduate,Latino women,Non-white college graduates,Non-whites,Independent/Something else,Independent,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,,Approve,Unfavorable,Favorable,In the last week,In the last month,Suburbs
Male,45-49,Hispanic/Latino,Yes,Attended college but received no degree,Donald Trump,Democrat,,Somewhat liberal,"$30,000-$49,999",Not so good,Getting ahead,,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,1.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,2004.0,1.0,,10000.0,1.0,Hispanic/Latino,45-64,45 or over,40-49,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Male,50-59,White,Yes,Associate's degree (AA or AS),Kamala Harris,Democrat,,Moderate,"$100,000-$199,999",Good,Falling behind,Angry,Donald Trump was not a facctor,Strongly disapprove,Somewhat favorable,Strongly unfavorable,5.0,Before October,Rural,Election Day,Non Exit Poll,Absentee or early in-person,2005.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Small city and Rural
Female,60-64,Hispanic/Latino,No,Associate's degree (AA or AS),Donald Trump,Independent,Not lean either way,Somewhat conservative,"$100,000-$199,999",Not so good,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",Donald Trump was not a facctor,Somewhat approve,Strongly unfavorable,Somewhat favorable,5.0,Before October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,2006.0,1.0,,10000.0,1.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
Female, 65-74,Hispanic/Latino,No,Bachelor's degree (BA or BS),Donald Trump,Republican,,Very conservative,"$30,000-$49,999",Not so good,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To oppose Donald Trump,Somewhat approve,Somewhat unfavorable,Somewhat unfavorable,1.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,2007.0,1.0,,10000.0,1.0,Hispanic/Latino,65 or over,45 or over,65 or over,Non-white,College graduate,Latino women,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Male,45-49,White,Yes,Attended college but received no degree,Kamala Harris,Democrat,,Moderate,"$200,000-$299,999",Good,Getting ahead,Angry,Donald Trump was not a facctor,Strongly disapprove,Somewhat favorable,Strongly unfavorable,3.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Election day,2008.0,1.0,,10000.0,1.0,White,45-64,45 or over,40-49,White,No college degree,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Female, 65-74,Hispanic/Latino,No,Attended college but received no degree,Donald Trump,Independent,Lean Republican,Very conservative,"$50,000-$99,999",Not so good,Falling behind,,Donald Trump was not a facctor,Somewhat approve,Strongly unfavorable,Strongly favorable,2.0,Earlier in October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,2009.0,1.0,,10000.0,1.0,Hispanic/Latino,65 or over,45 or over,65 or over,Non-white,No college degree,Latino women,Non-white non-college graduates,Non-whites,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,In the last month,Suburbs
Male,18-24,White,Yes,Bachelor's degree (BA or BS),Kamala Harris,Democrat,,Moderate,"$100,000-$199,999",Not so good,Falling behind,Angry,Donald Trump was not a facctor,Somewhat disapprove,Somewhat favorable,Somewhat unfavorable,1.0,Earlier in October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,2010.0,1.0,,10000.0,1.0,White,18-29,18-44,18-24,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Disapprove,Favorable,Unfavorable,Before that,In the last month,Suburbs
Male,50-59,White,No,Associate's degree (AA or AS),Donald Trump,Republican,,Somewhat conservative,"$50,000-$99,999",Not so good,Falling behind,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Somewhat approve,Somewhat unfavorable,Strongly unfavorable,1.0,Before October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,2011.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Male,25-29,Black,Yes,Attended college but received no degree,Kamala Harris,Independent,Not lean either way,Very liberal,"$50,000-$99,999",Good,Falling behind,,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Somewhat unfavorable,1.0,Earlier in October,"10,000-50,000",Early in-person,Non Exit Poll,Absentee or early in-person,2012.0,1.0,,10000.0,1.0,Black,18-29,18-44,25-29,Non-white,No college degree,Black men,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,In the last month,Small city and Rural
Male,60-64,Asian,Yes,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Democrat,,Moderate,"$50,000-$99,999",Good,Getting ahead,Angry,Donald Trump was not a facctor,Strongly disapprove,Strongly favorable,Strongly unfavorable,2.0,Before October,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,2013.0,1.0,,10000.0,1.0,Asian,45-64,45 or over,50-64,Non-white,College graduate,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,"City over 50,000"
Female,75 or over,White,No,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Donald Trump,Independent,Not lean either way,Somewhat conservative,"$50,000-$99,999",Not so good,Holding steady,,Donald Trump was not a facctor,Strongly approve,Strongly unfavorable,Strongly unfavorable,1.0,In the last week,"50,000-500,000",Early in-person,Non Exit Poll,Election day,2014.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White women,White college graduates,White women college graduates,Independent/Something else,Independent,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Not so good or poor,,Approve,Unfavorable,Unfavorable,In the last week,In the last month,"City over 50,000"
Male,75 or over,White,Yes,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Democrat,,Very liberal,"$50,000-$99,999",Good,Getting ahead,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Somewhat unfavorable,1.0,In the last week,"Over 500,000",Early in-person,Non Exit Poll,Absentee or early in-person,2015.0,1.0,,10000.0,1.0,White,65 or over,45 or over,65 or over,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",Excellent or good,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Disapprove,Favorable,Unfavorable,In the last week,In the last month,"City over 50,000"
Female,50-59,White,No,Not a high school graduate,Donald Trump,Republican,,Somewhat conservative,"$100,000-$199,999",Poor,Holding steady,Angry,To support Donald Trump,Strongly approve,Somewhat unfavorable,Somewhat favorable,1.0,You have known all along,"Over 500,000",Election Day,Non Exit Poll,Absentee or early in-person,2016.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Favorable,Before that,Before that,"City over 50,000"
Female,60-64,White,No,Not a high school graduate,Donald Trump,Something else,Not lean either way,Somewhat conservative,"$5300,000 or more",Not so good,Holding steady,,To support Donald Trump,Strongly approve,Somewhat unfavorable,Somewhat unfavorable,4.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,2017.0,1.0,,10000.0,1.0,White,45-64,45 or over,50-64,White,No college degree,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Independent,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,,Approve,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Male,18-24,Hispanic/Latino,Yes,Attended college but received no degree,Kamala Harris,Democrat,,Somewhat liberal,"$200,000-$299,999",Excellent,Getting ahead,Angry,To oppose Donald Trump,Strongly disapprove,Somewhat favorable,Strongly unfavorable,1.0,Before October,Suburbs,Election Day,Non Exit Poll,Absentee or early in-person,2018.0,1.0,,10000.0,1.0,Hispanic/Latino,18-29,18-44,18-24,Non-white,No college degree,Latino men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,Before that,Suburbs
Male,60-64,Hispanic/Latino,No,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Kamala Harris,Republican,,Somewhat conservative,"$5300,000 or more",Not so good,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat unfavorable,2.0,You have known all along,Suburbs,Election Day,Non Exit Poll,Election day,2019.0,1.0,,10000.0,1.0,Hispanic/Latino,45-64,45 or over,50-64,Non-white,College graduate,Latino men,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Unfavorable,Before that,Before that,Suburbs
Male,18-24,White,Yes,Bachelor's degree (BA or BS),Kamala Harris,Democrat,,Moderate,"$30,000-$49,999",Excellent,Holding steady,Angry,To oppose Donald Trump,Strongly disapprove,Strongly favorable,Somewhat unfavorable,4.0,In the last week,Suburbs,Early in-person,Non Exit Poll,Election day,2020.0,1.0,,10000.0,1.0,White,18-29,18-44,18-24,White,College graduate,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",Excellent or good,,Disapprove,Favorable,Unfavorable,In the last week,In the last month,Suburbs
Male,75 or over,Black,Yes,Bachelor's degree (BA or BS),Kamala Harris,Something else,Not lean either way,Moderate,"$5300,000 or more",Good,Holding steady,,Donald Trump was not a facctor,Somewhat disapprove,Strongly favorable,Somewhat unfavorable,4.0,Earlier in October,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,2021.0,1.0,,10000.0,1.0,Black,65 or over,45 or over,65 or over,Non-white,College graduate,Black men,Non-white college graduates,Non-whites,Independent/Something else,Independent,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,In the last month,Suburbs
Male, 65-74,Asian,Yes,High school graduate,Kamala Harris,Democrat,,Moderate,"$5300,000 or more",Good,Getting ahead,Angry,Donald Trump was not a facctor,Strongly disapprove,Somewhat favorable,Somewhat unfavorable,4.0,Earlier in October,"50,000-500,000",Election Day,Non Exit Poll,Absentee or early in-person,2022.0,1.0,,10000.0,1.0,Asian,65 or over,45 or over,65 or over,Non-white,No college degree,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",Excellent or good,,Disapprove,Favorable,Unfavorable,Before that,In the last month,"City over 50,000"
Male,25-29,Other,No,Associate's degree (AA or AS),Donald Trump,Republican,,Somewhat conservative,"$100,000-$199,999",Not so good,Holding steady,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",To support Donald Trump,Strongly approve,Strongly unfavorable,Somewhat favorable,4.0,You have known all along,Suburbs,Early in-person,Non Exit Poll,Absentee or early in-person,2023.0,1.0,,10000.0,1.0,Other,18-29,18-44,25-29,Non-white,No college degree,All other,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",Not so good or poor,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",Approve,Unfavorable,Favorable,Before that,Before that,Suburbs
