GENDER,AGE10,QRACEAI,GOV,VOTE2024,CALL,EDUC25,PARTYID,PARTYIDLEAN,PHIL5,INCOME25,STECNJ,GETAHEAD25,TRACKANGR,FORTRUMPG25,TRUMP4,FAVDEM4,FAVREP4,ISSUE25NJ,QLT25NJ,TIME25G,SIZEPLAC,VOTEMETHOD,TELEPOLL,EARLYVELECTION,CHILD12,RACE2B,EDUCCOLL,AGE,ID,WEIGHT,ZIPCODE,PRECINCT,VERSION,RACE,AGE45,AGE65,GENDERBYRACE,EDUCWHITE,EDUCWHITEBYSEX25,PARTY,PARTYLEAN,PHIL3,INC50K,INC100K,INCOME3,STECNJ2,TRACKANGR2,TRUMP2,FAVDEM2,FAVREP2,TIME25GWEEK,TIME25GMONTH,SIZEPLC3,PARENTS
Male, 65-74,Black,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Somewhat liberal,,Good,,,,,Strongly unfavorable,Strongly unfavorable,,1.0,You have known all along,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,No,Non-white,College graduate,65 or over,3530.0,1.0,10000.0,,2.0,Black,45 or over,65 or over,Black men,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs,Men without children
Female,60-64,Hispanic/Latino,Mikie Sherill,Kamala Harris,,Not a high school graduate,Democrat,,Moderate,,,,,,,,,,,,"50,000-500,000",By mail,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,45-64,3535.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,50-64,Latino women,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,"City over 50,000",
Female,75 or over,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,Good,,,,,Strongly unfavorable,Strongly unfavorable,,5.0,Before October,"50,000-500,000",By mail,Non Exit Poll,Absentee or early in-person,Yes,White,College graduate,65 or over,3543.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,Excellent or good,,,Unfavorable,Unfavorable,Before that,Before that,"City over 50,000",Women with children
Male,50-59,White,Jack Ciattarelli,Donald Trump,,High school graduate,Republican,,Moderate,,,,,,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,3557.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,,,,,,,,Suburbs,
Male,50-59,White,Jack Ciattarelli,Donald Trump,,High school graduate,Republican,,Somewhat conservative,"Under $30,000",,Falling behind,,To support Donald Trump,Somewhat approve,,,2.0,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,3569.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,Suburbs,
Male,25-29,Black,Mikie Sherill,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Somewhat liberal,,Not so good,,,,,Somewhat unfavorable,Strongly unfavorable,,3.0,Earlier in October,"10,000-50,000",By mail,Non Exit Poll,Absentee or early in-person,Yes,Non-white,No college degree,18-29,3571.0,1.0,10000.0,,2.0,Black,18-44,25-29,Black men,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,In the last month,Small city and Rural,Men with children
Male,18-24,White,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Democrat,,Somewhat liberal,,,,,,,,,,,,Rural,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,18-29,3582.0,1.0,10000.0,,3.0,White,18-44,18-24,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,Small city and Rural,
I identify another way,50-59,Black,Did not vote,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Somewhat liberal,,Not so good,,,,,Somewhat unfavorable,Strongly unfavorable,,4.0,Before October,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,Yes,Non-white,College graduate,45-64,3584.0,1.0,10000.0,,2.0,Black,45 or over,50-64,All other,Non-white college graduates,Non-whites,Republican,Republican/Lean Republican,Liberal,,,,Not so good or poor,,,Unfavorable,Unfavorable,Before that,Before that,Suburbs,Does not identify as a man or a woman
Male, 65-74,Asian,Mikie Sherill,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Somewhat liberal,,,,,,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,65 or over,3598.0,1.0,10000.0,,3.0,Asian,45 or over,65 or over,All other,Non-white non-college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,,,,,,,,Suburbs,
Male,25-29,White,Mikie Sherill,Kamala Harris,,Associate's degree (AA or AS),Democrat,,Very conservative,"$30,000-$49,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,3.0,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,18-29,3601.0,1.0,10000.0,,1.0,White,18-44,25-29,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Disapprove,,,,,Suburbs,
Male, 65-74,White,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Republican,Moderate,"$50,000-$99,999",,Getting ahead,,To support Donald Trump,Strongly approve,,,5.0,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,3624.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White college graduates,White men college graduates,Independent/Something else,Republican/Lean Republican,Moderate,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Suburbs,
Male,40-44,White,Mikie Sherill,Did not vote,,Associate's degree (AA or AS),Democrat,,Somewhat liberal,,Not so good,,,,,Somewhat favorable,Strongly unfavorable,,5.0,Before October,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,Yes,White,No college degree,30-44,3629.0,1.0,10000.0,,2.0,White,18-44,40-49,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,Not so good or poor,,,Favorable,Unfavorable,Before that,Before that,Suburbs,Men with children
Male,60-64,White,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Moderate,,,,Enthusiastic,,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,3630.0,1.0,10000.0,,3.0,White,45 or over,50-64,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Female, 65-74,Asian,Mikie Sherill,Kamala Harris,,Bachelor's degree (BA or BS),Democrat,,Very liberal,,Good,,,,,Strongly favorable,Strongly unfavorable,,3.0,You have known all along,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,No,Non-white,College graduate,65 or over,3643.0,1.0,10000.0,,2.0,Asian,45 or over,65 or over,All other,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,,,,Excellent or good,,,Favorable,Unfavorable,Before that,Before that,Suburbs,Women without children
Female, 65-74,White,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Republican,,Somewhat conservative,"$30,000-$49,999",,Holding steady,,To support Donald Trump,Strongly approve,,,4.0,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,3652.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Conservative,"Less tjhan $50,000","Less tjhan $100,000","Less tjhan $50,000",,,Approve,,,,,Suburbs,
Male, 65-74,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Democrat,,Somewhat conservative,,,,,,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,3656.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Conservative,,,,,,,,,,,Suburbs,
Male,50-59,White,Mikie Sherill,Kamala Harris,,Attended college but received no degree,Independent,Lean Republican,Somewhat liberal,"$50,000-$99,999",,Falling behind,,Donald Trump was not a facctor,Strongly disapprove,,,2.0,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,45-64,3657.0,1.0,10000.0,,1.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Liberal,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Disapprove,,,,,Suburbs,
Female,35-39,Hispanic/Latino,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,"$100,000-$199,999",,Getting ahead,,Donald Trump was not a facctor,Strongly disapprove,,,1.0,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,30-44,3658.0,1.0,10000.0,,1.0,Hispanic/Latino,18-44,30-39,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Suburbs,
Female, 65-74,White,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Independent,Lean Republican,Somewhat conservative,,,,Enthusiastic,,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,3661.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Male,60-64,Hispanic/Latino,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Republican,,Somewhat conservative,,,,,,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,Non-white,No college degree,45-64,3662.0,1.0,10000.0,,3.0,Hispanic/Latino,45 or over,50-64,Latino men,Non-white non-college graduates,Non-whites,Republican,Republican/Lean Republican,Conservative,,,,,,,,,,,Suburbs,
Female, 65-74,White,Jack Ciattarelli,Donald Trump,,Not a high school graduate,Something else,Lean Democrat,Somewhat conservative,"$50,000-$99,999",,Getting ahead,,To support Donald Trump,Somewhat approve,,,2.0,,,Rural,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,3669.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,"$50,000 or more","Less tjhan $100,000","$50,000-$99,999",,,Approve,,,,,Small city and Rural,
Male,75 or over,Hispanic/Latino,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Something else,Not lean either way,Somewhat conservative,,Not so good,,,,,Somewhat unfavorable,Strongly favorable,,4.0,In the last week,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,Yes,Non-white,No college degree,65 or over,3671.0,1.0,10000.0,,2.0,Hispanic/Latino,45 or over,65 or over,Latino men,Non-white non-college graduates,Non-whites,Independent/Something else,Independent,Conservative,,,,Not so good or poor,,,Unfavorable,Favorable,In the last week,In the last month,Suburbs,Men with children
Female,50-59,White,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Republican,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,"10,000-50,000",By mail,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,3673.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Republican,Republican/Lean Republican,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Small city and Rural,
Male, 65-74,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Independent,Lean Republican,Very conservative,"$200,000-$299,999",,Holding steady,,To oppose Donald Trump,Somewhat approve,,,5.0,,,Rural,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,3678.0,1.0,10000.0,,1.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Republican/Lean Republican,Conservative,"$50,000 or more","$100,000 or more","$100,000 or more",,,Approve,,,,,Small city and Rural,
Female, 65-74,White,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,College graduate,65 or over,3683.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White women,White college graduates,White women college graduates,Democrat,Democrat/Lean Democrat,Moderate,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Male,50-59,White,Jack Ciattarelli,Donald Trump,,High school graduate,Republican,,Somewhat conservative,,Excellent,,,,,Strongly unfavorable,Strongly favorable,,1.0,You have known all along,Rural,By mail,Non Exit Poll,Absentee or early in-person,Yes,White,No college degree,45-64,3691.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Republican,Republican/Lean Republican,Conservative,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Small city and Rural,Men with children
Female,25-29,Hispanic/Latino,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Moderate,,,,,,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,18-29,3698.0,1.0,10000.0,,3.0,Hispanic/Latino,18-44,25-29,Latino women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Moderate,,,,,,,,,,,Suburbs,
Female,75 or over,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Independent,Lean Republican,Very conservative,,Poor,,,,,Somewhat unfavorable,Strongly favorable,,5.0,In the last week,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,No,White,No college degree,65 or over,3700.0,1.0,10000.0,,2.0,White,45 or over,65 or over,White women,White non-college graduates,White women non-college graduates,Independent/Something else,Republican/Lean Republican,Conservative,,,,Not so good or poor,,,Unfavorable,Favorable,In the last week,In the last month,Suburbs,Women without children
Male,25-29,White,Mikie Sherill,Donald Trump,,Bachelor's degree (BA or BS),Democrat,,Somewhat liberal,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,College graduate,18-29,3702.0,1.0,10000.0,,3.0,White,18-44,25-29,White men,White college graduates,White men college graduates,Democrat,Democrat/Lean Democrat,Liberal,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
Male,60-64,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Democrat,,Somewhat conservative,,Excellent,,,,,Strongly unfavorable,Somewhat favorable,,4.0,Before October,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,Yes,White,No college degree,45-64,3710.0,1.0,10000.0,,2.0,White,45 or over,50-64,White men,White non-college graduates,White men non-college graduates,Democrat,Democrat/Lean Democrat,Conservative,,,,Excellent or good,,,Unfavorable,Favorable,Before that,Before that,Suburbs,Men with children
Female,25-29,Black,Mikie Sherill,Kamala Harris,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Democrat,,Very liberal,"$200,000-$299,999",,Falling behind,,To oppose Donald Trump,Strongly disapprove,,,5.0,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,Non-white,College graduate,18-29,3731.0,1.0,10000.0,,1.0,Black,18-44,25-29,Black women,Non-white college graduates,Non-whites,Democrat,Democrat/Lean Democrat,Liberal,"$50,000 or more","$100,000 or more","$100,000 or more",,,Disapprove,,,,,Suburbs,
Female,50-59,White,Jack Ciattarelli,Donald Trump,,"An advaned degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Independent,Lean Democrat,Somewhat conservative,,,,,,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,College graduate,45-64,3744.0,1.0,10000.0,,3.0,White,45 or over,50-64,White women,White college graduates,White women college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,,,,,,,,,,,Suburbs,
Female,18-24,White,Jack Ciattarelli,Donald Trump,,Associate's degree (AA or AS),Republican,,Moderate,,Not so good,,,,,Strongly unfavorable,Strongly favorable,,2.0,You have known all along,Rural,By mail,Non Exit Poll,Absentee or early in-person,Yes,White,No college degree,18-29,3747.0,1.0,10000.0,,2.0,White,18-44,18-24,White women,White non-college graduates,White women non-college graduates,Republican,Republican/Lean Republican,Moderate,,,,Not so good or poor,,,Unfavorable,Favorable,Before that,Before that,Small city and Rural,Women with children
Male, 65-74,White,Jack Ciattarelli,Donald Trump,,Attended college but received no degree,Something else,Lean Democrat,Somewhat conservative,,,,"Satisfied, but not enthusiastic, 3 Dissatisfied, but not angry",,,,,,,,Suburbs,By mail,Non Exit Poll,Absentee or early in-person,,White,No college degree,65 or over,3748.0,1.0,10000.0,,3.0,White,45 or over,65 or over,White men,White non-college graduates,White men non-college graduates,Independent/Something else,Democrat/Lean Democrat,Conservative,,,,,"Enthusiastic or satisfied, but not enthusiastic, 2 Dissatisfied, but not angry or angry",,,,,,Suburbs,
