ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,TNRPRS12,SEX,QRACE3,AGE8,XAGE8,PHIL5,PARTYID,INCOME12RNH,EDUC12R,ABORTION,BEATOBAMAFL,BIZVPOL,BREAK12PRI,BRNAGAIN,DESCRIBS12R,GINGCONSRV,PAULCONSRV,ROMNCONSRV,SANTCONSRV,ISSREP12SC,MARRIED,QLTREP12,RELIGN10,SHAREREL,TEAPARTY,TIMEST12,UNDERREP12,VOTENOV12,SEXWED,AGE,AGE3,AGE45,AGE60,AGE65,OVER45,OVER65,XAGE,XAGE3,XAGE45,XAGE60,XAGE65,PARTY,PHIL2R,PHIL3R,PHIL4R,INCOME3,INC50K,INC100K,EDUCCOLL,EDUCHS,ABORT2,BRNSHARE,BREAKFACT,BREAKIMP,REL5,SHAREREL2,TEAPARTY3,TEABRN,TIMEPRIFEWDAYS,TIMEPRIYEAR,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,XQLTREP12,GOVTANGR,GOVTANG2,QTYPE,SIZEPLAC,SIZEPLC3,GEOCODE,REGION,VERSION,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
236200.0,Tennessee,104.0,Call 2,Complete,Election day exit poll,0.855727732181549,Rick Santorum,Male,White,60-64,60-64,Very conservative,Republican,"$30,000-$49,999",College graduate,Illegal in all cases,,,One of several important factors,Yes,,,,,,Abortion,,Is a true conservative,,,Strongly support,Earlier this year,,Probably vote for the Republican nominee,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Is a true conservative,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
236495.0,Tennessee,104.0,Call 2,Complete,Election day exit poll,0.855727732181549,Rick Santorum,Male,White,60-64,60-64,Moderate,Republican,"$50,000-$99,999",High school or less,Legal in all cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Has the right experience,,,Neutral,Earlier this year,,Definitely vote for the Republican nominee,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Legal,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Has the right experience,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
240177.0,Tennessee,104.0,Call 3,Complete,Election day exit poll,0.855727732181549,Rick Santorum,Male,White,65 or over,65 or over,Very conservative,Republican,,High school or less,,Santorum,Working in business,,Yes,I strongly favor my candidate,About right,Not conservative enough,About right,About right,,,,Protestant,A great deal,Strongly support,,Santorum,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,,,,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
229893.0,Tennessee,50031.0,Telephone Survey,Complete,Telephone survey,0.855830788612366,Rick Santorum,Male,White,65 or over,65 or over,Somewhat liberal,Republican,,High school or less,Legal in most cases,,,,Yes,,,,,,Abortion,Yes,Can defeat Barack Obama,,,Neutral,In the last few weeks,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Moderate/Liberal,Moderate/Liberal,Liberal,,,,No college degree,High school graduate or less,Legal,,,,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,Low Density Rural,Rural,Rural,Downscale,38382.0
235941.0,Tennessee,104.0,Call 2,Complete,Election day exit poll,0.856702268123627,Mitt Romney,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$50,000-$99,999",College graduate,Legal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Has strong moral character,,,Somewhat oppose,Earlier this year,,Definitely vote for the Republican nominee,Married men,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Legal,,A factor,Important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
240418.0,Tennessee,104.0,Call 3,Complete,Election day exit poll,0.856702268123627,Mitt Romney,Male,White,60-64,60-64,Moderate,Independent,"$50,000-$99,999",Some college/assoc. degree,,Romney,Working in business,,No,I strongly favor my candidate,About right,Too conservative,About right,Too conservative,,,,Catholic,Not at all,Somewhat support,,Romney,,,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Independent/Something else,Moderate/Liberal,Moderate/Liberal,Moderate,50 to 100 thousand,50k or more,Less than 100k,No college degree,More than High school graduate,,Not born again,,,Catholic,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,All others,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
233774.0,Tennessee,52.0,Call 1,Complete,Election day exit poll,0.85756117105484,Newt Gingrich,Male,White,65 or over,65 or over,Very conservative,Republican,"$50,000-$99,999",High school or less,,Gingrich,Working in business,,Yes,I like my candidate but with reservations,Not conservative enough,Not conservative enough,Not conservative enough,Not conservative enough,,,,Protestant,Not much,Strongly support,,Gingrich,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate did not matter a great deal,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Both Tea Party supporter and born-again,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,37923.0
233844.0,Tennessee,53.0,Call 1,Complete,Election day exit poll,0.85756117105484,Newt Gingrich,Male,White,65 or over,65 or over,Somewhat conservative,Republican,"$200,000 or more",College graduate,,Romney,Working in government,,No,I like my candidate but with reservations,About right,Too conservative,Not conservative enough,Too conservative,,,,Protestant,Not at all,Somewhat support,,Gingrich,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Not born again,,,Protestant/Other Non-Catholic Christian,Not much or not at all,Support,Tea Party supporter and not born-again,,,No,All others,No,White Protestant non-evangelical,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37922.0
233857.0,Tennessee,52.0,Call 1,Complete,Election day exit poll,0.85756117105484,Newt Gingrich,Male,White,60-64,60-64,Somewhat conservative,Republican,"$50,000-$99,999",Postgraduate study,Illegal in most cases,,,One of several important factors,Yes,,,,,,The economy,Yes,Can defeat Barack Obama,,,Strongly support,In the last few weeks,,Definitely vote for the Republican nominee,Married men,45-65,60+,45+,60+,50-64,45+,18-64,45-65,60+,45+,60+,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,50 to 100 thousand,50k or more,Less than 100k,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Earlier than that,Since January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Suburb,Urban,Urban Core,Very upscale,37923.0
237208.0,Tennessee,52.0,Call 2,Not complete,Election day exit poll,0.85756117105484,Newt Gingrich,Male,White,65 or over,65 or over,,,,Some college/assoc. degree,,Gingrich,Working in government,,,I like my candidate but with reservations,,,,,,,,,Not much,,,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,No college degree,More than High school graduate,,,,,,Not much or not at all,,,,,,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Suburb,Urban,Urban Core,Very upscale,37923.0
233783.0,Tennessee,50.0,Call 1,Not complete,Election day exit poll,0.858790516853333,Mitt Romney,Male,White,25-29,25-29,,,,College graduate,,Romney,Working in business,,,I strongly favor my candidate,,,,,,,,,Not at all,,,,,,18-29,18-29,18-44,18-29,25-29,18-44,18-64,17-29,17-29,17-44,17-29,25-29,,,,,,,,College graduate,More than High school graduate,,,,,,Not much or not at all,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,Suburb,80s Suburbs,Urban Perimeter,Very upscale,37934.0
237490.0,Tennessee,41.0,Call 2,Complete,Election day exit poll,0.859819293022156,Rick Santorum,Female,White,45-49,45-49,Very conservative,Republican,"$100,000-$199,999",College graduate,Illegal in all cases,,,One of several important factors,Yes,,,,,,Federal budget deficit,Yes,Has strong moral character,,,Somewhat support,Just today,,Definitely vote for the Republican nominee,Married women,45-65,30-59,45+,45-59,40-49,45+,18-64,45-65,30-59,45+,45-59,40-49,Republican,Conservative,Very conservative,Very conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,Illegal,,A factor,Important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,38372.0
237497.0,Tennessee,41.0,Call 2,Complete,Election day exit poll,0.859819293022156,Rick Santorum,Female,White,30-39,30-39,Very conservative,Republican,"$50,000-$99,999",High school or less,Illegal in all cases,,,Not a factor at all,Yes,,,,,,Abortion,Yes,Has strong moral character,,,Strongly support,In the last few days,,Definitely vote for the Republican nominee,Married women,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Very conservative,Very conservative,50 to 100 thousand,50k or more,Less than 100k,No college degree,High school graduate or less,Illegal,,Not a factor,Not important,,,Support,Both Tea Party supporter and born-again,Last few days,Since January 1st,No,White Born-again/Evangelical Christians,,,Has strong moral character,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,38372.0
240711.0,Tennessee,41.0,Call 3,Complete,Election day exit poll,0.859819293022156,Rick Santorum,Female,White,50-59,50-59,Somewhat conservative,Republican,"Under $30,000",Some college/assoc. degree,Illegal in most cases,,,A minor factor,Yes,,,,,,The economy,No,Has strong moral character,,,Somewhat oppose,Earlier this year,,Definitely vote for the Republican nominee,Non married women,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,Conservative,Somewhat conservative,Somewhat conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,Illegal,,A factor,Not important,,,Oppose,Born-again but not Tea Party supporter,Earlier than that,Since January 1st,Yes,White Born-again/Evangelical Christians,,,Has strong moral character,"Dissatisifed, but not angry","Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,38372.0
240778.0,Tennessee,41.0,Call 3,Complete,Election day exit poll,0.859819293022156,Rick Santorum,Female,White,40-44,40-44,Very conservative,Republican,"Under $30,000",High school or less,,Paul,Working in business,,Yes,I strongly favor my candidate,Not conservative enough,Not conservative enough,Not conservative enough,About right,,,,Other christian,A great deal,Strongly support,,Santorum,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,High school graduate or less,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,38372.0
240964.0,Tennessee,41.0,Call 3,Complete,Election day exit poll,0.859819293022156,Rick Santorum,Female,White,50-59,50-59,,Republican,"Under $30,000",Postgraduate study,Omit,,,One of several important factors,Yes,,,,,,The economy,,Can defeat Barack Obama,,,Neutral,Before that,,Definitely vote for the Republican nominee,,45-65,30-59,45+,45-59,50-64,45+,18-64,45-65,30-59,45+,45-59,50-64,Republican,,,,Less than 50 thousand,Less than 50k,Less than 100k,College graduate,More than High school graduate,Omit,,A factor,Important,,,Neutral,Born-again but not Tea Party supporter,Earlier than that,Before January 1st,No,White Born-again/Evangelical Christians,,,Can defeat Barack Obama,Angry,"Dissatisifed, but not angry or angry",State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,Low Density Rural,Rural,Rural,Very downscale,38372.0
241024.0,Tennessee,41.0,Call 3,Complete,Election day exit poll,0.859819293022156,Rick Santorum,Female,White,40-44,40-44,Very conservative,Republican,"$30,000-$49,999",Some college/assoc. degree,,Santorum,Working in business,,Yes,I strongly favor my candidate,About right,Too conservative,Not conservative enough,About right,,,,Other christian,A great deal,Somewhat support,,Santorum,,,30-44,30-59,18-44,30-44,40-49,18-44,18-64,30-44,30-59,17-44,30-44,40-49,Republican,Conservative,Very conservative,Very conservative,Less than 50 thousand,Less than 50k,Less than 100k,No college degree,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Support,Both Tea Party supporter and born-again,,,Yes,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,38372.0
241076.0,Tennessee,41.0,Call 3,Complete,Election day exit poll,0.859819293022156,Rick Santorum,Female,White,30-39,30-39,Somewhat conservative,Republican,"$100,000-$199,999",Postgraduate study,,Santorum,Working in business,,Yes,I like my candidate but with reservations,About right,Omit,Omit,About right,,,,Protestant,A great deal,Neutral,,Santorum,,,30-44,30-59,18-44,30-44,30-39,18-44,18-64,30-44,30-59,17-44,30-44,30-39,Republican,Conservative,Somewhat conservative,Somewhat conservative,100 thousand or more,50k or more,100k or more,College graduate,More than High school graduate,,Born again/Think religious values of candidate matter a great deal,,,Protestant/Other Non-Catholic Christian,A great deal or somewhat,Neutral,Born-again but not Tea Party supporter,,,No,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,,,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 2,Low Density Rural,Rural,Rural,Very downscale,38372.0
233832.0,Tennessee,104.0,Call 1,Not complete,Election day exit poll,0.860743224620819,Newt Gingrich,Male,White,65 or over,65 or over,,,,College graduate,,Gingrich,Working in government,,,I like my candidate but with reservations,,,,,,,,,Not at all,,,,,,65+,60+,45+,60+,65+,45+,65+,65+,60+,45+,60+,65+,,,,,,,,College graduate,More than High school graduate,,,,,,Not much or not at all,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,38058.0
