ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,ENVIRON,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS80OR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSOR12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
2233.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,5.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Omit,Favorable,Omit,About the same,2.0,Omit,Omit,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,Yes,No,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50017.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,97222.0,0.723907172679901
2150.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,5.0,I dislike the other candidates,Staying about the same,Good and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,Omit,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50017.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Male,White men,Married men,Suburbs,Suburbs,Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,97222.0,1.28794026374817
1178.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,Omit,Getting better,Getting better,The housing market,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Health care,No,Yes,No,Poor,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50007.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Extremely Low Density Rural,Urban,Urban Core,Upscale,97702.0,0.62657231092453
1450.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,2.0,I like my candidate but with reservations,Getting better,Getting better,The housing market,Postgraduate study,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,4.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,The economy,No,No,No,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50007.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Urban,Urban Core,Upscale,97701.0,0.972909212112427
1438.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,Complete,,2.0,I strongly favor my candidate,Getting better,Getting better,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Keeping jobs in your state,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50007.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Urban,Urban Core,Upscale,97701.0,0.931336104869843
1404.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,I like my candidate but with reservations,Getting better,Getting better,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Federal budget deficit,No,Yes,No,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50007.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,No,Low Density Rural,Urban,Urban Core,Upscale,97701.0,0.62657231092453
1344.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,2.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,Protecting the environment,Favorable,Unfavorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,Federal budget deficit,No,Yes,No,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50007.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Male,White men,Married men,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,Low Density Rural,Urban,Urban Core,Upscale,97701.0,0.782887578010559
1311.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,2.0,Omit,Omit,Omit,The housing market,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Omit,Omit,Worse today,4.0,Omit,Barack Obama,Omit,Omit,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Omit,,No,No,Omit,Omit,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50007.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,Yes,Low Density Rural,Urban,Urban Core,Upscale,97701.0,0.634700357913971
12805.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,2.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,,4.0,,Barack Obama,Omit,Omit,,,,,,,Barack Obama,,No,,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50007.0,Barack Obama,,White,White,National questionnaire,White,West,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,,,,Version 4,No,Low Density Rural,Urban,Urban Core,Upscale,97701.0,0.302775233983994
1875.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,Complete,,4.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,3.0,Government should do more to solve problems,Barack Obama,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50014.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Upscale,97404.0,0.771707892417908
2028.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,4.0,I dislike the other candidates,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,3.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",Barack Obama,Health care,No,No,No,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50014.0,Barack Obama,Cares about people like me,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,Yes,Suburb,Urban,Urban Core,Upscale,97404.0,0.669696748256683
1629.0,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,Complete,,3.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Keeping jobs in your state,Favorable,Favorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,,,,,,,Barack Obama,Health care,No,Yes,No,Good,Excellent or good,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Liberal,50008.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,West,Female,Black women,Married women,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,Version 1,No,Suburb,Urban,Urban Core,Upscale,97236.0,0.881396174430847
1597.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Complete,,3.0,I strongly favor my candidate,Getting better,Getting better,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Omit,Favorable,Unfavorable,Better today,1.0,Omit,Barack Obama,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",Barack Obama,Health care,No,Yes,No,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50008.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Upscale,97236.0,0.967176675796509
1584.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,3.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,1.0,Government is doing too many things better left to businesses and individuals,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,,,,,,,Barack Obama,Health care,No,No,No,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Liberal,50008.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,West,Female,White women,Non married women,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,,Suburb,Urban,Urban Core,Upscale,97236.0,0.581900656223297
1571.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Complete,,3.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Keeping jobs in your state,Favorable,Unfavorable,About the same,1.0,Government should do more to solve problems,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Barack Obama,The economy,No,Yes,No,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50008.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Female,White women,Married women,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,In September,"In October, in September, or before that",In September or before that,Version 1,No,Suburb,Urban,Urban Core,Upscale,97236.0,0.581900656223297
