ID,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,BACKSIDE,CALL,CDNUM,DESCRIBP12,ECONBETT,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVWA12,HANDLEECON12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INIT502WA,INTOUCH12,ISSUE12,LATINO,MARRIED,MEAS74WA,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSWA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,SENWA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,UNIONHH12,VERSION,WHNCLINC,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
12843.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,Complete,,5.0,,,,,College graduate,College graduate,More than High school graduate,White college degree,,,,4.0,,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Barack Obama,,No,,Reject,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50019.0,Barack Obama,,White,White,National questionnaire,White,West,,Female,White women,,Suburbs,Suburbs,Washington,Telephone survey,,,,,Version 4,No,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,0.884566724300385
12837.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,Complete,,4.0,,,,,Postgraduate study,College graduate,More than High school graduate,White college degree,,,,4.0,,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,,No,,Reject,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50015.0,Mitt Romney,,White,White,National questionnaire,White,West,,Female,White women,,Suburbs,Suburbs,Washington,Telephone survey,,,,,Version 4,No,Low Density Rural,70s Suburbs,Urban Perimeter,Downscale,98942.0,3.43824625015259
8777.0,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,Once a week,Weekly,Complete,,6.0,I dislike the other candidates,Getting worse,Worse,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Unfavorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,,,,,,,No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,50021.0,Other,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,,Suburb,70s Suburbs,Urban Perimeter,Downscale,98366.0,1.53346419334412
8776.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a month,Occasionally,Complete,,6.0,I dislike the other candidates,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Unfavorable,About the same,2.0,Government should do more to solve problems,Jay Inslee,Barack Obama,Leave it as is,Expand it or leave it as is,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Barack Obama,Health care,No,No,Reject,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50021.0,Barack Obama,Shares my values,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Non married women,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,Yes,Suburb,70s Suburbs,Urban Perimeter,Downscale,98366.0,0.543999135494232
8747.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,,5.0,I strongly favor my candidate,Getting worse,Worse,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Better today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",Yes,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Extremely Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,99031.0,1.13635742664337
8740.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,,5.0,I like my candidate but with reservations,Staying about the same,Poor and staying the same,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,Federal budget deficit,No,Yes,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,0.779079079627991
8737.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,,5.0,I like my candidate but with reservations,Getting worse,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$200,000 - $249,999",100 thousand or more,"Over $50,000 and white",No,Mitt Romney,Health care,No,Yes,Reject,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,0.709599316120148
8735.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,,5.0,I like my candidate but with reservations,Getting worse,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,Federal budget deficit,No,Yes,Reject,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,0.194769769906998
8710.0,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,5.0,I dislike the other candidates,Staying about the same,Poor and staying the same,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Mitt Romney,Federal budget deficit,,Yes,Approve,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,50019.0,Mitt Romney,Cares about people like me,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,99009.0,0.798445999622345
8709.0,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,A few times a month,Occasionally,Complete,,5.0,I like my candidate but with reservations,Getting better,Getting better,Rising prices,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Something else,White Independent,Conservative,50019.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,0.937989413738251
8701.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Never,Never,Complete,,5.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,Postgraduate study,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",Yes,Mitt Romney,Federal budget deficit,No,Yes,Approve,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Other,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,Yes,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,0.0900663509964943
8698.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,Once a week,Weekly,Complete,,5.0,I strongly favor my candidate,Getting better,Getting better,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,The economy,No,Yes,Reject,Poor,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Has a vision for the future,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,0.354799658060074
8696.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,More than once a week,Weekly,Complete,,5.0,I like my candidate but with reservations,Omit,Omit,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Omit,Omit,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,Federal budget deficit,No,Yes,Reject,Not so good,Not so good or poor,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,50019.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Male,White men,Married men,Suburbs,Suburbs,Washington,Telephone survey,In October,"In October, in September, or before that",Just today or in the last few days or in October,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,0.556892573833466
8695.0,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,A few times a year,Occasionally,Complete,,5.0,I strongly favor my candidate,Staying about the same,Poor and staying the same,Rising prices,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,Jay Inslee,Barack Obama,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"Under $30,000",Less than 50k,"Under $30,000",Less than 50 thousand,"Under $50,000 and white",Yes,Barack Obama,The economy,No,Yes,Approve,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,50019.0,Barack Obama,Has a vision for the future,White,White,State questionnaire,White,West,Maria Cantwell,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,In September,"In October, in September, or before that",In September or before that,No,Version 1,Yes,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,0.561039805412292
8690.0,45-65,60+,45+,60+,50-64,60-64,Non Black 60+,White 60+,White 45-64,More than once a week,Weekly,Complete,,5.0,I like my candidate but with reservations,Getting worse,Worse,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,Rob McKenna,Mitt Romney,Repeal all of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",No,Mitt Romney,Federal budget deficit,No,Yes,Reject,Poor,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Conservative,50019.0,Mitt Romney,Shares my values,White,White,State questionnaire,White,West,Michael Baumgartner,Female,White women,Married women,Suburbs,Suburbs,Washington,Telephone survey,Before that,"In October, in September, or before that",In September or before that,No,Version 1,No,Suburb,70s Suburbs,Urban Perimeter,Upscale,99206.0,1.06051278114319
