ID,ABORT2,ABORTION,AGE,AGE3,AGE45,AGE60,AGE65,AGE8,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND,ATTEND2,ATTREL,BACKSIDE,BRNAGAIN,CALL,CDNUM,CELLPHONE,CELLULAR,CHILD12,DESCRIBP12,ECONBETT,ECONBLAME12,ECONDIR,ECONISS12,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVALLEN,FAVKAINE,FAVOBAMA2,FAVROMN2,FINSIT,GEOCODE,GOVTDO10,GOVTHH,HANDLEECON12,HANDLEMED12,HEALTHCARE12,HEALTHCARE12B,INC100K,INC30K,INC50K,INCOME12GEN,INCOME3,INCWHITE,INTOUCH12,ISSUE12,LANDPHONE,LATINO,MARCHILD,MARRIED,NEC,NEC2,OBAMANG,OBAMANG2,OBAMARICH,OVER45,OVER65,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PRSVA12,QLT12,QRACE3,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN10,ROMNRICH,SENVA12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,TAXINC12,TELEPOLL,TIME12,TIME12FEWD,TIME12MTH,VERSION,VETVOTER,WHITEREL,WHNCLINC,WHTEVANG,WPROTBRN,WPROTBRN3,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
17317.0,,,45-65,30-59,45+,45-59,40-49,45-49,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,7.0,,,No,,,,,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Unfavorable,Favorable,Worse today,2.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,All others,No,,,,,,45+,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Liberal,74.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Yes,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22407.0,0.823729753494263
36117.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,7.0,,,No,,,,,Rising prices,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Unfavorable,Favorable,Worse today,4.0,Government should do more to solve problems,,,,Expand it,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,All others,No,,,,,,45+,65+,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,43.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Non married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23233.0,1.17987382411957
57154.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,Latino 30-44,Latino 30-44,,,,Complete,,Call 3,10.0,,,Yes,,,,,Rising prices,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Favorable,Favorable,Better today,1.0,Government should do more to solve problems,,,,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and non white",,The economy,,Yes,Married with children,Yes,,,,,,18-44,18-64,Men with children,Democrat,Non-black Democrat,Latino Democrat,Democrat,Non-White Democrats,Moderate,33.0,Barack Obama,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,,,,Timothy Kaine,Male,Latino men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22033.0,1.06746113300323
14853.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 1,11.0,,,Yes,,,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Better today,2.0,Government is doing too many things better left to businesses and individuals,,,,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,Married with children,Yes,,,,,,18-44,18-64,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,67.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22192.0,0.913722455501556
15667.0,,,65+,60+,45+,60+,65+,65 or over,Black 60+,Black 60+,Black 65+,,,,Complete,,Call 1,7.0,,,No,,,,,Unemployment,Postgraduate study,College graduate,More than High school graduate,Non white college degree,,,Favorable,Unfavorable,About the same,4.0,Government is doing too many things better left to businesses and individuals,,,,Leave it as is,Expand it or leave it as is,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,,No,All others,Yes,,,,,,45+,65+,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,60.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23141.0,1.11820578575134
16189.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 1,1.0,,,Yes,,,,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,About the same,2.0,Government is doing too many things better left to businesses and individuals,,,,Leave it as is,Expand it or leave it as is,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,,Married with children,Yes,,,,,,45+,18-64,Women with children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,75.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0,0.863251507282257
38200.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,7.0,,,No,,,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,All others,Yes,,,,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,16.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23113.0,0.957175493240356
38199.0,,,65+,60+,45+,60+,65+,65 or over,Non Black 60+,White 60+,White 65+,,,,Complete,,Call 2,7.0,,,No,,,,,Taxes,College graduate,College graduate,More than High school graduate,White college degree,,,Favorable,Unfavorable,Better today,4.0,Government should do more to solve problems,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,All others,Yes,,,,,,45+,65+,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,16.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23113.0,0.957175493240356
59025.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,5.0,,,No,,,,,Taxes,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Favorable,Unfavorable,Better today,3.0,Government should do more to solve problems,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,All others,Yes,,,,,,18-44,18-64,Men without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Conservative,39.0,Barack Obama,Is a strong leader,White,White,State questionnaire,White,South,,,,Timothy Kaine,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Yes,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,22968.0,0.897611379623413
35493.0,,,18-29,18-29,18-44,18-29,18-24,18-24,Non Black 18-29,White 18-29,White 18-29,,,,Complete,,Call 2,7.0,,,No,,,,,Unemployment,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Unfavorable,Favorable,Worse today,4.0,Government should do more to solve problems,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and white",,The economy,,No,All others,No,,,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Moderate,60.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23141.0,1.2340407371521
59323.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Black 30-44,Black 30-44,Black 30-44,,,,Complete,,Call 3,5.0,,,No,,,,,Taxes,High school graduate,No college degree,High school graduate or less,Non white no college degree,,,Favorable,Omit,Better today,3.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,,No,All others,Yes,,,,,,18-44,18-64,Women without children,Democrat,Black Democrat,Black Democrat,Democrat,Non-White Democrats,Moderate,39.0,Barack Obama,Is a strong leader,Black,Black,State questionnaire,Black,South,,,,Timothy Kaine,Female,Black women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Town,80s Suburbs,High-Growth Suburban Perimeter,Downscale,22968.0,0.971516370773315
14581.0,,,18-29,18-29,18-44,18-29,25-29,25-29,Non Black 18-29,All others,All others,,,,Complete,,Call 1,5.0,,,No,,,,,The housing market,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,,,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",50k or more,"$50,000 - $99,999",50 to 100 thousand,"Over $50,000 and non white",,The economy,,No,All others,Yes,,,,,,18-44,18-64,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican,All others,Conservative,34.0,Mitt Romney,Is a strong leader,Other,Other,State questionnaire,Other,South,,,,George Allen,Female,All other races,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20187.0,0.833355247974396
57291.0,,,30-44,30-59,18-44,30-44,30-39,30-39,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,5.0,,,No,,,,,Unemployment,High school graduate,No college degree,High school graduate or less,White no college degree,,,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,Less than 100k,"$30,000 or more",Less than 50k,"$30,000 - $49,999",Less than 50 thousand,"Under $50,000 and white",,The economy,,No,All others,No,,,,,,18-44,18-64,Women without children,Democrat,Non-black Democrat,White Democrat,Democrat,White Democrat,Moderate,34.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Non married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,Yes,,,,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,20187.0,0.788746297359467
56892.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 3,10.0,,,No,,,,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,1.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,All others,Yes,,,,,,45+,18-64,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent,White Independent,Moderate,33.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,22033.0,1.25926458835602
35510.0,,,45-65,30-59,45+,45-59,50-64,50-59,Non Black 45-59,White 45-59,White 45-64,,,,Complete,,Call 2,7.0,,,Yes,,,,,Unemployment,Postgraduate study,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,4.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$250,000 or more",100 thousand or more,"Over $50,000 and white",,The economy,,No,Married with children,Yes,,,,,,45+,18-64,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,43.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Female,White women,Married women,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,Urban Perimeter,Very upscale,23233.0,1.06951510906219
60434.0,,,30-44,30-59,18-44,30-44,40-49,40-44,Non Black 30-44,White 30-44,White 30-44,,,,Complete,,Call 3,1.0,,,No,,,,,Unemployment,College graduate,College graduate,More than High school graduate,White college degree,,,Unfavorable,Favorable,Worse today,2.0,Government is doing too many things better left to businesses and individuals,,,,Repeal some of it,Repeal some of it or repeal all of it,100k or more,"$30,000 or more",50k or more,"$100,000 - $199,999",100 thousand or more,"Over $50,000 and white",,The economy,,No,All others,No,,,,,,18-44,18-64,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican,White Republican,Conservative,75.0,Mitt Romney,Is a strong leader,White,White,State questionnaire,White,South,,,,George Allen,Male,White men,Non married men,Suburbs,Suburbs, Virginia,,Election day exit poll,Before that,"In October, in September, or before that",In September or before that,Version 1,,,No,,,,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,22554.0,0.823729753494263
