ID,SENAK14,GOVAK14,MEAS2AK14,AGE,AGE3,AGE8,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEGICHTOOCLOSE,CALL,CDNUM,EDUC10,EDUCCOLL,EDUCHS,EDUCWHITE,FAVDEM2,FAVREP2,FOROBAMAS,GEOCODE,GOVTDO10,HEALTHCARE14,INC100K,INC30K,INC50K,INCOME3,INCOME4,INCOME14GEN,INCWHITE,ISIS14,ISSUE14,LATINO,MARRIED,NECWORR2,NECWORRY,OBAMA2,OBAMA4,OBAMAANG,OBAMAANG2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PTYIMPT14,PTYIMPT14B,QRACE3,QRACEAK,QTYPE,RACE,RACEAI,RACEAK,RCONGANG,RCONGANG2,REGION,SAMESEXM12,SEX,SEXBYRACE,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SULLIVANCARPET,TELEPOLL,TIME14FEWD,TIME14MTH,TIME14WK,TIMESEN14,TRACK,UNFAIRAK14,UNFAIRBEGICH,UNFAIRSULLIVAN,VERSION,VETVOTER,WHNCLINC,ZIPCODE,WEIGHT
220.0,Mark Begich,Sean Parnell,No,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,Barack Obama was not a factor,1.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$200,000 or more","$200,000 or more","Over $50,000 and white",,The economy,No,No,,,,,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Very important,Important,White,White,State questionnaire,White,White,White,Enthusiastic,"Enthusiastic or satisfied, but not enthusiastic",West,No,Female,White women,Non married women,"Cities 50,000-500,000","Cities over 50,000",Alaska,,Telephone survey,Before that,In the last month,In the last week,In the last week,,,,,Version 2,,No,99501.0,2.18143701553345
181.0,Mark Begich,Sean Parnell,No,65+,60+,65 or over,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,1.0,No high school diploma,No college degree,High school graduate or less,Non white no college degree,,,Omit,1.0,,Omit,,,,,,,,,Health care,No,No,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,65+,Independent/Something else,Black non-Democrat,Black Independent,Something else,Independent Women,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Very important,Important,Black,Black,State questionnaire,Black,Black,Black,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Female,Black women,Non married women,"Cities 10,000-50,000",Small Cities/Rural,Alaska,,Telephone survey,Omit,Omit,Omit,Omit,,,,,Version 2,,No,99701.0,0.561296820640564
128.0,Mark Begich,Sean Parnell,No,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,All others,All others,Complete,Omit,,1.0,No high school diploma,No college degree,High school graduate or less,Non white no college degree,Omit,Omit,,1.0,Government should do more to solve problems,,Less than 100k,"Under $30,000",Less than 50k,Less than 50 thousand,"Under $50,000","Under $30,000","Under $50,000 and non white",Omit,,No,,Not worried,Not too worried,Disapprove,Somewhat disapprove,,,18-44,18-64,,,,,,,Liberal,,,,,,Other,Alaska Native,State questionnaire,Other,Other,Alaskan Native,,,West,,Female,All other races,,Rural,Small Cities/Rural,Alaska,Omit,Telephone survey,,,,,Generally going in the right direction,Omit,Omit,Omit,Version 1,No,No,99681.0,3.97086381912231
117.0,Mark Begich,Sean Parnell,No,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,Complete,About the right amount,,1.0,High school graduate,No college degree,High school graduate or less,Non white no college degree,Favorable,Omit,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent,Independent Men,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,,,Other,Asian,State questionnaire,Asian,Asian,Asian,,,West,,Male,All other races,,"Cities 50,000-500,000","Cities over 50,000",Alaska,No,Telephone survey,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99508.0,3.28433299064636
74.0,Mark Begich,Sean Parnell,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Omit,,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Omit,,1.0,Omit,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,,,,,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alaska,Omit,Telephone survey,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,Yes,99502.0,0.84458339214325
71.0,Mark Begich,Sean Parnell,No,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Omit,,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Omit,Favorable,,1.0,Omit,,,,,,,,,Omit,,No,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alaska,Yes,Telephone survey,,,,,Omit,Neither of them,Mark Begich did not,Dan Sullivan did not,Version 1,No,,99508.0,9.49911975860596
65.0,Mark Begich,Sean Parnell,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About the right amount,,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Favorable,Unfavorable,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Disapprove,Somewhat disapprove,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democrat,Democratic Men,White Democrat,Conservative,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Suburbs,Suburbs,Alaska,No,Telephone survey,,,,,Seriously off on the wrong track,Neither of them,Mark Begich did not,Dan Sullivan did not,Version 1,No,No,99705.0,1.40621268749237
85026.0,Dan Sullivan,Sean Parnell,No,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,,,Barack Obama was not a factor,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Illegal immigration,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,16.0,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,White,"Satisfied, but not enthusiastic","Enthusiastic or satisfied, but not enthusiastic",West,No,Female,White women,Married women,Rural,Small Cities/Rural,Alaska,,Election day exit poll,Before that,In the last month,Before that,In the last month,,,,,Version 2,,No,99567.0,0.986820220947266
80952.0,Dan Sullivan,Sean Parnell,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Too often,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Approve,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Moderate,44.0,Conservative Republicans,Mod./Liberal Republicans,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Rural,Small Cities/Rural,Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,Yes,Yes,99901.0,0.991878390312195
84999.0,Dan Sullivan,Sean Parnell,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Too often,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Unfavorable,Omit,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and white",Disapprove,,No,,Worried,Very worried,Disapprove,Somewhat disapprove,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent,Independent Men,White Independent,Conservative,36.0,Moderate/Liberal Republicans,Conservative Independents,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Only Mark Begich,Mark Begich did,Dan Sullivan did not,Version 1,Yes,Yes,99504.0,0.900521159172058
84996.0,Dan Sullivan,Sean Parnell,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 2,1.0,Postgraduate study,College graduate,More than High school graduate,White college degree,,,To express opposition to Barack Obama,1.0,,Went too far,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",,Illegal immigration,No,Yes,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,3.0,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Female,White women,Married women,Suburbs,Suburbs,Alaska,,Election day exit poll,In the last three days,In the last month,In the last week,In the last three days,,,,,Version 2,,No,99705.0,0.962559521198273
102046.0,Dan Sullivan,Sean Parnell,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Too often,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Approve,,No,,Worried,Very worried,Disapprove,Strongly disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,3.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,Suburbs,Suburbs,Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,Yes,No,99705.0,0.962559521198273
84983.0,Dan Sullivan,Sean Parnell,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,About the right amount,Call 2,1.0,Some college/assoc. degree,No college degree,More than High school graduate,White no college degree,Favorable,Favorable,,1.0,Government should do more to solve problems,,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",Disapprove,,No,,Worried,Somewhat worried,Approve,Somewhat approve,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,37.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Alaska,No,Election day exit poll,,,,,Generally going in the right direction,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,No,99516.0,0.854102075099945
102014.0,Dan Sullivan,Sean Parnell,No,30-44,30-59,30-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 3,1.0,College graduate,College graduate,More than High school graduate,White college degree,,,Barack Obama was not a factor,1.0,,Went too far,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,The economy,No,No,,,,,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,2.0,Independent/Something else,Conservative Republicans,Not too important,Not important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Male,White men,Non married men,Suburbs,Suburbs,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99705.0,1.28378927707672
102012.0,Dan Sullivan,Sean Parnell,No,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Not often enough,Call 3,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,Unfavorable,Favorable,,1.0,Government should do more to solve problems,,,,,,,,,Disapprove,,No,,Not worried,Not too worried,Disapprove,Strongly disapprove,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,,54.0,,,,,White,White,State questionnaire,White,White,White,,,West,,Female,White women,,Rural,Small Cities/Rural,Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Both of them,Mark Begich did,Dan Sullivan did,Version 1,No,,99603.0,0.732112765312195
101998.0,Dan Sullivan,Sean Parnell,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Too often,Call 3,1.0,Some college/assoc. degree,No college degree,More than High school graduate,Non white no college degree,Unfavorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,Less than 100k,"$30,000 or more",Less than 50k,Less than 50 thousand,"Under $50,000","$30,000-$49,999","Under $50,000 and non white",Approve,,No,,Worried,Somewhat worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,All others,Conservative,54.0,Independent/Something else,Conservative Republicans,,,Other,Alaska Native,State questionnaire,Other,Other,Alaskan Native,,,West,,Female,All other races,,Rural,Small Cities/Rural,Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Only Mark Begich,Mark Begich did,Dan Sullivan did not,Version 1,No,No,99603.0,0.704327940940857
84941.0,Dan Sullivan,Sean Parnell,No,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Too often,Call 2,1.0,College graduate,College graduate,More than High school graduate,White college degree,Unfavorable,Favorable,,1.0,Government is doing too many things better left to businesses and individuals,,100k or more,"$30,000 or more",50k or more,100 thousand or more,"$100,000-$199,999","$100,000-$199,999","Over $50,000 and white",Approve,,,,Worried,Very worried,Disapprove,Strongly disapprove,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Men,White Republican,Conservative,16.0,Independent/Something else,Conservative Republicans,,,White,White,State questionnaire,White,White,White,,,West,,Male,White men,,Rural,Small Cities/Rural,Alaska,Yes,Election day exit poll,,,,,Seriously off on the wrong track,Only Mark Begich,Mark Begich did,Dan Sullivan did not,Version 1,Yes,No,99567.0,1.05963551998138
84937.0,Dan Sullivan,Sean Parnell,No,65+,60+,65 or over,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,1.0,High school graduate,No college degree,High school graduate or less,White no college degree,,,Barack Obama was not a factor,1.0,,Was about right,Less than 100k,"$30,000 or more",50k or more,50 to 100 thousand,"$50,000-$99,999","$50,000-$99,999","Over $50,000 and white",,Health care,No,Yes,,,,,Angry,"Dissatisfied, but not angry or angry",45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican,Republican Women,White Republican,Conservative,8.0,Independent/Something else,Conservative Republicans,Very important,Important,White,White,State questionnaire,White,White,White,"Dissatisfied, but not angry","Dissatisfied, but not angry or angry",West,No,Female,White women,Married women,"Cities 10,000-50,000",Small Cities/Rural,Alaska,,Election day exit poll,Before that,Before that,Before that,Before that,,,,,Version 2,,No,99709.0,0.875629186630249
